timestamp,rtt,true_fidelity,adaptive_action,static_action,zombie_adaptive,unnecessary_flush_adaptive,zombie_static,unnecessary_flush_static
2024-01-01T00:00:59+00:00,0.02,0.9900993366533777,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:00+00:00,0.6,0.7744058180470133,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:01+00:00,0.3,0.8704091103408589,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:02+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:03+00:00,0.43,0.8252545473616583,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:04+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:05+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:06+00:00,0.46,0.815641822753463,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:07+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:08+00:00,0.43,0.8252545473616583,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:09+00:00,0.19,0.9134795669716811,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:10+00:00,0.6,0.7744058180470133,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:11+00:00,0.18,0.917635105705636,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:12+00:00,0.42,0.8285234099075284,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:13+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:14+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:15+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:16+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:17+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:18+00:00,0.08,0.9615581731933178,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:19+00:00,0.06,0.9708822667921244,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:20+00:00,0.24,0.8933139305332767,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:21+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:22+00:00,0.09,0.9569655926356141,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:23+00:00,0.39,0.8385284372490823,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:24+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:25+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:26+00:00,0.4,0.8351600230178197,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:27+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:28+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:29+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:30+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:31+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:32+00:00,0.22,0.9012593989812392,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:33+00:00,0.29,0.8741317837892826,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:34+00:00,0.46,0.815641822753463,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:35+00:00,0.39,0.8385284372490823,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:36+00:00,0.19,0.9134795669716811,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:37+00:00,0.41,0.8318251250681596,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:38+00:00,0.3,0.8704091103408589,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:39+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:40+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:41+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:42+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:43+00:00,0.02,0.9900993366533777,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:44+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:45+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:46+00:00,0.06,0.9708822667921244,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:47+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:48+00:00,0.41,0.8318251250681596,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:49+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:50+00:00,0.18,0.917635105705636,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:51+00:00,3.4,0.5166866349801631,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:52+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:53+00:00,0.21,0.9052921229850935,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:54+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:55+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:56+00:00,0.06,0.9708822667921244,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:57+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:01:58+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:01:59+00:00,0.34,0.8558851613813048,HOLD,FLUSH,False,False,False,True
2024-01-01T00:02:00+00:00,0.48,0.8093916959030705,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:01+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:02+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:03+00:00,0.23,0.897266801251667,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:04+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:05+00:00,0.28,0.8778918707278627,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:06+00:00,0.46,0.815641822753463,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:07+00:00,0.09,0.9569655926356141,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:08+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:09+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:10+00:00,0.02,0.9900993366533777,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:11+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:12+00:00,0.08,0.9615581731933178,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:13+00:00,0.46,0.815641822753463,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:14+00:00,0.31,0.8667234781121447,HOLD,FLUSH,False,False,False,True
2024-01-01T00:02:15+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:16+00:00,0.43,0.8252545473616583,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:17+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:18+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:19+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:20+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:21+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:22+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:23+00:00,0.21,0.9052921229850935,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:24+00:00,0.43,0.8252545473616583,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:25+00:00,0.4,0.8351600230178197,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:26+00:00,0.49,0.8063131970922081,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:27+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:28+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:29+00:00,0.63,0.7662959005034486,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:30+00:00,0.26,0.8855257929017831,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:31+00:00,0.21,0.9052921229850935,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:32+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:33+00:00,0.27,0.8816897471684266,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:34+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:35+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:36+00:00,0.27,0.8816897471684266,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:37+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:38+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:39+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:40+00:00,1.02,0.6802974700865392,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:41+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:42+00:00,0.7,0.7482926518957047,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:43+00:00,0.18,0.917635105705636,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:44+00:00,0.08,0.9615581731933178,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:45+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:46+00:00,0.08,0.9615581731933178,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:47+00:00,0.2,0.9093653765389909,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:48+00:00,0.11,0.9479170676482641,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:49+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:50+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:51+00:00,0.77,0.7315065341556141,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:52+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:53+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:54+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:55+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:56+00:00,0.71,0.7458220987304826,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:57+00:00,0.42,0.8285234099075284,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:02:58+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:02:59+00:00,0.11,0.9479170676482641,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:00+00:00,0.44,0.8220182105415708,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:01+00:00,1.4,0.6232984819708033,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:02+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:03+00:00,0.19,0.9134795669716811,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:04+00:00,0.11,0.9479170676482641,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:05+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:06+00:00,0.23,0.897266801251667,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:07+00:00,0.5,0.8032653298563167,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:08+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:09+00:00,0.8,0.7246644820586108,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:10+00:00,0.61,0.7716754345372498,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:11+00:00,0.21,0.9052921229850935,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:12+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:13+00:00,0.2,0.9093653765389909,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:14+00:00,0.09,0.9569655926356141,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:15+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:16+00:00,0.19,0.9134795669716811,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:17+00:00,1.78,0.5843190736342978,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:18+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:19+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:20+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:21+00:00,0.61,0.7716754345372498,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:22+00:00,0.97,0.6895415190516994,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:23+00:00,0.18,0.917635105705636,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:24+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:25+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:26+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:27+00:00,0.39,0.8385284372490823,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:28+00:00,0.2,0.9093653765389909,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:29+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:30+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:31+00:00,0.14,0.9346791176994029,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:32+00:00,0.2,0.9093653765389909,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:33+00:00,1.01,0.6821094897857617,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:34+00:00,0.43,0.8252545473616583,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:35+00:00,0.02,0.9900993366533777,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:36+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:37+00:00,0.9,0.7032848298702996,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:38+00:00,0.5,0.8032653298563167,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:39+00:00,0.42,0.8285234099075284,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:40+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:41+00:00,0.12,0.9434602183585787,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:42+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:43+00:00,0.11,0.9479170676482641,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:44+00:00,0.42,0.8285234099075284,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:45+00:00,0.38,0.8419307046061779,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:46+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:47+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:48+00:00,0.21,0.9052921229850935,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:49+00:00,0.18,0.917635105705636,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:50+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:51+00:00,0.23,0.897266801251667,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:52+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:53+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:54+00:00,0.88,0.7073914558407907,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:55+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:56+00:00,0.55,0.7884749051902433,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:03:57+00:00,0.2,0.9093653765389909,HOLD,HOLD,False,False,False,False
2024-01-01T00:03:58+00:00,0.31,0.8667234781121447,HOLD,FLUSH,False,False,False,True
2024-01-01T00:03:59+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:00+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:01+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:02+00:00,1.35,0.6296201303229457,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:03+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:04+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:05+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:06+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:07+00:00,0.22,0.9012593989812392,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:08+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:09+00:00,0.13,0.9390477154602807,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:10+00:00,0.54,0.7913741261869949,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:11+00:00,0.23,0.897266801251667,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:12+00:00,0.19,0.9134795669716811,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:13+00:00,1.04,0.6767273409793901,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:14+00:00,0.49,0.8063131970922081,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:15+00:00,0.4,0.8351600230178197,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:16+00:00,0.01,0.995024916874584,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:17+00:00,0.25,0.8894003915357025,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:18+00:00,0.52,0.7972602739850971,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:19+00:00,0.44,0.8220182105415708,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:20+00:00,0.31,0.8667234781121447,HOLD,FLUSH,False,False,False,True
2024-01-01T00:04:21+00:00,0.44,0.8220182105415708,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:22+00:00,0.15,0.9303539882125289,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:23+00:00,0.48,0.8093916959030705,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:24+00:00,0.04,0.9803947195761615,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:25+00:00,0.33,0.859461866715963,HOLD,FLUSH,False,False,False,True
2024-01-01T00:04:26+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:27+00:00,0.16,0.9260718944831057,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:28+00:00,0.03,0.9852227667742541,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:29+00:00,0.07,0.9661969099529741,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:30+00:00,3.49,0.5152504360856087,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:31+00:00,0.53,0.7943024848391775,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:32+00:00,0.49,0.8063131970922081,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:33+00:00,0.35,0.8523440448593567,HOLD,FLUSH,False,False,False,True
2024-01-01T00:04:34+00:00,0.1,0.9524187090179798,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:35+00:00,0.28,0.8778918707278627,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:36+00:00,0.41,0.8318251250681596,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:37+00:00,0.5,0.8032653298563167,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:38+00:00,0.27,0.8816897471684266,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:39+00:00,0.4,0.8351600230178197,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:40+00:00,0.45,0.8188140758108866,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:41+00:00,0.98,0.6876555494256997,FLUSH,FLUSH,False,False,False,False
2024-01-01T00:04:42+00:00,0.05,0.975614712250357,HOLD,HOLD,False,False,False,False
2024-01-01T00:04:43+00:00,0.34,0.8558851613813048,HOLD,FLUSH,False,False,False,True
2024-01-01T00:04:44+00:00,0.17,0.9218324082981919,HOLD,HOLD,False,False,False,False
