date,city,daily_cardiac_admissions
2015-04-01,London,591
2015-04-02,London,85
2015-04-03,London,492
2015-04-04,London,273
2015-04-05,London,404
2015-04-06,London,309
2015-04-07,London,906
2015-04-08,London,363
2015-04-09,London,150
2015-04-10,London,534
2015-04-11,London,545
2015-04-12,London,430
2015-04-13,London,273
2015-04-14,London,310
2015-04-15,London,276
2015-04-16,London,263
2015-04-17,London,136
2015-04-18,London,409
2015-04-19,London,0
2015-04-20,London,302
2015-04-21,London,343
2015-04-22,London,214
2015-04-23,London,694
2015-04-24,London,368
2015-04-25,London,337
2015-04-26,London,344
2015-04-27,London,472
2015-04-28,London,166
2015-04-29,London,353
2015-04-30,London,830
2015-05-01,London,389
2015-05-02,London,216
2015-05-03,London,374
2015-05-04,London,769
2015-05-05,London,436
2015-05-06,London,323
2015-05-07,London,334
2015-05-08,London,280
2015-05-09,London,457
2015-05-10,London,588
2015-05-11,London,451
2015-05-12,London,328
2015-05-13,London,253
2015-05-14,London,249
2015-05-15,London,2
2015-05-16,London,492
2015-05-17,London,416
2015-05-18,London,457
2015-05-19,London,470
2015-05-20,London,260
2015-05-21,London,184
2015-05-22,London,369
2015-05-23,London,440
2015-05-24,London,345
2015-05-25,London,568
2015-05-26,London,203
2015-05-27,London,384
2015-05-28,London,393
2015-05-29,London,222
2015-05-30,London,247
2015-05-31,London,264
2015-06-01,London,226
2015-06-02,London,391
2015-06-03,London,493
2015-06-04,London,523
2015-06-05,London,593
2015-06-06,London,549
2015-06-07,London,293
2015-06-08,London,303
2015-06-09,London,269
2015-06-10,London,233
2015-06-11,London,432
2015-06-12,London,177
2015-06-13,London,250
2015-06-14,London,254
2015-06-15,London,0
2015-06-16,London,270
2015-06-17,London,189
2015-06-18,London,403
2015-06-19,London,219
2015-06-20,London,271
2015-06-21,London,289
2015-06-22,London,586
2015-06-23,London,177
2015-06-24,London,291
2015-06-25,London,74
2015-06-26,London,395
2015-06-27,London,222
2015-06-28,London,361
2015-06-29,London,336
2015-06-30,London,213
2015-07-01,London,161
2015-07-02,London,250
2015-07-03,London,533
2015-07-04,London,354
2015-07-05,London,202
2015-07-06,London,351
2015-07-07,London,439
2015-07-08,London,129
2015-07-09,London,322
2015-07-10,London,129
2015-07-11,London,172
2015-07-12,London,210
2015-07-13,London,220
2015-07-14,London,227
2015-07-15,London,146
2015-07-16,London,210
2015-07-17,London,261
2015-07-18,London,117
2015-07-19,London,296
2015-07-20,London,208
2015-07-21,London,290
2015-07-22,London,413
2015-07-23,London,355
2015-07-24,London,355
2015-07-25,London,258
2015-07-26,London,245
2015-07-27,London,173
2015-07-28,London,177
2015-07-29,London,262
2015-07-30,London,154
2015-07-31,London,182
2015-08-01,London,255
2015-08-02,London,193
2015-08-03,London,296
2015-08-04,London,363
2015-08-05,London,164
2015-08-06,London,236
2015-08-07,London,249
2015-08-08,London,235
2015-08-09,London,218
2015-08-10,London,181
2015-08-11,London,259
2015-08-12,London,159
2015-08-13,London,209
2015-08-14,London,163
2015-08-15,London,162
2015-08-16,London,369
2015-08-17,London,202
2015-08-18,London,113
2015-08-19,London,210
2015-08-20,London,239
2015-08-21,London,196
2015-08-22,London,195
2015-08-23,London,180
2015-08-24,London,185
2015-08-25,London,196
2015-08-26,London,244
2015-08-27,London,137
2015-08-28,London,165
2015-08-29,London,291
2015-08-30,London,222
2015-08-31,London,201
2015-09-01,London,175
2015-09-02,London,188
2015-09-03,London,192
2015-09-04,London,244
2015-09-05,London,165
2015-09-06,London,185
2015-09-07,London,120
2015-09-08,London,150
2015-09-09,London,202
2015-09-10,London,177
2015-09-11,London,213
2015-09-12,London,140
2015-09-13,London,131
2015-09-14,London,191
2015-09-15,London,90
2015-09-16,London,292
2015-09-17,London,113
2015-09-18,London,205
2015-09-19,London,182
2015-09-20,London,112
2015-09-21,London,209
2015-09-22,London,192
2015-09-23,London,85
2015-09-24,London,158
2015-09-25,London,178
2015-09-26,London,145
2015-09-27,London,179
2015-09-28,London,210
2015-09-29,London,166
2015-09-30,London,226
2015-10-01,London,186
2015-10-02,London,216
2015-10-03,London,197
2015-10-04,London,156
2015-10-05,London,141
2015-10-06,London,134
2015-10-07,London,173
2015-10-08,London,369
2015-10-09,London,168
2015-10-10,London,224
2015-10-11,London,200
2015-10-12,London,176
2015-10-13,London,198
2015-10-14,London,144
2015-10-15,London,150
2015-10-16,London,147
2015-10-17,London,192
2015-10-18,London,203
2015-10-19,London,226
2015-10-20,London,205
2015-10-21,London,152
2015-10-22,London,196
2015-10-23,London,173
2015-10-24,London,234
2015-10-25,London,214
2015-10-26,London,215
2015-10-27,London,146
2015-10-28,London,177
2015-10-29,London,190
2015-10-30,London,202
2015-10-31,London,177
2015-11-01,London,267
2015-11-02,London,250
2015-11-03,London,218
2015-11-04,London,206
2015-11-05,London,283
2015-11-06,London,201
2015-11-07,London,149
2015-11-08,London,105
2015-11-09,London,300
2015-11-10,London,168
2015-11-11,London,153
2015-11-12,London,9
2015-11-13,London,10
2015-11-14,London,173
2015-11-15,London,232
2015-11-16,London,162
2015-11-17,London,212
2015-11-18,London,217
2015-11-19,London,180
2015-11-20,London,209
2015-11-21,London,214
2015-11-22,London,129
2015-11-23,London,204
2015-11-24,London,245
2015-11-25,London,191
2015-11-26,London,170
2015-11-27,London,0
2015-11-28,London,190
2015-11-29,London,196
2015-11-30,London,142
2015-12-01,London,232
2015-12-02,London,122
2015-12-03,London,139
2015-12-04,London,0
2015-12-05,London,184
2015-12-06,London,222
2015-12-07,London,203
2015-12-08,London,188
2015-12-09,London,212
2015-12-10,London,335
2015-12-11,London,257
2015-12-12,London,142
2015-12-13,London,161
2015-12-14,London,244
2015-12-15,London,39
2015-12-16,London,182
2015-12-17,London,211
2015-12-18,London,129
2015-12-19,London,210
2015-12-20,London,195
2015-12-21,London,104
2015-12-22,London,111
2015-12-23,London,232
2015-12-24,London,165
2015-12-25,London,232
2015-12-26,London,0
2015-12-27,London,469
2015-12-28,London,251
2015-12-29,London,510
2015-12-30,London,22
2015-12-31,London,186
2016-01-01,London,279
2016-01-02,London,241
2016-01-03,London,287
2016-01-04,London,189
2016-01-05,London,159
2016-01-06,London,297
2016-01-07,London,173
2016-01-08,London,434
2016-01-09,London,104
2016-01-10,London,342
2016-01-11,London,377
2016-01-12,London,53
2016-01-13,London,348
2016-01-14,London,23
2016-01-15,London,137
2016-01-16,London,280
2016-01-17,London,48
2016-01-18,London,343
2016-01-19,London,231
2016-01-20,London,150
2016-01-21,London,518
2016-01-22,London,278
2016-01-23,London,301
2016-01-24,London,258
2016-01-25,London,88
2016-01-26,London,583
2016-01-27,London,282
2016-01-28,London,216
2016-01-29,London,243
2016-01-30,London,25
2016-01-31,London,549
2016-02-01,London,294
2016-02-02,London,91
2016-02-03,London,179
2016-02-04,London,402
2016-02-05,London,159
2016-02-06,London,376
2016-02-07,London,235
2016-02-08,London,379
2016-02-09,London,293
2016-02-10,London,176
2016-02-11,London,258
2016-02-12,London,173
2016-02-13,London,587
2016-02-14,London,0
2016-02-15,London,649
2016-02-16,London,310
2016-02-17,London,323
2016-02-18,London,392
2016-02-19,London,327
2016-02-20,London,273
2016-02-21,London,189
2016-02-22,London,551
2016-02-23,London,357
2016-02-24,London,475
2016-02-25,London,475
2016-02-26,London,342
2016-02-27,London,135
2016-02-28,London,375
2016-02-29,London,150
2016-03-01,London,54
2016-03-02,London,197
2016-03-03,London,262
2016-03-04,London,47
2016-03-05,London,341
2016-03-06,London,359
2016-03-07,London,565
2016-03-08,London,404
2016-03-09,London,344
2016-03-10,London,0
2016-03-11,London,228
2016-03-12,London,460
2016-03-13,London,233
2016-03-14,London,338
2016-03-15,London,313
2016-03-16,London,547
2016-03-17,London,502
2016-03-18,London,277
2016-03-19,London,372
2016-03-20,London,188
2016-03-21,London,80
2016-03-22,London,266
2016-03-23,London,156
2016-03-24,London,197
2016-03-25,London,329
2016-03-26,London,490
2016-03-27,London,499
2016-03-28,London,355
2016-03-29,London,143
2016-03-30,London,581
2016-03-31,London,196
2016-04-01,London,520
2016-04-02,London,407
2016-04-03,London,538
2016-04-04,London,388
2016-04-05,London,566
2016-04-06,London,80
2016-04-07,London,620
2016-04-08,London,899
2016-04-09,London,340
2016-04-10,London,368
2016-04-11,London,499
2016-04-12,London,335
2016-04-13,London,386
2016-04-14,London,669
2016-04-15,London,367
2016-04-16,London,160
2016-04-17,London,470
2016-04-18,London,461
2016-04-19,London,212
2016-04-20,London,300
2016-04-21,London,256
2016-04-22,London,159
2016-04-23,London,272
2016-04-24,London,724
2016-04-25,London,449
2016-04-26,London,748
2016-04-27,London,440
2016-04-28,London,591
2016-04-29,London,373
2016-04-30,London,206
2016-05-01,London,495
2016-05-02,London,388
2016-05-03,London,301
2016-05-04,London,302
2016-05-05,London,301
2016-05-06,London,137
2016-05-07,London,499
2016-05-08,London,553
2016-05-09,London,113
2016-05-10,London,553
2016-05-11,London,759
2016-05-12,London,0
2016-05-13,London,279
2016-05-14,London,200
2016-05-15,London,394
2016-05-16,London,201
2016-05-17,London,457
2016-05-18,London,359
2016-05-19,London,533
2016-05-20,London,146
2016-05-21,London,356
2016-05-22,London,358
2016-05-23,London,377
2016-05-24,London,244
2016-05-25,London,390
2016-05-26,London,403
2016-05-27,London,314
2016-05-28,London,754
2016-05-29,London,163
2016-05-30,London,142
2016-05-31,London,655
2016-06-01,London,281
2016-06-02,London,453
2016-06-03,London,367
2016-06-04,London,387
2016-06-05,London,312
2016-06-06,London,219
2016-06-07,London,481
2016-06-08,London,90
2016-06-09,London,200
2016-06-10,London,343
2016-06-11,London,346
2016-06-12,London,282
2016-06-13,London,146
2016-06-14,London,254
2016-06-15,London,484
2016-06-16,London,117
2016-06-17,London,144
2016-06-18,London,346
2016-06-19,London,368
2016-06-20,London,486
2016-06-21,London,114
2016-06-22,London,178
2016-06-23,London,305
2016-06-24,London,450
2016-06-25,London,193
2016-06-26,London,415
2016-06-27,London,303
2016-06-28,London,443
2016-06-29,London,159
2016-06-30,London,263
2016-07-01,London,413
2016-07-02,London,202
2016-07-03,London,281
2016-07-04,London,198
2016-07-05,London,322
2016-07-06,London,190
2016-07-07,London,160
2016-07-08,London,397
2016-07-09,London,457
2016-07-10,London,321
2016-07-11,London,354
2016-07-12,London,143
2016-07-13,London,168
2016-07-14,London,206
2016-07-15,London,181
2016-07-16,London,310
2016-07-17,London,339
2016-07-18,London,252
2016-07-19,London,240
2016-07-20,London,254
2016-07-21,London,176
2016-07-22,London,138
2016-07-23,London,220
2016-07-24,London,219
2016-07-25,London,248
2016-07-26,London,183
2016-07-27,London,159
2016-07-28,London,215
2016-07-29,London,191
2016-07-30,London,163
2016-07-31,London,93
2016-08-01,London,58
2016-08-02,London,249
2016-08-03,London,189
2016-08-04,London,239
2016-08-05,London,100
2016-08-06,London,327
2016-08-07,London,240
2016-08-08,London,225
2016-08-09,London,206
2016-08-10,London,230
2016-08-11,London,0
2016-08-12,London,90
2016-08-13,London,198
2016-08-14,London,132
2016-08-15,London,113
2016-08-16,London,159
2016-08-17,London,340
2016-08-18,London,114
2016-08-19,London,165
2016-08-20,London,134
2016-08-21,London,417
2016-08-22,London,215
2016-08-23,London,209
2016-08-24,London,158
2016-08-25,London,349
2016-08-26,London,283
2016-08-27,London,192
2016-08-28,London,170
2016-08-29,London,233
2016-08-30,London,180
2016-08-31,London,228
2016-09-01,London,167
2016-09-02,London,210
2016-09-03,London,241
2016-09-04,London,254
2016-09-05,London,6
2016-09-06,London,280
2016-09-07,London,284
2016-09-08,London,224
2016-09-09,London,277
2016-09-10,London,213
2016-09-11,London,123
2016-09-12,London,190
2016-09-13,London,289
2016-09-14,London,193
2016-09-15,London,216
2016-09-16,London,224
2016-09-17,London,78
2016-09-18,London,192
2016-09-19,London,212
2016-09-20,London,211
2016-09-21,London,83
2016-09-22,London,168
2016-09-23,London,206
2016-09-24,London,193
2016-09-25,London,304
2016-09-26,London,186
2016-09-27,London,177
2016-09-28,London,89
2016-09-29,London,177
2016-09-30,London,249
2016-10-01,London,169
2016-10-02,London,139
2016-10-03,London,188
2016-10-04,London,142
2016-10-05,London,178
2016-10-06,London,167
2016-10-07,London,200
2016-10-08,London,195
2016-10-09,London,220
2016-10-10,London,198
2016-10-11,London,118
2016-10-12,London,202
2016-10-13,London,210
2016-10-14,London,153
2016-10-15,London,173
2016-10-16,London,198
2016-10-17,London,289
2016-10-18,London,195
2016-10-19,London,0
2016-10-20,London,284
2016-10-21,London,151
2016-10-22,London,70
2016-10-23,London,152
2016-10-24,London,170
2016-10-25,London,183
2016-10-26,London,112
2016-10-27,London,219
2016-10-28,London,204
2016-10-29,London,200
2016-10-30,London,77
2016-10-31,London,188
2016-11-01,London,214
2016-11-02,London,103
2016-11-03,London,351
2016-11-04,London,139
2016-11-05,London,103
2016-11-06,London,98
2016-11-07,London,170
2016-11-08,London,246
2016-11-09,London,179
2016-11-10,London,198
2016-11-11,London,179
2016-11-12,London,185
2016-11-13,London,235
2016-11-14,London,184
2016-11-15,London,145
2016-11-16,London,295
2016-11-17,London,233
2016-11-18,London,217
2016-11-19,London,147
2016-11-20,London,293
2016-11-21,London,209
2016-11-22,London,273
2016-11-23,London,123
2016-11-24,London,181
2016-11-25,London,174
2016-11-26,London,144
2016-11-27,London,114
2016-11-28,London,142
2016-11-29,London,207
2016-11-30,London,209
2016-12-01,London,258
2016-12-02,London,277
2016-12-03,London,77
2016-12-04,London,130
2016-12-05,London,202
2016-12-06,London,205
2016-12-07,London,98
2016-12-08,London,331
2016-12-09,London,190
2016-12-10,London,359
2016-12-11,London,463
2016-12-12,London,394
2016-12-13,London,181
2016-12-14,London,62
2016-12-15,London,173
2016-12-16,London,209
2016-12-17,London,21
2016-12-18,London,282
2016-12-19,London,183
2016-12-20,London,150
2016-12-21,London,258
2016-12-22,London,90
2016-12-23,London,290
2016-12-24,London,266
2016-12-25,London,145
2016-12-26,London,224
2016-12-27,London,278
2016-12-28,London,219
2016-12-29,London,254
2016-12-30,London,134
2016-12-31,London,68
2017-01-01,London,0
2017-01-02,London,294
2017-01-03,London,286
2017-01-04,London,154
2017-01-05,London,310
2017-01-06,London,343
2017-01-07,London,193
2017-01-08,London,76
2017-01-09,London,308
2017-01-10,London,246
2017-01-11,London,73
2017-01-12,London,416
2017-01-13,London,427
2017-01-14,London,260
2017-01-15,London,433
2017-01-16,London,62
2017-01-17,London,356
2017-01-18,London,292
2017-01-19,London,15
2017-01-20,London,353
2017-01-21,London,308
2017-01-22,London,225
2017-01-23,London,392
2017-01-24,London,140
2017-01-25,London,481
2017-01-26,London,467
2017-01-27,London,362
2017-01-28,London,214
2017-01-29,London,245
2017-01-30,London,50
2017-01-31,London,120
2017-02-01,London,0
2017-02-02,London,358
2017-02-03,London,35
2017-02-04,London,291
2017-02-05,London,346
2017-02-06,London,444
2017-02-07,London,486
2017-02-08,London,150
2017-02-09,London,318
2017-02-10,London,488
2017-02-11,London,0
2017-02-12,London,445
2017-02-13,London,100
2017-02-14,London,126
2017-02-15,London,459
2017-02-16,London,395
2017-02-17,London,369
2017-02-18,London,485
2017-02-19,London,38
2017-02-20,London,393
2017-02-21,London,291
2017-02-22,London,241
2017-02-23,London,745
2017-02-24,London,140
2017-02-25,London,385
2017-02-26,London,297
2017-02-27,London,401
2017-02-28,London,119
2017-03-01,London,547
2017-03-02,London,457
2017-03-03,London,143
2017-03-04,London,181
2017-03-05,London,961
2017-03-06,London,279
2017-03-07,London,269
2017-03-08,London,121
2017-03-09,London,116
2017-03-10,London,0
2017-03-11,London,224
2017-03-12,London,253
2017-03-13,London,464
2017-03-14,London,305
2017-03-15,London,295
2017-03-16,London,106
2017-03-17,London,338
2017-03-18,London,526
2017-03-19,London,236
2017-03-20,London,339
2017-03-21,London,213
2017-03-22,London,447
2017-03-23,London,269
2017-03-24,London,532
2017-03-25,London,383
2017-03-26,London,705
2017-03-27,London,357
2017-03-28,London,140
2017-03-29,London,249
2017-03-30,London,348
2017-03-31,London,0
2017-04-01,London,641
2017-04-02,London,430
2017-04-03,London,466
2017-04-04,London,473
2017-04-05,London,258
2017-04-06,London,251
2017-04-07,London,301
2017-04-08,London,322
2017-04-09,London,602
2017-04-10,London,368
2017-04-11,London,414
2017-04-12,London,496
2017-04-13,London,81
2017-04-14,London,360
2017-04-15,London,482
2017-04-16,London,317
2017-04-17,London,609
2017-04-18,London,587
2017-04-19,London,431
2017-04-20,London,33
2017-04-21,London,546
2017-04-22,London,153
2017-04-23,London,152
2017-04-24,London,592
2017-04-25,London,384
2017-04-26,London,718
2017-04-27,London,575
2017-04-28,London,270
2017-04-29,London,271
2017-04-30,London,350
2017-05-01,London,248
2017-05-02,London,172
2017-05-03,London,303
2017-05-04,London,522
2017-05-05,London,372
2017-05-06,London,416
2017-05-07,London,457
2017-05-08,London,78
2017-05-09,London,475
2017-05-10,London,197
2017-05-11,London,0
2017-05-12,London,308
2017-05-13,London,579
2017-05-14,London,386
2017-05-15,London,434
2017-05-16,London,348
2017-05-17,London,400
2017-05-18,London,36
2017-05-19,London,509
2017-05-20,London,211
2017-05-21,London,514
2017-05-22,London,118
2017-05-23,London,203
2017-05-24,London,291
2017-05-25,London,409
2017-05-26,London,238
2017-05-27,London,325
2017-05-28,London,489
2017-05-29,London,541
2017-05-30,London,376
2017-05-31,London,442
2017-06-01,London,260
2017-06-02,London,241
2017-06-03,London,291
2017-06-04,London,469
2017-06-05,London,664
2017-06-06,London,345
2017-06-07,London,392
2017-06-08,London,513
2017-06-09,London,229
2017-06-10,London,190
2017-06-11,London,312
2017-06-12,London,374
2017-06-13,London,316
2017-06-14,London,497
2017-06-15,London,300
2017-06-16,London,344
2017-06-17,London,73
2017-06-18,London,77
2017-06-19,London,327
2017-06-20,London,401
2017-06-21,London,51
2017-06-22,London,312
2017-06-23,London,416
2017-06-24,London,143
2017-06-25,London,182
2017-06-26,London,276
2017-06-27,London,276
2017-06-28,London,266
2017-06-29,London,509
2017-06-30,London,321
2017-07-01,London,186
2017-07-02,London,398
2017-07-03,London,195
2017-07-04,London,53
2017-07-05,London,289
2017-07-06,London,127
2017-07-07,London,240
2017-07-08,London,412
2017-07-09,London,270
2017-07-10,London,453
2017-07-11,London,178
2017-07-12,London,232
2017-07-13,London,261
2017-07-14,London,151
2017-07-15,London,150
2017-07-16,London,158
2017-07-17,London,340
2017-07-18,London,208
2017-07-19,London,514
2017-07-20,London,228
2017-07-21,London,192
2017-07-22,London,301
2017-07-23,London,0
2017-07-24,London,212
2017-07-25,London,248
2017-07-26,London,286
2017-07-27,London,167
2017-07-28,London,149
2017-07-29,London,197
2017-07-30,London,59
2017-07-31,London,269
2017-08-01,London,268
2017-08-02,London,306
2017-08-03,London,385
2017-08-04,London,259
2017-08-05,London,149
2017-08-06,London,279
2017-08-07,London,215
2017-08-08,London,178
2017-08-09,London,155
2017-08-10,London,185
2017-08-11,London,148
2017-08-12,London,147
2017-08-13,London,182
2017-08-14,London,228
2017-08-15,London,252
2017-08-16,London,204
2017-08-17,London,45
2017-08-18,London,209
2017-08-19,London,151
2017-08-20,London,190
2017-08-21,London,202
2017-08-22,London,170
2017-08-23,London,412
2017-08-24,London,229
2017-08-25,London,198
2017-08-26,London,212
2017-08-27,London,90
2017-08-28,London,203
2017-08-29,London,198
2017-08-30,London,324
2017-08-31,London,200
2017-09-01,London,187
2017-09-02,London,248
2017-09-03,London,211
2017-09-04,London,283
2017-09-05,London,196
2017-09-06,London,0
2017-09-07,London,125
2017-09-08,London,334
2017-09-09,London,212
2017-09-10,London,190
2017-09-11,London,164
2017-09-12,London,203
2017-09-13,London,158
2017-09-14,London,233
2017-09-15,London,200
2017-09-16,London,250
2017-09-17,London,151
2017-09-18,London,176
2017-09-19,London,284
2017-09-20,London,171
2017-09-21,London,129
2017-09-22,London,54
2017-09-23,London,197
2017-09-24,London,182
2017-09-25,London,258
2017-09-26,London,195
2017-09-27,London,199
2017-09-28,London,184
2017-09-29,London,287
2017-09-30,London,227
2017-10-01,London,187
2017-10-02,London,214
2017-10-03,London,219
2017-10-04,London,314
2017-10-05,London,181
2017-10-06,London,202
2017-10-07,London,151
2017-10-08,London,225
2017-10-09,London,85
2017-10-10,London,92
2017-10-11,London,96
2017-10-12,London,279
2017-10-13,London,233
2017-10-14,London,197
2017-10-15,London,182
2017-10-16,London,222
2017-10-17,London,67
2017-10-18,London,175
2017-10-19,London,202
2017-10-20,London,161
2017-10-21,London,125
2017-10-22,London,188
2017-10-23,London,115
2017-10-24,London,217
2017-10-25,London,203
2017-10-26,London,181
2017-10-27,London,219
2017-10-28,London,183
2017-10-29,London,247
2017-10-30,London,323
2017-10-31,London,303
2017-11-01,London,219
2017-11-02,London,186
2017-11-03,London,139
2017-11-04,London,191
2017-11-05,London,202
2017-11-06,London,155
2017-11-07,London,343
2017-11-08,London,283
2017-11-09,London,255
2017-11-10,London,193
2017-11-11,London,186
2017-11-12,London,163
2017-11-13,London,122
2017-11-14,London,72
2017-11-15,London,160
2017-11-16,London,89
2017-11-17,London,211
2017-11-18,London,165
2017-11-19,London,127
2017-11-20,London,186
2017-11-21,London,164
2017-11-22,London,179
2017-11-23,London,225
2017-11-24,London,118
2017-11-25,London,187
2017-11-26,London,193
2017-11-27,London,118
2017-11-28,London,116
2017-11-29,London,276
2017-11-30,London,183
2017-12-01,London,118
2017-12-02,London,115
2017-12-03,London,263
2017-12-04,London,130
2017-12-05,London,166
2017-12-06,London,215
2017-12-07,London,140
2017-12-08,London,264
2017-12-09,London,229
2017-12-10,London,302
2017-12-11,London,293
2017-12-12,London,319
2017-12-13,London,420
2017-12-14,London,199
2017-12-15,London,245
2017-12-16,London,134
2017-12-17,London,187
2017-12-18,London,315
2017-12-19,London,210
2017-12-20,London,155
2017-12-21,London,304
2017-12-22,London,204
2017-12-23,London,174
2017-12-24,London,189
2017-12-25,London,300
2017-12-26,London,164
2017-12-27,London,467
2017-12-28,London,238
2017-12-29,London,130
2017-12-30,London,399
2017-12-31,London,211
2018-01-01,London,285
2018-01-02,London,0
2018-01-03,London,136
2018-01-04,London,0
2018-01-05,London,138
2018-01-06,London,271
2018-01-07,London,141
2018-01-08,London,116
2018-01-09,London,358
2018-01-10,London,267
2018-01-11,London,213
2018-01-12,London,174
2018-01-13,London,307
2018-01-14,London,325
2018-01-15,London,17
2018-01-16,London,237
2018-01-17,London,349
2018-01-18,London,266
2018-01-19,London,151
2018-01-20,London,92
2018-01-21,London,356
2018-01-22,London,377
2018-01-23,London,204
2018-01-24,London,309
2018-01-25,London,169
2018-01-26,London,557
2018-01-27,London,452
2018-01-28,London,453
2018-01-29,London,223
2018-01-30,London,236
2018-01-31,London,284
2018-02-01,London,127
2018-02-02,London,0
2018-02-03,London,444
2018-02-04,London,159
2018-02-05,London,244
2018-02-06,London,315
2018-02-07,London,0
2018-02-08,London,666
2018-02-09,London,279
2018-02-10,London,581
2018-02-11,London,534
2018-02-12,London,144
2018-02-13,London,30
2018-02-14,London,689
2018-02-15,London,58
2018-02-16,London,563
2018-02-17,London,138
2018-02-18,London,355
2018-02-19,London,500
2018-02-20,London,487
2018-02-21,London,527
2018-02-22,London,142
2018-02-23,London,523
2018-02-24,London,346
2018-02-25,London,120
2018-02-26,London,389
2018-02-27,London,319
2018-02-28,London,280
2018-03-01,London,173
2018-03-02,London,296
2018-03-03,London,381
2018-03-04,London,281
2018-03-05,London,320
2018-03-06,London,318
2018-03-07,London,172
2018-03-08,London,195
2018-03-09,London,509
2018-03-10,London,403
2018-03-11,London,56
2018-03-12,London,379
2018-03-13,London,115
2018-03-14,London,123
2018-03-15,London,285
2018-03-16,London,338
2018-03-17,London,94
2018-03-18,London,349
2018-03-19,London,513
2018-03-20,London,288
2018-03-21,London,597
2018-03-22,London,101
2018-03-23,London,473
2018-03-24,London,556
2018-03-25,London,331
2018-03-26,London,428
2018-03-27,London,580
2018-03-28,London,454
2018-03-29,London,460
2018-03-30,London,272
2018-03-31,London,390
2018-04-01,London,393
2018-04-02,London,415
2018-04-03,London,460
2018-04-04,London,187
2018-04-05,London,356
2018-04-06,London,706
2018-04-07,London,53
2018-04-08,London,622
2018-04-09,London,406
2018-04-10,London,328
2018-04-11,London,452
2018-04-12,London,563
2018-04-13,London,248
2018-04-14,London,319
2018-04-15,London,303
2018-04-16,London,123
2018-04-17,London,322
2018-04-18,London,163
2018-04-19,London,234
2018-04-20,London,593
2018-04-21,London,124
2018-04-22,London,570
2018-04-23,London,18
2018-04-24,London,672
2018-04-25,London,309
2018-04-26,London,51
2018-04-27,London,102
2018-04-28,London,389
2018-04-29,London,318
2018-04-30,London,505
2018-05-01,London,913
2018-05-02,London,377
2018-05-03,London,203
2018-05-04,London,285
2018-05-05,London,141
2018-05-06,London,386
2018-05-07,London,353
2018-05-08,London,569
2018-05-09,London,631
2018-05-10,London,801
2018-05-11,London,377
2018-05-12,London,358
2018-05-13,London,433
2018-05-14,London,504
2018-05-15,London,147
2018-05-16,London,429
2018-05-17,London,210
2018-05-18,London,463
2018-05-19,London,405
2018-05-20,London,479
2018-05-21,London,231
2018-05-22,London,247
2018-05-23,London,465
2018-05-24,London,417
2018-05-25,London,172
2018-05-26,London,151
2018-05-27,London,154
2018-05-28,London,32
2018-05-29,London,235
2018-05-30,London,357
2018-05-31,London,420
2018-06-01,London,262
2018-06-02,London,320
2018-06-03,London,195
2018-06-04,London,357
2018-06-05,London,606
2018-06-06,London,351
2018-06-07,London,264
2018-06-08,London,356
2018-06-09,London,345
2018-06-10,London,255
2018-06-11,London,314
2018-06-12,London,213
2018-06-13,London,429
2018-06-14,London,192
2018-06-15,London,268
2018-06-16,London,346
2018-06-17,London,199
2018-06-18,London,227
2018-06-19,London,282
2018-06-20,London,213
2018-06-21,London,546
2018-06-22,London,336
