date,city,daily_cardiac_admissions
2015-07-04,Mumbai,34
2015-07-05,Mumbai,17
2015-07-06,Mumbai,120
2015-07-07,Mumbai,0
2015-07-08,Mumbai,29
2015-07-09,Mumbai,64
2015-07-10,Mumbai,85
2015-07-11,Mumbai,147
2015-07-12,Mumbai,131
2015-07-13,Mumbai,87
2015-07-14,Mumbai,47
2015-07-15,Mumbai,112
2015-07-16,Mumbai,153
2015-07-17,Mumbai,130
2015-07-18,Mumbai,224
2015-07-19,Mumbai,197
2015-07-20,Mumbai,128
2015-07-21,Mumbai,6
2015-07-22,Mumbai,209
2015-07-23,Mumbai,83
2015-07-24,Mumbai,237
2015-07-25,Mumbai,211
2015-07-26,Mumbai,88
2015-07-27,Mumbai,119
2015-07-28,Mumbai,143
2015-07-29,Mumbai,50
2015-07-30,Mumbai,149
2015-07-31,Mumbai,150
2015-08-01,Mumbai,73
2015-08-02,Mumbai,66
2015-08-03,Mumbai,189
2015-08-04,Mumbai,134
2015-08-05,Mumbai,152
2015-08-06,Mumbai,0
2015-08-07,Mumbai,239
2015-08-08,Mumbai,92
2015-08-09,Mumbai,135
2015-08-10,Mumbai,175
2015-08-11,Mumbai,0
2015-08-12,Mumbai,10
2015-08-13,Mumbai,85
2015-08-14,Mumbai,37
2015-08-15,Mumbai,0
2015-08-16,Mumbai,120
2015-08-17,Mumbai,24
2015-08-18,Mumbai,85
2015-08-19,Mumbai,141
2015-08-20,Mumbai,155
2015-08-21,Mumbai,41
2015-08-22,Mumbai,54
2015-08-23,Mumbai,155
2015-08-24,Mumbai,51
2015-08-25,Mumbai,121
2015-08-26,Mumbai,15
2015-08-27,Mumbai,58
2015-08-28,Mumbai,283
2015-08-29,Mumbai,51
2015-08-30,Mumbai,13
2015-08-31,Mumbai,43
2015-09-01,Mumbai,95
2015-09-02,Mumbai,59
2015-09-03,Mumbai,108
2015-09-04,Mumbai,102
2015-09-05,Mumbai,89
2015-09-06,Mumbai,86
2015-09-07,Mumbai,50
2015-09-08,Mumbai,102
2015-09-09,Mumbai,83
2015-09-10,Mumbai,107
2015-09-11,Mumbai,187
2015-09-12,Mumbai,0
2015-09-13,Mumbai,159
2015-09-14,Mumbai,44
2015-09-15,Mumbai,37
2015-09-16,Mumbai,121
2015-09-17,Mumbai,78
2015-09-18,Mumbai,6
2015-09-19,Mumbai,94
2015-09-20,Mumbai,34
2015-09-21,Mumbai,79
2015-09-22,Mumbai,90
2015-09-23,Mumbai,53
2015-09-24,Mumbai,43
2015-09-25,Mumbai,33
2015-09-26,Mumbai,64
2015-09-27,Mumbai,1
2015-09-28,Mumbai,88
2015-09-29,Mumbai,134
2015-09-30,Mumbai,212
2015-10-01,Mumbai,97
2015-10-02,Mumbai,38
2015-10-03,Mumbai,53
2015-10-04,Mumbai,68
2015-10-05,Mumbai,0
2015-10-06,Mumbai,110
2015-10-07,Mumbai,68
2015-10-08,Mumbai,34
2015-10-09,Mumbai,116
2015-10-10,Mumbai,54
2015-10-11,Mumbai,40
2015-10-12,Mumbai,110
2015-10-13,Mumbai,128
2015-10-14,Mumbai,48
2015-10-15,Mumbai,51
2015-10-16,Mumbai,151
2015-10-17,Mumbai,52
2015-10-18,Mumbai,39
2015-10-19,Mumbai,109
2015-10-20,Mumbai,222
2015-10-21,Mumbai,56
2015-10-22,Mumbai,61
2015-10-23,Mumbai,136
2015-10-24,Mumbai,102
2015-10-25,Mumbai,151
2015-10-26,Mumbai,143
2015-10-27,Mumbai,0
2015-10-28,Mumbai,0
2015-10-29,Mumbai,47
2015-10-30,Mumbai,11
2015-10-31,Mumbai,0
2015-11-01,Mumbai,140
2015-11-02,Mumbai,200
2015-11-03,Mumbai,99
2015-11-04,Mumbai,103
2015-11-05,Mumbai,91
2015-11-06,Mumbai,49
2015-11-07,Mumbai,45
2015-11-08,Mumbai,34
2015-11-09,Mumbai,26
2015-11-10,Mumbai,140
2015-11-11,Mumbai,0
2015-11-12,Mumbai,144
2015-11-13,Mumbai,89
2015-11-14,Mumbai,29
2015-11-15,Mumbai,55
2015-11-16,Mumbai,103
2015-11-17,Mumbai,3
2015-11-18,Mumbai,72
2015-11-19,Mumbai,57
2015-11-20,Mumbai,166
2015-11-21,Mumbai,70
2015-11-22,Mumbai,79
2015-11-23,Mumbai,90
2015-11-24,Mumbai,136
2015-11-25,Mumbai,110
2015-11-26,Mumbai,158
2015-11-27,Mumbai,32
2015-11-28,Mumbai,7
2015-11-29,Mumbai,15
2015-11-30,Mumbai,33
2015-12-01,Mumbai,167
2015-12-02,Mumbai,98
2015-12-03,Mumbai,100
2015-12-04,Mumbai,153
2015-12-05,Mumbai,152
2015-12-06,Mumbai,127
2015-12-07,Mumbai,109
2015-12-08,Mumbai,0
2015-12-09,Mumbai,236
2015-12-10,Mumbai,81
2015-12-11,Mumbai,85
2015-12-12,Mumbai,67
2015-12-13,Mumbai,19
2015-12-14,Mumbai,141
2015-12-15,Mumbai,126
2015-12-16,Mumbai,52
2015-12-17,Mumbai,123
2015-12-18,Mumbai,0
2015-12-19,Mumbai,152
2015-12-20,Mumbai,0
2015-12-21,Mumbai,149
2015-12-22,Mumbai,0
2015-12-23,Mumbai,68
2015-12-24,Mumbai,0
2015-12-25,Mumbai,90
2015-12-26,Mumbai,118
2015-12-27,Mumbai,130
2015-12-28,Mumbai,106
2015-12-29,Mumbai,163
2015-12-30,Mumbai,209
2015-12-31,Mumbai,28
2016-01-01,Mumbai,92
2016-01-02,Mumbai,59
2016-01-03,Mumbai,8
2016-01-04,Mumbai,78
2016-01-05,Mumbai,128
2016-01-06,Mumbai,42
2016-01-07,Mumbai,178
2016-01-08,Mumbai,58
2016-01-09,Mumbai,199
2016-01-10,Mumbai,224
2016-01-11,Mumbai,124
2016-01-12,Mumbai,140
2016-01-13,Mumbai,41
2016-01-14,Mumbai,130
2016-01-15,Mumbai,0
2016-01-16,Mumbai,0
2016-01-17,Mumbai,0
2016-01-18,Mumbai,63
2016-01-19,Mumbai,59
2016-01-20,Mumbai,166
2016-01-21,Mumbai,192
2016-01-22,Mumbai,174
2016-01-23,Mumbai,82
2016-01-24,Mumbai,26
2016-01-25,Mumbai,147
2016-01-26,Mumbai,117
2016-01-27,Mumbai,8
2016-01-28,Mumbai,125
2016-01-29,Mumbai,84
2016-01-30,Mumbai,171
2016-01-31,Mumbai,285
2016-02-01,Mumbai,193
2016-02-02,Mumbai,191
2016-02-03,Mumbai,87
2016-02-04,Mumbai,106
2016-02-05,Mumbai,133
2016-02-06,Mumbai,69
2016-02-07,Mumbai,233
2016-02-08,Mumbai,124
2016-02-09,Mumbai,165
2016-02-10,Mumbai,106
2016-02-11,Mumbai,336
2016-02-12,Mumbai,100
2016-02-13,Mumbai,119
2016-02-14,Mumbai,217
2016-02-15,Mumbai,149
2016-02-16,Mumbai,276
2016-02-17,Mumbai,198
2016-02-18,Mumbai,181
2016-02-19,Mumbai,0
2016-02-20,Mumbai,0
2016-02-21,Mumbai,115
2016-02-22,Mumbai,11
2016-02-23,Mumbai,0
2016-02-24,Mumbai,278
2016-02-25,Mumbai,113
2016-02-26,Mumbai,151
2016-02-27,Mumbai,91
2016-02-28,Mumbai,253
2016-02-29,Mumbai,0
2016-03-01,Mumbai,265
2016-03-02,Mumbai,0
2016-03-03,Mumbai,205
2016-03-04,Mumbai,154
2016-03-05,Mumbai,0
2016-03-06,Mumbai,229
2016-03-07,Mumbai,58
2016-03-08,Mumbai,164
2016-03-09,Mumbai,187
2016-03-10,Mumbai,142
2016-03-11,Mumbai,248
2016-03-12,Mumbai,97
2016-03-13,Mumbai,326
2016-03-14,Mumbai,125
2016-03-15,Mumbai,50
2016-03-16,Mumbai,44
2016-03-17,Mumbai,206
2016-03-18,Mumbai,78
2016-03-19,Mumbai,144
2016-03-20,Mumbai,0
2016-03-21,Mumbai,99
2016-03-22,Mumbai,234
2016-03-23,Mumbai,245
2016-03-24,Mumbai,125
2016-03-25,Mumbai,190
2016-03-26,Mumbai,71
2016-03-27,Mumbai,116
2016-03-28,Mumbai,77
2016-03-29,Mumbai,237
2016-03-30,Mumbai,243
2016-03-31,Mumbai,23
2016-04-01,Mumbai,199
2016-04-02,Mumbai,0
2016-04-03,Mumbai,330
2016-04-04,Mumbai,243
2016-04-05,Mumbai,11
2016-04-06,Mumbai,0
2016-04-07,Mumbai,288
2016-04-08,Mumbai,164
2016-04-09,Mumbai,59
2016-04-10,Mumbai,311
2016-04-11,Mumbai,43
2016-04-12,Mumbai,242
2016-04-13,Mumbai,137
2016-04-14,Mumbai,71
2016-04-15,Mumbai,197
2016-04-16,Mumbai,105
2016-04-17,Mumbai,269
2016-04-18,Mumbai,173
2016-04-19,Mumbai,311
2016-04-20,Mumbai,112
2016-04-21,Mumbai,110
2016-04-22,Mumbai,120
2016-04-23,Mumbai,109
2016-04-24,Mumbai,0
2016-04-25,Mumbai,80
2016-04-26,Mumbai,211
2016-04-27,Mumbai,137
2016-04-28,Mumbai,301
2016-04-29,Mumbai,263
2016-04-30,Mumbai,145
2016-05-01,Mumbai,290
2016-05-02,Mumbai,164
2016-05-03,Mumbai,133
2016-05-04,Mumbai,208
2016-05-05,Mumbai,111
2016-05-06,Mumbai,88
2016-05-07,Mumbai,271
2016-05-08,Mumbai,269
2016-05-09,Mumbai,331
2016-05-10,Mumbai,121
2016-05-11,Mumbai,71
2016-05-12,Mumbai,57
2016-05-13,Mumbai,249
2016-05-14,Mumbai,225
2016-05-15,Mumbai,232
2016-05-16,Mumbai,251
2016-05-17,Mumbai,176
2016-05-18,Mumbai,178
2016-05-19,Mumbai,62
2016-05-20,Mumbai,402
2016-05-21,Mumbai,226
2016-05-22,Mumbai,51
2016-05-23,Mumbai,81
2016-05-24,Mumbai,53
2016-05-25,Mumbai,0
2016-05-26,Mumbai,92
2016-05-27,Mumbai,0
2016-05-28,Mumbai,73
2016-05-29,Mumbai,216
2016-05-30,Mumbai,39
2016-05-31,Mumbai,315
2016-06-01,Mumbai,158
2016-06-02,Mumbai,55
2016-06-03,Mumbai,89
2016-06-04,Mumbai,45
2016-06-05,Mumbai,68
2016-06-06,Mumbai,154
2016-06-07,Mumbai,96
2016-06-08,Mumbai,151
2016-06-09,Mumbai,88
2016-06-10,Mumbai,209
2016-06-11,Mumbai,17
2016-06-12,Mumbai,156
2016-06-13,Mumbai,121
2016-06-14,Mumbai,257
2016-06-15,Mumbai,113
2016-06-16,Mumbai,173
2016-06-17,Mumbai,102
2016-06-18,Mumbai,100
2016-06-19,Mumbai,254
2016-06-20,Mumbai,0
2016-06-21,Mumbai,156
2016-06-22,Mumbai,217
2016-06-23,Mumbai,75
2016-06-24,Mumbai,152
2016-06-25,Mumbai,211
2016-06-26,Mumbai,0
2016-06-27,Mumbai,48
2016-06-28,Mumbai,15
2016-06-29,Mumbai,110
2016-06-30,Mumbai,83
2016-07-01,Mumbai,168
2016-07-02,Mumbai,136
2016-07-03,Mumbai,119
2016-07-04,Mumbai,86
2016-07-05,Mumbai,243
2016-07-06,Mumbai,218
2016-07-07,Mumbai,134
2016-07-08,Mumbai,34
2016-07-09,Mumbai,160
2016-07-10,Mumbai,169
2016-07-11,Mumbai,0
2016-07-12,Mumbai,209
2016-07-13,Mumbai,131
2016-07-14,Mumbai,234
2016-07-15,Mumbai,224
2016-07-16,Mumbai,254
2016-07-17,Mumbai,0
2016-07-18,Mumbai,71
2016-07-19,Mumbai,60
2016-07-20,Mumbai,94
2016-07-21,Mumbai,243
2016-07-22,Mumbai,18
2016-07-23,Mumbai,0
2016-07-24,Mumbai,163
2016-07-25,Mumbai,96
2016-07-26,Mumbai,253
2016-07-27,Mumbai,16
2016-07-28,Mumbai,34
2016-07-29,Mumbai,58
2016-07-30,Mumbai,136
2016-07-31,Mumbai,146
2016-08-01,Mumbai,230
2016-08-02,Mumbai,42
2016-08-03,Mumbai,136
2016-08-04,Mumbai,0
2016-08-05,Mumbai,106
2016-08-06,Mumbai,92
2016-08-07,Mumbai,116
2016-08-08,Mumbai,90
2016-08-09,Mumbai,181
2016-08-10,Mumbai,38
2016-08-11,Mumbai,201
2016-08-12,Mumbai,0
2016-08-13,Mumbai,0
2016-08-14,Mumbai,93
2016-08-15,Mumbai,29
2016-08-16,Mumbai,98
2016-08-17,Mumbai,96
2016-08-18,Mumbai,155
2016-08-19,Mumbai,135
2016-08-20,Mumbai,102
2016-08-21,Mumbai,127
2016-08-22,Mumbai,0
2016-08-23,Mumbai,152
2016-08-24,Mumbai,39
2016-08-25,Mumbai,98
2016-08-26,Mumbai,187
2016-08-27,Mumbai,6
2016-08-28,Mumbai,127
2016-08-29,Mumbai,91
2016-08-30,Mumbai,14
2016-08-31,Mumbai,122
2016-09-01,Mumbai,145
2016-09-02,Mumbai,119
2016-09-03,Mumbai,139
2016-09-04,Mumbai,92
2016-09-05,Mumbai,155
2016-09-06,Mumbai,64
2016-09-07,Mumbai,57
2016-09-08,Mumbai,0
2016-09-09,Mumbai,0
2016-09-10,Mumbai,73
2016-09-11,Mumbai,113
2016-09-12,Mumbai,115
2016-09-13,Mumbai,54
2016-09-14,Mumbai,104
2016-09-15,Mumbai,93
2016-09-16,Mumbai,122
2016-09-17,Mumbai,145
2016-09-18,Mumbai,4
2016-09-19,Mumbai,76
2016-09-20,Mumbai,39
2016-09-21,Mumbai,70
2016-09-22,Mumbai,180
2016-09-23,Mumbai,78
2016-09-24,Mumbai,70
2016-09-25,Mumbai,63
2016-09-26,Mumbai,29
2016-09-27,Mumbai,59
2016-09-28,Mumbai,105
2016-09-29,Mumbai,71
2016-09-30,Mumbai,83
2016-10-01,Mumbai,61
2016-10-02,Mumbai,135
2016-10-03,Mumbai,49
2016-10-04,Mumbai,22
2016-10-05,Mumbai,110
2016-10-06,Mumbai,30
2016-10-07,Mumbai,44
2016-10-08,Mumbai,168
2016-10-09,Mumbai,12
2016-10-10,Mumbai,38
2016-10-11,Mumbai,0
2016-10-12,Mumbai,84
2016-10-13,Mumbai,56
2016-10-14,Mumbai,66
2016-10-15,Mumbai,70
2016-10-16,Mumbai,122
2016-10-17,Mumbai,0
2016-10-18,Mumbai,138
2016-10-19,Mumbai,85
2016-10-20,Mumbai,110
2016-10-21,Mumbai,54
2016-10-22,Mumbai,141
2016-10-23,Mumbai,152
2016-10-24,Mumbai,0
2016-10-25,Mumbai,106
2016-10-26,Mumbai,0
2016-10-27,Mumbai,105
2016-10-28,Mumbai,49
2016-10-29,Mumbai,111
2016-10-30,Mumbai,141
2016-10-31,Mumbai,39
2016-11-01,Mumbai,200
2016-11-02,Mumbai,43
2016-11-03,Mumbai,156
2016-11-04,Mumbai,96
2016-11-05,Mumbai,96
2016-11-06,Mumbai,8
2016-11-07,Mumbai,36
2016-11-08,Mumbai,148
2016-11-09,Mumbai,172
2016-11-10,Mumbai,21
2016-11-11,Mumbai,116
2016-11-12,Mumbai,70
2016-11-13,Mumbai,94
2016-11-14,Mumbai,93
2016-11-15,Mumbai,98
2016-11-16,Mumbai,18
2016-11-17,Mumbai,12
2016-11-18,Mumbai,77
2016-11-19,Mumbai,0
2016-11-20,Mumbai,78
2016-11-21,Mumbai,112
2016-11-22,Mumbai,130
2016-11-23,Mumbai,113
2016-11-24,Mumbai,30
2016-11-25,Mumbai,114
2016-11-26,Mumbai,48
2016-11-27,Mumbai,74
2016-11-28,Mumbai,0
2016-11-29,Mumbai,210
2016-11-30,Mumbai,117
2016-12-01,Mumbai,171
2016-12-02,Mumbai,84
2016-12-03,Mumbai,364
2016-12-04,Mumbai,115
2016-12-05,Mumbai,78
2016-12-06,Mumbai,0
2016-12-07,Mumbai,46
2016-12-08,Mumbai,113
2016-12-09,Mumbai,162
2016-12-10,Mumbai,5
2016-12-11,Mumbai,144
2016-12-12,Mumbai,0
2016-12-13,Mumbai,75
2016-12-14,Mumbai,0
2016-12-15,Mumbai,67
2016-12-16,Mumbai,58
2016-12-17,Mumbai,153
2016-12-18,Mumbai,0
2016-12-19,Mumbai,88
2016-12-20,Mumbai,71
2016-12-21,Mumbai,43
2016-12-22,Mumbai,188
2016-12-23,Mumbai,131
2016-12-24,Mumbai,11
2016-12-25,Mumbai,166
2016-12-26,Mumbai,31
2016-12-27,Mumbai,163
2016-12-28,Mumbai,139
2016-12-29,Mumbai,42
2016-12-30,Mumbai,201
2016-12-31,Mumbai,76
2017-01-01,Mumbai,43
2017-01-02,Mumbai,113
2017-01-03,Mumbai,100
2017-01-04,Mumbai,123
2017-01-05,Mumbai,173
2017-01-06,Mumbai,117
2017-01-07,Mumbai,82
2017-01-08,Mumbai,111
2017-01-09,Mumbai,112
2017-01-10,Mumbai,49
2017-01-11,Mumbai,0
2017-01-12,Mumbai,88
2017-01-13,Mumbai,26
2017-01-14,Mumbai,258
2017-01-15,Mumbai,240
2017-01-16,Mumbai,231
2017-01-17,Mumbai,8
2017-01-18,Mumbai,44
2017-01-19,Mumbai,270
2017-01-20,Mumbai,0
2017-01-21,Mumbai,115
2017-01-22,Mumbai,107
2017-01-23,Mumbai,2
2017-01-24,Mumbai,163
2017-01-25,Mumbai,192
2017-01-26,Mumbai,0
2017-01-27,Mumbai,138
2017-01-28,Mumbai,0
2017-01-29,Mumbai,338
2017-01-30,Mumbai,131
2017-01-31,Mumbai,125
2017-02-01,Mumbai,182
2017-02-02,Mumbai,294
2017-02-03,Mumbai,0
2017-02-04,Mumbai,162
2017-02-05,Mumbai,0
2017-02-06,Mumbai,0
2017-02-07,Mumbai,67
2017-02-08,Mumbai,155
2017-02-09,Mumbai,85
2017-02-10,Mumbai,117
2017-02-11,Mumbai,217
2017-02-12,Mumbai,152
2017-02-13,Mumbai,65
2017-02-14,Mumbai,208
2017-02-15,Mumbai,0
2017-02-16,Mumbai,0
2017-02-17,Mumbai,17
2017-02-18,Mumbai,129
2017-02-19,Mumbai,253
2017-02-20,Mumbai,297
2017-02-21,Mumbai,74
2017-02-22,Mumbai,136
2017-02-23,Mumbai,26
2017-02-24,Mumbai,199
2017-02-25,Mumbai,149
2017-02-26,Mumbai,216
2017-02-27,Mumbai,1
2017-02-28,Mumbai,128
2017-03-01,Mumbai,165
2017-03-02,Mumbai,144
2017-03-03,Mumbai,152
2017-03-04,Mumbai,156
2017-03-05,Mumbai,373
2017-03-06,Mumbai,92
2017-03-07,Mumbai,110
2017-03-08,Mumbai,130
2017-03-09,Mumbai,243
2017-03-10,Mumbai,57
2017-03-11,Mumbai,229
2017-03-12,Mumbai,0
2017-03-13,Mumbai,68
2017-03-14,Mumbai,213
2017-03-15,Mumbai,206
2017-03-16,Mumbai,115
2017-03-17,Mumbai,0
2017-03-18,Mumbai,0
2017-03-19,Mumbai,0
2017-03-20,Mumbai,137
2017-03-21,Mumbai,383
2017-03-22,Mumbai,249
2017-03-23,Mumbai,394
2017-03-24,Mumbai,182
2017-03-25,Mumbai,0
2017-03-26,Mumbai,131
2017-03-27,Mumbai,163
2017-03-28,Mumbai,292
2017-03-29,Mumbai,142
2017-03-30,Mumbai,207
2017-03-31,Mumbai,159
2017-04-01,Mumbai,60
2017-04-02,Mumbai,134
2017-04-03,Mumbai,78
2017-04-04,Mumbai,336
2017-04-05,Mumbai,158
2017-04-06,Mumbai,169
2017-04-07,Mumbai,224
2017-04-08,Mumbai,202
2017-04-09,Mumbai,278
2017-04-10,Mumbai,0
2017-04-11,Mumbai,0
2017-04-12,Mumbai,306
2017-04-13,Mumbai,190
2017-04-14,Mumbai,215
2017-04-15,Mumbai,112
2017-04-16,Mumbai,67
2017-04-17,Mumbai,16
2017-04-18,Mumbai,16
2017-04-19,Mumbai,0
2017-04-20,Mumbai,237
2017-04-21,Mumbai,90
2017-04-22,Mumbai,391
2017-04-23,Mumbai,202
2017-04-24,Mumbai,33
2017-04-25,Mumbai,76
2017-04-26,Mumbai,216
2017-04-27,Mumbai,130
2017-04-28,Mumbai,292
2017-04-29,Mumbai,268
2017-04-30,Mumbai,0
2017-05-01,Mumbai,0
2017-05-02,Mumbai,67
2017-05-03,Mumbai,61
2017-05-04,Mumbai,98
2017-05-05,Mumbai,85
2017-05-06,Mumbai,200
2017-05-07,Mumbai,250
2017-05-08,Mumbai,121
2017-05-09,Mumbai,134
2017-05-10,Mumbai,102
2017-05-11,Mumbai,232
2017-05-12,Mumbai,307
2017-05-13,Mumbai,145
2017-05-14,Mumbai,117
2017-05-15,Mumbai,206
2017-05-16,Mumbai,220
2017-05-17,Mumbai,321
2017-05-18,Mumbai,47
2017-05-19,Mumbai,0
2017-05-20,Mumbai,336
2017-05-21,Mumbai,269
2017-05-22,Mumbai,270
2017-05-23,Mumbai,0
2017-05-24,Mumbai,66
2017-05-25,Mumbai,188
2017-05-26,Mumbai,93
2017-05-27,Mumbai,229
2017-05-28,Mumbai,97
2017-05-29,Mumbai,114
2017-05-30,Mumbai,242
2017-05-31,Mumbai,108
2017-06-01,Mumbai,231
2017-06-02,Mumbai,0
2017-06-03,Mumbai,18
2017-06-04,Mumbai,144
2017-06-05,Mumbai,0
2017-06-06,Mumbai,115
2017-06-07,Mumbai,138
2017-06-08,Mumbai,306
2017-06-09,Mumbai,167
2017-06-10,Mumbai,105
2017-06-11,Mumbai,168
2017-06-12,Mumbai,132
2017-06-13,Mumbai,151
2017-06-14,Mumbai,0
2017-06-15,Mumbai,32
2017-06-16,Mumbai,105
2017-06-17,Mumbai,119
2017-06-18,Mumbai,285
2017-06-19,Mumbai,49
2017-06-20,Mumbai,159
2017-06-21,Mumbai,47
2017-06-22,Mumbai,21
2017-06-23,Mumbai,139
2017-06-24,Mumbai,129
2017-06-25,Mumbai,246
2017-06-26,Mumbai,128
2017-06-27,Mumbai,267
2017-06-28,Mumbai,145
2017-06-29,Mumbai,135
2017-06-30,Mumbai,142
2017-07-01,Mumbai,211
2017-07-02,Mumbai,93
2017-07-03,Mumbai,98
2017-07-04,Mumbai,100
2017-07-05,Mumbai,251
2017-07-06,Mumbai,103
2017-07-07,Mumbai,205
2017-07-08,Mumbai,77
2017-07-09,Mumbai,133
2017-07-10,Mumbai,131
2017-07-11,Mumbai,115
2017-07-12,Mumbai,0
2017-07-13,Mumbai,10
2017-07-14,Mumbai,68
2017-07-15,Mumbai,111
2017-07-16,Mumbai,233
2017-07-17,Mumbai,74
2017-07-18,Mumbai,64
2017-07-19,Mumbai,0
