date,city,daily_cardiac_admissions
2015-04-02,New York,211
2015-04-03,New York,425
2015-04-04,New York,376
2015-04-05,New York,442
2015-04-06,New York,339
2015-04-07,New York,466
2015-04-08,New York,393
2015-04-09,New York,668
2015-04-10,New York,602
2015-04-11,New York,236
2015-04-12,New York,322
2015-04-13,New York,212
2015-04-14,New York,234
2015-04-15,New York,306
2015-04-16,New York,128
2015-04-17,New York,346
2015-04-18,New York,358
2015-04-19,New York,318
2015-04-20,New York,400
2015-04-21,New York,343
2015-04-22,New York,314
2015-04-23,New York,366
2015-04-24,New York,13
2015-04-25,New York,393
2015-04-26,New York,467
2015-04-27,New York,384
2015-04-28,New York,344
2015-04-29,New York,409
2015-04-30,New York,376
2015-05-01,New York,399
2015-05-02,New York,263
2015-05-03,New York,414
2015-05-04,New York,355
2015-05-05,New York,521
2015-05-06,New York,168
2015-05-07,New York,22
2015-05-08,New York,346
2015-05-09,New York,243
2015-05-10,New York,557
2015-05-11,New York,146
2015-05-12,New York,232
2015-05-13,New York,249
2015-05-14,New York,295
2015-05-15,New York,349
2015-05-16,New York,564
2015-05-17,New York,340
2015-05-18,New York,287
2015-05-19,New York,345
2015-05-20,New York,78
2015-05-21,New York,284
2015-05-22,New York,273
2015-05-23,New York,212
2015-05-24,New York,258
2015-05-25,New York,110
2015-05-26,New York,281
2015-05-27,New York,310
2015-05-28,New York,252
2015-05-29,New York,245
2015-05-30,New York,298
2015-05-31,New York,298
2015-06-01,New York,0
2015-06-02,New York,274
2015-06-03,New York,215
2015-06-04,New York,326
2015-06-05,New York,313
2015-06-06,New York,221
2015-06-07,New York,92
2015-06-08,New York,259
2015-06-09,New York,200
2015-06-10,New York,334
2015-06-11,New York,329
2015-06-12,New York,557
2015-06-13,New York,294
2015-06-14,New York,333
2015-06-15,New York,316
2015-06-16,New York,313
2015-06-17,New York,138
2015-06-18,New York,243
2015-06-19,New York,281
2015-06-20,New York,240
2015-06-21,New York,385
2015-06-22,New York,216
2015-06-23,New York,236
2015-06-24,New York,136
2015-06-25,New York,325
2015-06-26,New York,327
2015-06-27,New York,196
2015-06-28,New York,147
2015-06-29,New York,207
2015-06-30,New York,184
2015-07-01,New York,436
2015-07-02,New York,270
2015-07-03,New York,23
2015-07-04,New York,99
2015-07-05,New York,145
2015-07-06,New York,191
2015-07-07,New York,324
2015-07-08,New York,177
2015-07-09,New York,436
2015-07-10,New York,183
2015-07-11,New York,147
2015-07-12,New York,154
2015-07-13,New York,184
2015-07-14,New York,280
2015-07-15,New York,72
2015-07-16,New York,321
2015-07-17,New York,117
2015-07-18,New York,71
2015-07-19,New York,0
2015-07-20,New York,109
2015-07-21,New York,153
2015-07-22,New York,168
2015-07-23,New York,114
2015-07-24,New York,184
2015-07-25,New York,353
2015-07-26,New York,35
2015-07-27,New York,307
2015-07-28,New York,140
2015-07-29,New York,130
2015-07-30,New York,148
2015-07-31,New York,241
2015-08-01,New York,212
2015-08-02,New York,246
2015-08-03,New York,236
2015-08-04,New York,119
2015-08-05,New York,153
2015-08-06,New York,170
2015-08-07,New York,299
2015-08-08,New York,111
2015-08-09,New York,0
2015-08-10,New York,59
2015-08-11,New York,233
2015-08-12,New York,148
2015-08-13,New York,0
2015-08-14,New York,250
2015-08-15,New York,197
2015-08-16,New York,205
2015-08-17,New York,120
2015-08-18,New York,160
2015-08-19,New York,0
2015-08-20,New York,53
2015-08-21,New York,94
2015-08-22,New York,221
2015-08-23,New York,92
2015-08-24,New York,0
2015-08-25,New York,0
2015-08-26,New York,88
2015-08-27,New York,65
2015-08-28,New York,148
2015-08-29,New York,124
2015-08-30,New York,68
2015-08-31,New York,84
2015-09-01,New York,90
2015-09-02,New York,183
2015-09-03,New York,158
2015-09-04,New York,125
2015-09-05,New York,205
2015-09-06,New York,90
2015-09-07,New York,34
2015-09-08,New York,94
2015-09-09,New York,50
2015-09-10,New York,10
2015-09-11,New York,129
2015-09-12,New York,29
2015-09-13,New York,130
2015-09-14,New York,17
2015-09-15,New York,38
2015-09-16,New York,82
2015-09-17,New York,28
2015-09-18,New York,22
2015-09-19,New York,131
2015-09-20,New York,104
2015-09-21,New York,137
2015-09-22,New York,123
2015-09-23,New York,62
2015-09-24,New York,66
2015-09-25,New York,168
2015-09-26,New York,0
2015-09-27,New York,56
2015-09-28,New York,63
2015-09-29,New York,105
2015-09-30,New York,162
2015-10-01,New York,97
2015-10-02,New York,27
2015-10-03,New York,0
2015-10-04,New York,157
2015-10-05,New York,22
2015-10-06,New York,0
2015-10-07,New York,100
2015-10-08,New York,197
2015-10-09,New York,139
2015-10-10,New York,100
2015-10-11,New York,137
2015-10-12,New York,0
2015-10-13,New York,14
2015-10-14,New York,8
2015-10-15,New York,89
2015-10-16,New York,35
2015-10-17,New York,34
2015-10-18,New York,83
2015-10-19,New York,30
2015-10-20,New York,25
2015-10-21,New York,51
2015-10-22,New York,67
2015-10-23,New York,90
2015-10-24,New York,120
2015-10-25,New York,123
2015-10-26,New York,0
2015-10-27,New York,151
2015-10-28,New York,112
2015-10-29,New York,36
2015-10-30,New York,95
2015-10-31,New York,154
2015-11-01,New York,112
2015-11-02,New York,42
2015-11-03,New York,30
2015-11-04,New York,56
2015-11-05,New York,89
2015-11-06,New York,82
2015-11-07,New York,6
2015-11-08,New York,209
2015-11-09,New York,102
2015-11-10,New York,40
2015-11-11,New York,21
2015-11-12,New York,104
2015-11-13,New York,99
2015-11-14,New York,32
2015-11-15,New York,69
2015-11-16,New York,147
2015-11-17,New York,66
2015-11-18,New York,92
2015-11-19,New York,2
2015-11-20,New York,100
2015-11-21,New York,68
2015-11-22,New York,169
2015-11-23,New York,0
2015-11-24,New York,20
2015-11-25,New York,109
2015-11-26,New York,77
2015-11-27,New York,57
2015-11-28,New York,148
2015-11-29,New York,65
2015-11-30,New York,0
2015-12-01,New York,134
2015-12-02,New York,109
2015-12-03,New York,98
2015-12-04,New York,136
2015-12-05,New York,56
2015-12-06,New York,139
2015-12-07,New York,118
2015-12-08,New York,173
2015-12-09,New York,133
2015-12-10,New York,269
2015-12-11,New York,180
2015-12-12,New York,0
2015-12-13,New York,0
2015-12-14,New York,50
2015-12-15,New York,17
2015-12-16,New York,67
2015-12-17,New York,42
2015-12-18,New York,34
2015-12-19,New York,113
2015-12-20,New York,254
2015-12-21,New York,0
2015-12-22,New York,83
2015-12-23,New York,123
2015-12-24,New York,106
2015-12-25,New York,35
2015-12-26,New York,303
2015-12-27,New York,169
2015-12-28,New York,82
2015-12-29,New York,151
2015-12-30,New York,186
2015-12-31,New York,233
2016-01-01,New York,0
2016-01-02,New York,211
2016-01-03,New York,243
2016-01-04,New York,176
2016-01-05,New York,176
2016-01-06,New York,10
2016-01-07,New York,131
2016-01-08,New York,159
2016-01-09,New York,212
2016-01-10,New York,151
2016-01-11,New York,77
2016-01-12,New York,63
2016-01-13,New York,435
2016-01-14,New York,93
2016-01-15,New York,0
2016-01-16,New York,79
2016-01-17,New York,86
2016-01-18,New York,377
2016-01-19,New York,49
2016-01-20,New York,0
2016-01-21,New York,0
2016-01-22,New York,58
2016-01-23,New York,119
2016-01-24,New York,180
2016-01-25,New York,203
2016-01-26,New York,269
2016-01-27,New York,192
2016-01-28,New York,0
2016-01-29,New York,343
2016-01-30,New York,180
2016-01-31,New York,15
2016-02-01,New York,273
2016-02-02,New York,279
2016-02-03,New York,187
2016-02-04,New York,0
2016-02-05,New York,351
2016-02-06,New York,193
2016-02-07,New York,177
2016-02-08,New York,402
2016-02-09,New York,390
2016-02-10,New York,173
2016-02-11,New York,287
2016-02-12,New York,263
2016-02-13,New York,171
2016-02-14,New York,2
2016-02-15,New York,389
2016-02-16,New York,287
2016-02-17,New York,431
2016-02-18,New York,187
2016-02-19,New York,393
2016-02-20,New York,276
2016-02-21,New York,158
2016-02-22,New York,211
2016-02-23,New York,84
2016-02-24,New York,111
2016-02-25,New York,161
2016-02-26,New York,0
2016-02-27,New York,437
2016-02-28,New York,572
2016-02-29,New York,246
2016-03-01,New York,140
2016-03-02,New York,224
2016-03-03,New York,442
2016-03-04,New York,200
2016-03-05,New York,123
2016-03-06,New York,160
2016-03-07,New York,413
2016-03-08,New York,518
2016-03-09,New York,93
2016-03-10,New York,534
2016-03-11,New York,167
2016-03-12,New York,185
2016-03-13,New York,567
2016-03-14,New York,497
2016-03-15,New York,175
2016-03-16,New York,97
2016-03-17,New York,619
2016-03-18,New York,129
2016-03-19,New York,338
2016-03-20,New York,319
2016-03-21,New York,210
2016-03-22,New York,208
2016-03-23,New York,15
2016-03-24,New York,215
2016-03-25,New York,97
2016-03-26,New York,322
2016-03-27,New York,282
2016-03-28,New York,269
2016-03-29,New York,135
2016-03-30,New York,374
2016-03-31,New York,272
2016-04-01,New York,353
2016-04-02,New York,371
2016-04-03,New York,328
2016-04-04,New York,315
2016-04-05,New York,314
2016-04-06,New York,372
2016-04-07,New York,223
2016-04-08,New York,403
2016-04-09,New York,292
2016-04-10,New York,63
2016-04-11,New York,303
2016-04-12,New York,292
2016-04-13,New York,283
2016-04-14,New York,466
2016-04-15,New York,436
2016-04-16,New York,436
2016-04-17,New York,238
2016-04-18,New York,450
2016-04-19,New York,367
2016-04-20,New York,435
2016-04-21,New York,311
2016-04-22,New York,343
2016-04-23,New York,224
2016-04-24,New York,252
2016-04-25,New York,230
2016-04-26,New York,545
2016-04-27,New York,479
2016-04-28,New York,431
2016-04-29,New York,281
2016-04-30,New York,1
2016-05-01,New York,435
2016-05-02,New York,457
2016-05-03,New York,726
2016-05-04,New York,423
2016-05-05,New York,287
2016-05-06,New York,445
2016-05-07,New York,244
2016-05-08,New York,436
2016-05-09,New York,264
2016-05-10,New York,505
2016-05-11,New York,464
2016-05-12,New York,343
2016-05-13,New York,282
2016-05-14,New York,202
2016-05-15,New York,316
2016-05-16,New York,348
2016-05-17,New York,339
2016-05-18,New York,368
2016-05-19,New York,225
2016-05-20,New York,344
2016-05-21,New York,381
2016-05-22,New York,182
2016-05-23,New York,195
2016-05-24,New York,328
2016-05-25,New York,422
2016-05-26,New York,138
2016-05-27,New York,179
2016-05-28,New York,224
2016-05-29,New York,400
2016-05-30,New York,334
2016-05-31,New York,556
2016-06-01,New York,272
2016-06-02,New York,343
2016-06-03,New York,336
2016-06-04,New York,118
2016-06-05,New York,80
2016-06-06,New York,238
2016-06-07,New York,188
2016-06-08,New York,192
2016-06-09,New York,129
2016-06-10,New York,488
2016-06-11,New York,107
2016-06-12,New York,254
2016-06-13,New York,282
2016-06-14,New York,62
2016-06-15,New York,266
2016-06-16,New York,433
2016-06-17,New York,180
2016-06-18,New York,252
2016-06-19,New York,219
2016-06-20,New York,418
2016-06-21,New York,272
2016-06-22,New York,377
2016-06-23,New York,351
2016-06-24,New York,192
2016-06-25,New York,208
2016-06-26,New York,251
2016-06-27,New York,185
2016-06-28,New York,254
2016-06-29,New York,154
2016-06-30,New York,299
2016-07-01,New York,192
2016-07-02,New York,265
2016-07-03,New York,35
2016-07-04,New York,248
2016-07-05,New York,189
2016-07-06,New York,223
2016-07-07,New York,356
2016-07-08,New York,69
2016-07-09,New York,206
2016-07-10,New York,204
2016-07-11,New York,209
2016-07-12,New York,198
2016-07-13,New York,290
2016-07-14,New York,426
2016-07-15,New York,237
2016-07-16,New York,312
2016-07-17,New York,51
2016-07-18,New York,0
2016-07-19,New York,206
2016-07-20,New York,224
2016-07-21,New York,84
2016-07-22,New York,305
2016-07-23,New York,187
2016-07-24,New York,0
2016-07-25,New York,303
2016-07-26,New York,133
2016-07-27,New York,198
2016-07-28,New York,129
2016-07-29,New York,155
2016-07-30,New York,160
2016-07-31,New York,276
2016-08-01,New York,120
2016-08-02,New York,184
2016-08-03,New York,94
2016-08-04,New York,163
2016-08-05,New York,145
2016-08-06,New York,96
2016-08-07,New York,156
2016-08-08,New York,121
2016-08-09,New York,199
2016-08-10,New York,145
2016-08-11,New York,54
2016-08-12,New York,153
2016-08-13,New York,114
2016-08-14,New York,137
2016-08-15,New York,129
2016-08-16,New York,14
2016-08-17,New York,72
2016-08-18,New York,22
2016-08-19,New York,190
2016-08-20,New York,129
2016-08-21,New York,75
2016-08-22,New York,198
2016-08-23,New York,143
2016-08-24,New York,54
2016-08-25,New York,44
2016-08-26,New York,0
2016-08-27,New York,157
2016-08-28,New York,40
2016-08-29,New York,0
2016-08-30,New York,113
2016-08-31,New York,94
2016-09-01,New York,71
2016-09-02,New York,230
2016-09-03,New York,125
2016-09-04,New York,125
2016-09-05,New York,0
2016-09-06,New York,122
2016-09-07,New York,41
2016-09-08,New York,85
2016-09-09,New York,69
2016-09-10,New York,111
2016-09-11,New York,110
2016-09-12,New York,141
2016-09-13,New York,105
2016-09-14,New York,142
2016-09-15,New York,280
2016-09-16,New York,141
2016-09-17,New York,102
2016-09-18,New York,61
2016-09-19,New York,19
2016-09-20,New York,108
2016-09-21,New York,139
2016-09-22,New York,95
2016-09-23,New York,107
2016-09-24,New York,147
2016-09-25,New York,206
2016-09-26,New York,18
2016-09-27,New York,192
2016-09-28,New York,34
2016-09-29,New York,0
2016-09-30,New York,0
2016-10-01,New York,154
2016-10-02,New York,160
2016-10-03,New York,61
2016-10-04,New York,33
2016-10-05,New York,18
2016-10-06,New York,55
2016-10-07,New York,25
2016-10-08,New York,110
2016-10-09,New York,155
2016-10-10,New York,19
2016-10-11,New York,138
2016-10-12,New York,117
2016-10-13,New York,135
2016-10-14,New York,165
2016-10-15,New York,0
2016-10-16,New York,169
2016-10-17,New York,127
2016-10-18,New York,71
2016-10-19,New York,121
2016-10-20,New York,97
2016-10-21,New York,87
2016-10-22,New York,95
2016-10-23,New York,41
2016-10-24,New York,45
2016-10-25,New York,109
2016-10-26,New York,78
2016-10-27,New York,0
2016-10-28,New York,212
2016-10-29,New York,86
2016-10-30,New York,102
2016-10-31,New York,132
2016-11-01,New York,0
2016-11-02,New York,94
2016-11-03,New York,51
2016-11-04,New York,34
2016-11-05,New York,96
2016-11-06,New York,93
2016-11-07,New York,42
2016-11-08,New York,100
2016-11-09,New York,37
2016-11-10,New York,73
2016-11-11,New York,110
2016-11-12,New York,30
2016-11-13,New York,135
2016-11-14,New York,106
2016-11-15,New York,59
2016-11-16,New York,202
2016-11-17,New York,123
2016-11-18,New York,0
2016-11-19,New York,21
2016-11-20,New York,121
2016-11-21,New York,0
2016-11-22,New York,145
2016-11-23,New York,246
2016-11-24,New York,86
2016-11-25,New York,0
2016-11-26,New York,136
2016-11-27,New York,214
2016-11-28,New York,86
2016-11-29,New York,73
2016-11-30,New York,72
2016-12-01,New York,102
2016-12-02,New York,95
2016-12-03,New York,0
2016-12-04,New York,106
2016-12-05,New York,46
2016-12-06,New York,108
2016-12-07,New York,90
2016-12-08,New York,0
2016-12-09,New York,51
2016-12-10,New York,105
2016-12-11,New York,0
2016-12-12,New York,59
2016-12-13,New York,223
2016-12-14,New York,218
2016-12-15,New York,33
2016-12-16,New York,96
2016-12-17,New York,145
2016-12-18,New York,33
2016-12-19,New York,81
2016-12-20,New York,0
2016-12-21,New York,167
2016-12-22,New York,85
2016-12-23,New York,95
2016-12-24,New York,0
2016-12-25,New York,263
2016-12-26,New York,114
2016-12-27,New York,250
2016-12-28,New York,159
2016-12-29,New York,160
2016-12-30,New York,309
2016-12-31,New York,16
2017-01-01,New York,119
2017-01-02,New York,0
2017-01-03,New York,19
2017-01-04,New York,155
2017-01-05,New York,80
2017-01-06,New York,47
2017-01-07,New York,265
2017-01-08,New York,35
2017-01-09,New York,5
2017-01-10,New York,64
2017-01-11,New York,0
2017-01-12,New York,209
2017-01-13,New York,106
2017-01-14,New York,200
2017-01-15,New York,268
2017-01-16,New York,219
2017-01-17,New York,131
2017-01-18,New York,380
2017-01-19,New York,50
2017-01-20,New York,202
2017-01-21,New York,272
2017-01-22,New York,35
2017-01-23,New York,86
2017-01-24,New York,128
2017-01-25,New York,247
2017-01-26,New York,121
2017-01-27,New York,163
2017-01-28,New York,198
2017-01-29,New York,450
2017-01-30,New York,267
2017-01-31,New York,172
2017-02-01,New York,88
2017-02-02,New York,251
2017-02-03,New York,0
2017-02-04,New York,254
2017-02-05,New York,285
2017-02-06,New York,110
2017-02-07,New York,503
2017-02-08,New York,151
2017-02-09,New York,274
2017-02-10,New York,241
2017-02-11,New York,0
2017-02-12,New York,443
2017-02-13,New York,247
2017-02-14,New York,266
2017-02-15,New York,329
2017-02-16,New York,280
2017-02-17,New York,204
2017-02-18,New York,226
2017-02-19,New York,332
2017-02-20,New York,0
2017-02-21,New York,65
2017-02-22,New York,431
2017-02-23,New York,479
2017-02-24,New York,289
2017-02-25,New York,465
2017-02-26,New York,400
2017-02-27,New York,445
2017-02-28,New York,441
2017-03-01,New York,632
2017-03-02,New York,112
2017-03-03,New York,187
2017-03-04,New York,317
2017-03-05,New York,189
2017-03-06,New York,128
2017-03-07,New York,199
2017-03-08,New York,197
2017-03-09,New York,343
2017-03-10,New York,245
2017-03-11,New York,259
2017-03-12,New York,402
2017-03-13,New York,293
2017-03-14,New York,506
2017-03-15,New York,138
2017-03-16,New York,144
2017-03-17,New York,370
2017-03-18,New York,386
2017-03-19,New York,411
2017-03-20,New York,392
2017-03-21,New York,261
2017-03-22,New York,571
2017-03-23,New York,372
2017-03-24,New York,308
2017-03-25,New York,464
2017-03-26,New York,291
2017-03-27,New York,471
2017-03-28,New York,454
2017-03-29,New York,0
2017-03-30,New York,170
2017-03-31,New York,337
2017-04-01,New York,442
2017-04-02,New York,15
2017-04-03,New York,578
2017-04-04,New York,456
2017-04-05,New York,430
2017-04-06,New York,405
2017-04-07,New York,481
2017-04-08,New York,330
2017-04-09,New York,333
2017-04-10,New York,132
2017-04-11,New York,432
2017-04-12,New York,325
2017-04-13,New York,395
2017-04-14,New York,347
2017-04-15,New York,75
2017-04-16,New York,366
2017-04-17,New York,497
2017-04-18,New York,252
2017-04-19,New York,348
2017-04-20,New York,175
2017-04-21,New York,605
2017-04-22,New York,432
2017-04-23,New York,447
2017-04-24,New York,120
2017-04-25,New York,307
2017-04-26,New York,273
2017-04-27,New York,484
2017-04-28,New York,254
2017-04-29,New York,240
2017-04-30,New York,327
2017-05-01,New York,349
2017-05-02,New York,207
2017-05-03,New York,148
2017-05-04,New York,402
2017-05-05,New York,413
2017-05-06,New York,447
2017-05-07,New York,415
2017-05-08,New York,443
2017-05-09,New York,413
2017-05-10,New York,237
2017-05-11,New York,220
2017-05-12,New York,550
2017-05-13,New York,354
2017-05-14,New York,369
2017-05-15,New York,166
2017-05-16,New York,186
2017-05-17,New York,62
2017-05-18,New York,325
2017-05-19,New York,381
2017-05-20,New York,334
2017-05-21,New York,227
2017-05-22,New York,250
2017-05-23,New York,102
2017-05-24,New York,370
2017-05-25,New York,465
2017-05-26,New York,551
2017-05-27,New York,402
2017-05-28,New York,345
2017-05-29,New York,262
2017-05-30,New York,368
2017-05-31,New York,340
2017-06-01,New York,255
2017-06-02,New York,266
2017-06-03,New York,284
2017-06-04,New York,319
2017-06-05,New York,212
2017-06-06,New York,142
2017-06-07,New York,301
2017-06-08,New York,377
2017-06-09,New York,300
2017-06-10,New York,382
2017-06-11,New York,111
2017-06-12,New York,161
2017-06-13,New York,170
2017-06-14,New York,341
2017-06-15,New York,279
2017-06-16,New York,186
2017-06-17,New York,154
2017-06-18,New York,272
2017-06-19,New York,40
2017-06-20,New York,213
2017-06-21,New York,496
2017-06-22,New York,133
2017-06-23,New York,435
2017-06-24,New York,393
2017-06-25,New York,390
2017-06-26,New York,205
2017-06-27,New York,324
2017-06-28,New York,250
2017-06-29,New York,331
2017-06-30,New York,358
2017-07-01,New York,52
2017-07-02,New York,258
2017-07-03,New York,321
2017-07-04,New York,0
2017-07-05,New York,200
2017-07-06,New York,234
2017-07-07,New York,196
2017-07-08,New York,222
2017-07-09,New York,59
2017-07-10,New York,238
2017-07-11,New York,72
2017-07-12,New York,146
2017-07-13,New York,0
2017-07-14,New York,116
2017-07-15,New York,60
2017-07-16,New York,235
2017-07-17,New York,222
2017-07-18,New York,152
2017-07-19,New York,165
2017-07-20,New York,152
2017-07-21,New York,337
2017-07-22,New York,123
2017-07-23,New York,174
2017-07-24,New York,117
2017-07-25,New York,223
2017-07-26,New York,109
2017-07-27,New York,130
2017-07-28,New York,212
2017-07-29,New York,126
2017-07-30,New York,162
2017-07-31,New York,148
2017-08-01,New York,92
2017-08-02,New York,138
2017-08-03,New York,287
2017-08-04,New York,310
2017-08-05,New York,52
2017-08-06,New York,14
2017-08-07,New York,146
2017-08-08,New York,21
2017-08-09,New York,200
2017-08-10,New York,102
2017-08-11,New York,146
2017-08-12,New York,65
2017-08-13,New York,215
2017-08-14,New York,323
2017-08-15,New York,138
2017-08-16,New York,127
2017-08-17,New York,60
2017-08-18,New York,95
2017-08-19,New York,17
2017-08-20,New York,0
2017-08-21,New York,213
2017-08-22,New York,194
2017-08-23,New York,194
2017-08-24,New York,110
2017-08-25,New York,103
2017-08-26,New York,46
2017-08-27,New York,87
2017-08-28,New York,197
2017-08-29,New York,171
2017-08-30,New York,53
2017-08-31,New York,133
2017-09-01,New York,99
2017-09-02,New York,103
2017-09-03,New York,0
2017-09-04,New York,205
2017-09-05,New York,145
2017-09-06,New York,30
2017-09-07,New York,0
2017-09-08,New York,82
2017-09-09,New York,150
2017-09-10,New York,102
2017-09-11,New York,127
2017-09-12,New York,94
2017-09-13,New York,106
2017-09-14,New York,29
2017-09-15,New York,0
2017-09-16,New York,178
2017-09-17,New York,83
2017-09-18,New York,76
2017-09-19,New York,100
2017-09-20,New York,101
2017-09-21,New York,133
2017-09-22,New York,164
2017-09-23,New York,29
2017-09-24,New York,35
2017-09-25,New York,127
2017-09-26,New York,263
2017-09-27,New York,30
2017-09-28,New York,176
2017-09-29,New York,83
2017-09-30,New York,129
2017-10-01,New York,135
2017-10-02,New York,231
2017-10-03,New York,0
2017-10-04,New York,127
2017-10-05,New York,94
2017-10-06,New York,106
2017-10-07,New York,60
2017-10-08,New York,27
2017-10-09,New York,0
2017-10-10,New York,86
2017-10-11,New York,40
2017-10-12,New York,39
2017-10-13,New York,110
2017-10-14,New York,76
2017-10-15,New York,0
2017-10-16,New York,0
2017-10-17,New York,20
2017-10-18,New York,117
2017-10-19,New York,84
2017-10-20,New York,28
2017-10-21,New York,0
2017-10-22,New York,57
2017-10-23,New York,78
2017-10-24,New York,64
2017-10-25,New York,134
2017-10-26,New York,105
2017-10-27,New York,45
2017-10-28,New York,75
2017-10-29,New York,37
2017-10-30,New York,69
2017-10-31,New York,92
2017-11-01,New York,74
2017-11-02,New York,10
2017-11-03,New York,4
2017-11-04,New York,140
2017-11-05,New York,3
2017-11-06,New York,73
2017-11-07,New York,6
2017-11-08,New York,0
2017-11-09,New York,104
2017-11-10,New York,52
2017-11-11,New York,31
2017-11-12,New York,61
2017-11-13,New York,74
2017-11-14,New York,199
2017-11-15,New York,126
2017-11-16,New York,239
2017-11-17,New York,107
2017-11-18,New York,3
2017-11-19,New York,108
2017-11-20,New York,98
2017-11-21,New York,48
2017-11-22,New York,173
2017-11-23,New York,29
2017-11-24,New York,18
2017-11-25,New York,217
2017-11-26,New York,23
2017-11-27,New York,94
2017-11-28,New York,38
2017-11-29,New York,104
2017-11-30,New York,21
2017-12-01,New York,121
2017-12-02,New York,138
2017-12-03,New York,19
2017-12-04,New York,61
2017-12-05,New York,64
2017-12-06,New York,31
2017-12-07,New York,63
2017-12-08,New York,0
2017-12-09,New York,122
2017-12-10,New York,0
2017-12-11,New York,186
2017-12-12,New York,0
2017-12-13,New York,69
2017-12-14,New York,164
2017-12-15,New York,28
2017-12-16,New York,0
2017-12-17,New York,98
2017-12-18,New York,160
2017-12-19,New York,85
2017-12-20,New York,149
2017-12-21,New York,105
2017-12-22,New York,0
2017-12-23,New York,367
2017-12-24,New York,62
2017-12-25,New York,72
2017-12-26,New York,131
2017-12-27,New York,204
2017-12-28,New York,110
2017-12-29,New York,290
2017-12-30,New York,171
2017-12-31,New York,157
2018-01-01,New York,126
2018-01-02,New York,223
2018-01-03,New York,0
2018-01-04,New York,207
2018-01-05,New York,141
2018-01-06,New York,99
2018-01-07,New York,257
2018-01-08,New York,246
2018-01-09,New York,0
2018-01-10,New York,131
2018-01-11,New York,163
2018-01-12,New York,0
2018-01-13,New York,24
2018-01-14,New York,102
2018-01-15,New York,173
2018-01-16,New York,137
2018-01-17,New York,256
2018-01-18,New York,41
2018-01-19,New York,0
2018-01-20,New York,197
2018-01-21,New York,0
2018-01-22,New York,53
2018-01-23,New York,87
2018-01-24,New York,471
2018-01-25,New York,0
2018-01-26,New York,304
2018-01-27,New York,80
2018-01-28,New York,24
2018-01-29,New York,447
2018-01-30,New York,60
2018-01-31,New York,128
2018-02-01,New York,52
2018-02-02,New York,309
2018-02-03,New York,397
2018-02-04,New York,467
2018-02-05,New York,415
2018-02-06,New York,105
2018-02-07,New York,22
2018-02-08,New York,333
2018-02-09,New York,252
2018-02-10,New York,261
2018-02-11,New York,170
2018-02-12,New York,289
2018-02-13,New York,157
2018-02-14,New York,277
2018-02-15,New York,362
2018-02-16,New York,173
2018-02-17,New York,183
2018-02-18,New York,133
2018-02-19,New York,92
2018-02-20,New York,417
2018-02-21,New York,219
2018-02-22,New York,273
2018-02-23,New York,506
2018-02-24,New York,332
2018-02-25,New York,261
2018-02-26,New York,479
2018-02-27,New York,308
2018-02-28,New York,377
2018-03-01,New York,362
2018-03-02,New York,278
2018-03-03,New York,306
2018-03-04,New York,20
2018-03-05,New York,51
2018-03-06,New York,49
2018-03-07,New York,485
2018-03-08,New York,437
2018-03-09,New York,150
