Age,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,EmploymentType,payment_to_income,credit_to_income,employment_age_ratio,high_dti_flag,interest_rate_tier,Education_High School,Education_Master's,Education_PhD,MaritalStatus_Married,MaritalStatus_Single,HasMortgage_Yes,HasDependents_Yes,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,HasCoSigner_Yes,Income_log,LoanAmount_log
69.0,790.0,26.0,3.0,23.7,24.0,0.25,0,4.717443635509629,9.434887271019258,0.03140096618357488,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.029720798000191857,0.8176520172265525
44.0,817.0,95.0,1.0,24.82,48.0,0.17,0,0.0918521773091193,0.3674087092364772,0.17992424242424243,0.0,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07825458225074024,0.02032805003345131
21.0,579.0,110.0,3.0,2.58,12.0,0.51,3,0.3476614777769952,0.34766147777699513,0.4365079365079365,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9013696997287299,0.24704791268773688
47.0,584.0,76.0,2.0,21.31,12.0,0.17,0,7.895100972326103,7.895100972326103,0.1347517730496454,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01538502323499817,0.6874723433732705
33.0,595.0,14.0,4.0,24.6,24.0,0.89,1,5.291951882423999,10.583903764847998,0.03535353535353535,0.0,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06976473317441956,0.9813691679015915
19.0,586.0,51.0,1.0,7.35,12.0,0.17,3,0.18349903440383378,0.18349903440383378,0.2236842105263158,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1759502770979949,0.0010739185640226807
69.0,766.0,112.0,3.0,17.55,48.0,0.87,3,2.3344258998592395,9.33770359943696,0.13526570048309178,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13664077830768082,1.0459400038505153
33.0,416.0,84.0,2.0,6.9,24.0,0.11,3,4.571158564891571,9.142317129783143,0.21212121212121213,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.001181738805532076,0.7321732849136215
68.0,449.0,68.0,1.0,23.8,60.0,0.13,0,1.804264484169718,9.02132242084859,0.08333333333333333,0.0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11504920592791282,0.9787740191559691
41.0,378.0,22.0,3.0,12.27,48.0,0.13,2,2.693079147090712,10.772316588362848,0.044715447154471545,0.0,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023506786083632537,0.8807199478003519
25.0,759.0,12.0,3.0,24.44,60.0,0.73,3,0.2630546936677254,1.3152734683386271,0.04,0.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4610504909220417,0.4327644876343235
68.0,700.0,76.0,4.0,24.92,12.0,0.29,1,7.953051643192488,7.953051643192488,0.09313725490196079,0.0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05108609463106337,0.7687008105582904
60.0,787.0,3.0,4.0,18.95,12.0,0.82,2,2.6645282789623956,2.664528278962396,0.004166666666666667,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.692588067086517,1.008478586945638
39.0,606.0,43.0,1.0,20.42,36.0,0.47,3,3.093681519357195,9.281044558071585,0.09188034188034189,0.0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09755503858718058,0.9598538411838484
51.0,564.0,11.0,1.0,21.62,60.0,0.88,3,0.766732749600749,3.8336637480037448,0.017973856209150325,0.0,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.27489313278924016,0.7375277635263715
19.0,495.0,64.0,1.0,22.57,24.0,0.89,1,3.886409953877507,7.772819907755014,0.2807017543859649,0.0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17603739901744134,1.0028129543436852
47.0,560.0,31.0,2.0,11.11,12.0,0.34,3,6.203102018986496,6.203102018986495,0.0549645390070922,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.28696210537103306,1.045320247714679
31.0,670.0,6.0,3.0,23.77,48.0,0.89,1,2.058660501010596,8.234642004042383,0.016129032258064516,0.0,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.019512368523075377,0.7187593061016628
62.0,453.0,76.0,2.0,5.79,12.0,0.32,0,10.487762084393369,10.487762084393367,0.10215053763440861,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10951782027226188,1.065499286407072
49.0,824.0,7.0,1.0,11.35,12.0,0.48,1,8.99304735668372,8.99304735668372,0.011904761904761904,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11046177880716385,0.9672017720477526
62.0,590.0,111.0,3.0,7.32,60.0,0.53,1,2.013368630046327,10.066843150231636,0.14919354838709678,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.023782175648582916,0.841143534616761
19.0,618.0,83.0,2.0,4.59,12.0,0.24,3,0.71262647119554,0.7126264711955399,0.36403508771929827,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06287597718828848,0.0691143351288536
24.0,426.0,0.0,3.0,12.51,36.0,0.66,2,2.661313614181854,7.983940842545564,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16107865530790802,0.9919632276559299
69.0,597.0,3.0,1.0,7.36,60.0,0.88,0,1.99911172796669,9.99555863983345,0.0036231884057971015,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09365706461299537,0.9987984948941084
60.0,641.0,39.0,3.0,8.47,24.0,0.25,1,7.769633165500555,15.539266331001112,0.05416666666666667,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0043489364730205935,1.0614087759645607
46.0,640.0,108.0,4.0,17.09,24.0,0.41,3,6.197205295230091,12.394410590460181,0.1956521739130435,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05818229199995554,1.0566124446273455
18.0,843.0,105.0,1.0,19.37,12.0,0.36,3,3.6558464617768593,3.6558464617768593,0.4861111111111111,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5287580573559792,1.0295463701318384
32.0,684.0,79.0,1.0,8.45,12.0,0.33,0,7.453213964638898,7.4532139646388975,0.20572916666666666,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16006750314728832,0.9463164859688002
24.0,530.0,118.0,4.0,24.27,12.0,0.58,0,13.634072220235968,13.634072220235968,0.4097222222222222,0.0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.026112700782146905,1.0362571984221838
47.0,800.0,26.0,4.0,24.0,24.0,0.59,0,3.526760604215592,7.053521208431185,0.04609929078014184,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.25408044817124914,1.0771429343777867
27.0,816.0,90.0,1.0,24.69,12.0,0.61,3,1.8909247351479253,1.8909247351479253,0.2777777777777778,0.0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9966537642036477,1.0850073811770475
20.0,619.0,15.0,1.0,20.33,60.0,0.15,0,0.5037585199610516,2.518792599805258,0.0625,0.0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38067444779363435,0.6446322121875784
52.0,588.0,74.0,1.0,15.44,24.0,0.28,1,6.551307051755034,13.102614103510067,0.11858974358974358,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05731378250668127,1.0917746523090797
67.0,566.0,60.0,3.0,22.23,12.0,0.28,3,5.9943058905438,5.9943058905438,0.07462686567164178,0.0,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3179117407758675,1.071008154101358
18.0,584.0,61.0,1.0,10.82,36.0,0.89,0,4.287987740186255,12.863963220558764,0.2824074074074074,0.0,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.028769524376678096,1.0053495137677098
19.0,716.0,95.0,1.0,16.86,12.0,0.81,2,0.19933481152993346,0.1993348115299335,0.4166666666666667,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21987824243482745,0.010461896598212062
18.0,321.0,87.0,1.0,24.82,12.0,0.46,3,2.88639526407634,2.88639526407634,0.4027777777777778,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.37105395944719377,0.7036885602097072
28.0,470.0,0.0,4.0,15.71,12.0,0.39,3,1.3459292543399513,1.3459292543399513,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.42340111195325636,0.4133686479006848
27.0,838.0,110.0,4.0,13.89,60.0,0.26,0,2.865866130422292,14.329330652111462,0.3395061728395062,0.0,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.035079992845901374,1.0939350056214006
55.0,624.0,11.0,1.0,14.48,12.0,0.21,1,6.373476322598746,6.373476322598747,0.016666666666666666,0.0,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2258992683259666,0.9634260364649279
54.0,616.0,57.0,3.0,5.66,12.0,0.2,3,6.5353170783873376,6.535317078387338,0.08796296296296297,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2870623491039407,1.080359035495882
50.0,750.0,2.0,2.0,24.74,36.0,0.56,0,3.2747196537477867,9.824158961243361,0.0033333333333333335,0.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1437355981181277,1.0946939709751629
33.0,766.0,66.0,4.0,19.37,12.0,0.83,3,6.060752081490744,6.060752081490744,0.16666666666666666,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23429409140801188,0.9455434024397318
59.0,331.0,60.0,1.0,12.63,12.0,0.33,0,8.55268817204301,8.55268817204301,0.0847457627118644,0.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13378869591595022,0.9828907970972268
51.0,669.0,96.0,1.0,6.91,24.0,0.17,2,5.150292373408535,10.30058474681707,0.1568627450980392,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.12685803594252992,1.0911444650606814
52.0,372.0,46.0,1.0,6.39,12.0,0.65,3,10.100830631190869,10.100830631190867,0.07371794871794872,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.10571969824633543,1.0321926891900943
23.0,791.0,99.0,4.0,6.53,48.0,0.12,1,3.0771742998017584,12.308697199207035,0.358695652173913,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06706211025405878,1.0739997440437539
48.0,377.0,101.0,4.0,17.81,12.0,0.78,2,7.932160531734278,7.932160531734278,0.1753472222222222,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1724716516338726,1.00931411969797
19.0,670.0,119.0,1.0,20.48,24.0,0.55,0,1.2911954135408754,2.582390827081751,0.5219298245614035,0.0,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.790159074576878,1.0906340224456934
61.0,450.0,116.0,1.0,11.78,12.0,0.23,2,5.085597744586408,5.085597744586408,0.15846994535519127,0.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24076594887899055,0.8489723610156255
31.0,763.0,57.0,3.0,14.39,24.0,0.51,0,6.098360253326133,12.196720506652266,0.1532258064516129,0.0,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.07667508893439089,1.0913000027212658
59.0,464.0,24.0,3.0,23.11,36.0,0.72,3,2.6133201925628295,7.839960577688488,0.03389830508474576,0.0,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15607612295912446,0.9707909540038027
25.0,481.0,88.0,2.0,6.13,60.0,0.66,3,1.482020574236143,7.410102871180715,0.29333333333333333,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06520067993412222,0.7588879853184337
29.0,382.0,50.0,2.0,17.67,24.0,0.6,2,4.305197479510729,8.610394959021457,0.14367816091954022,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.12905185909226038,0.9776711016709636
22.0,799.0,118.0,2.0,3.73,12.0,0.15,3,0.821613679298597,0.8216136792985969,0.44696969696969696,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.528591863283365,0.31690183995021487
51.0,785.0,79.0,3.0,21.89,12.0,0.61,2,8.379958470571388,8.379958470571388,0.12908496732026145,0.0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755768114483609,1.0513131807272484
18.0,736.0,113.0,1.0,10.76,48.0,0.16,0,0.2592395514338046,1.0369582057352185,0.5231481481481481,0.0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0393451444283475,0.7529659817242503
43.0,343.0,53.0,1.0,7.23,48.0,0.58,0,2.887682333873582,11.550729335494328,0.10271317829457365,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09338674566105618,1.0940329690087467
19.0,453.0,103.0,2.0,16.89,12.0,0.16,0,0.21095903393699109,0.21095903393699109,0.4517543859649123,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9770153178631813,0.1624859867670215
18.0,527.0,52.0,1.0,16.69,60.0,0.16,2,1.6296657662379552,8.148328831189776,0.24074074074074073,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13583783247723166,0.9561470356397153
32.0,763.0,102.0,3.0,19.67,12.0,0.85,0,5.923225621688703,5.923225621688702,0.265625,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3359449652544422,1.0906449437317884
41.0,703.0,105.0,3.0,2.88,12.0,0.56,1,9.89806025588114,9.89806025588114,0.21341463414634146,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0630432020290777,0.9236443372116717
40.0,535.0,100.0,2.0,16.85,24.0,0.61,2,6.668111186776451,13.3362223735529,0.20833333333333334,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0169767251386058,0.9968991604027462
59.0,571.0,100.0,4.0,19.61,24.0,0.42,3,3.7393383303179117,7.4786766606358235,0.14124293785310735,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.062499619021242424,0.7584656024137836
41.0,478.0,42.0,2.0,3.6,36.0,0.84,2,3.155953077544652,9.467859232633955,0.08536585365853659,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12441042834658637,1.0296653584190474
31.0,440.0,71.0,4.0,15.3,36.0,0.16,1,3.9298693081835614,11.789607924550685,0.19086021505376344,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.027225382706787517,0.9456538795419349
67.0,373.0,55.0,4.0,19.9,60.0,0.65,3,1.4630700248044266,7.3153501240221335,0.06840796019900497,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08482044368671755,0.7909829199120949
29.0,459.0,117.0,3.0,13.17,24.0,0.71,2,3.4835592090646523,6.967118418129305,0.33620689655172414,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04362666637117778,0.682421470300766
54.0,532.0,9.0,2.0,17.69,12.0,0.21,1,4.5764666305343225,4.5764666305343225,0.013888888888888888,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.45202521607323765,1.0815334815708688
31.0,808.0,109.0,4.0,14.7,36.0,0.49,0,3.2186659371722977,9.655997811516892,0.29301075268817206,0.0,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09794534723494108,0.9859392538144766
25.0,301.0,32.0,4.0,24.02,12.0,0.31,0,6.8111152436108595,6.81111524361086,0.10666666666666667,0.0,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05516729215660443,0.6936761624156478
27.0,411.0,110.0,1.0,17.34,48.0,0.18,3,1.6239222730241671,6.495689092096669,0.3395061728395062,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2084976949113551,0.9460862011339759
40.0,545.0,13.0,2.0,10.52,12.0,0.49,2,6.68445375357404,6.684453753574041,0.027083333333333334,0.0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20194629246736945,0.9528683773157685
63.0,763.0,1.0,3.0,16.49,12.0,0.22,2,7.176746482350037,7.176746482350037,0.0013227513227513227,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.18085461078276668,0.9605350957861376
57.0,716.0,59.0,1.0,21.97,12.0,0.88,2,1.9637672053415096,1.9637672053415098,0.08625730994152046,0.0,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.935669130374924,1.0522782585262256
60.0,613.0,76.0,1.0,7.32,36.0,0.15,3,3.69239633154962,11.07718899464886,0.10555555555555556,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08690428358720018,1.0508814327353406
33.0,821.0,16.0,1.0,10.13,12.0,0.34,3,6.39945125297238,6.39945125297238,0.04040404040404041,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16811569199977802,0.8674530857310763
18.0,640.0,66.0,1.0,22.2,36.0,0.57,2,3.9973995954926322,11.992198786477896,0.3055555555555556,0.0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08211724761963693,1.0929221549401544
55.0,524.0,26.0,3.0,24.36,12.0,0.29,3,5.14757979656261,5.14757979656261,0.03939393939393939,0.0,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10965082610321106,0.6488880768844965
44.0,653.0,3.0,3.0,11.88,24.0,0.61,2,6.156993282091629,12.31398656418326,0.005681818181818182,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.022360931339451866,0.9603889295689894
19.0,731.0,112.0,4.0,23.5,60.0,0.22,1,0.022515017388555165,0.11257508694277585,0.49122807017543857,0.0,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9764732675241969,0.07243030354823485
38.0,381.0,112.0,4.0,16.95,12.0,0.75,0,10.315188023209462,10.31518802320946,0.24561403508771928,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10657386673716576,1.0479480009681337
26.0,762.0,67.0,3.0,22.71,36.0,0.88,0,1.5916871826434835,4.775061547930451,0.21474358974358973,0.0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4376143980108753,1.0908360469334213
39.0,838.0,116.0,3.0,11.65,36.0,0.86,3,3.1879390324718355,9.563817097415507,0.24786324786324787,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10734732722666507,1.00006371308344
21.0,562.0,72.0,1.0,17.06,60.0,0.21,3,2.1699101882043363,10.84955094102168,0.2857142857142857,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0361684334121964,0.9165108570967272
22.0,589.0,94.0,3.0,2.06,12.0,0.79,3,4.21408978696169,4.21408978696169,0.3560606060606061,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.35533496978700374,0.8991277362242318
28.0,763.0,119.0,4.0,17.79,60.0,0.7,3,1.281602297200287,6.408011486001436,0.3541666666666667,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2579177834372196,1.0198404790146829
41.0,839.0,24.0,3.0,3.8,36.0,0.74,1,3.474964561708354,10.424893685125063,0.04878048780487805,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09708377345634125,1.0338759613024489
25.0,334.0,10.0,3.0,10.89,36.0,0.24,2,2.5958502799882113,7.787550839964633,0.03333333333333333,0.0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1798384723591395,1.011110224040567
