qubit_index,t1_us,t2_us,u2_ns,u3_ns,readout_error,gate_fidelity
67,238.7001918524563,319.37984112454114,56.888888888888886,56.888888888888886,0.017822265625,0.9998579521538147
68,253.8242323010492,202.10155332339522,56.888888888888886,56.888888888888886,0.01318359375,0.9996177743881051
69,316.37397549465317,34.7220855205559,56.888888888888886,56.888888888888886,0.019775390625,0.9997976043229347
70,184.67132983030697,284.01298869183427,56.888888888888886,56.888888888888886,0.16259765625,0.9998579578397458
71,228.7959552493884,138.26846297723273,56.888888888888886,56.888888888888886,0.017822265625,0.9997287648723149
72,245.49441270415966,373.0782859094041,56.888888888888886,56.888888888888886,0.09716796875,0.9997430126489658
73,317.8104118510137,170.0127424244177,56.888888888888886,56.888888888888886,0.0068359375,0.999815435559167
74,181.27809195453833,136.59819344785856,56.888888888888886,56.888888888888886,0.0029296875,0.999557267243849
75,460.7579371690756,207.06408403831952,56.888888888888886,56.888888888888886,0.055908203125,0.9997671092809963
76,264.2586598249237,112.14670973171434,56.888888888888886,56.888888888888886,0.011474609375,0.9997857137126401
77,271.63335271568184,212.6679905748703,56.888888888888886,56.888888888888886,0.0087890625,0.9998660758698132
78,340.08545515959673,33.20453973529866,56.888888888888886,56.888888888888886,0.01708984375,0.9998447266423726
79,230.63643632809297,24.196989159075557,56.888888888888886,56.888888888888886,0.015625,0.9997236433037279
80,146.9928637936869,212.41801901970572,56.888888888888886,56.888888888888886,0.010986328125,0.9996882517042726
81,255.51354182116037,158.85044685375,56.888888888888886,56.888888888888886,0.005615234375,0.999794627494968
82,201.60056627164948,218.60493849848115,56.888888888888886,56.888888888888886,0.032470703125,0.9979514111162331
83,297.8927433600404,57.06640093315378,56.888888888888886,56.888888888888886,0.0234375,0.9996996934624103
84,198.89469747965714,368.3214517078221,56.888888888888886,56.888888888888886,0.5,0.9993086413963711
85,421.0571146376437,185.0064585255704,56.888888888888886,56.888888888888886,0.078125,0.9998425467888618
86,149.66741484017624,138.64850313513932,56.888888888888886,56.888888888888886,0.012939453125,0.9997182058267224
87,235.96772051568712,326.5369610513888,56.888888888888886,56.888888888888886,0.012451171875,0.9998696645386866
88,253.434099750995,99.69022075291706,56.888888888888886,56.888888888888886,0.043212890625,0.9998378267511777
89,241.18982885508578,217.97883369713438,56.888888888888886,56.888888888888886,0.017578125,0.9991284832485825
90,304.5228871387725,221.70245689980942,56.888888888888886,56.888888888888886,0.01025390625,0.9993776157603553
91,342.9809504279625,319.17783012489804,56.888888888888886,56.888888888888886,0.01953125,0.9998676071919742
92,232.17391335805084,402.65681103532813,56.888888888888886,56.888888888888886,0.340576171875,0.9998622901357003
93,287.81604919342453,42.35694986153188,56.888888888888886,56.888888888888886,0.009765625,0.9994276763960634
94,226.34879072995665,269.5944163951351,56.888888888888886,56.888888888888886,0.00927734375,0.9998218197532226
95,288.09061051746113,101.43780925242761,56.888888888888886,56.888888888888886,0.010498046875,0.9993217887318191
96,226.69675028103646,159.03124061400263,56.888888888888886,56.888888888888886,0.098876953125,0.9992301544583116
97,241.2147660588001,89.33337868163575,56.888888888888886,56.888888888888886,0.02099609375,0.9994600554603411
98,254.92839642326396,361.11710839392305,56.888888888888886,56.888888888888886,0.024658203125,0.9998717592248755
99,229.01990079588796,176.88403831577213,56.888888888888886,56.888888888888886,0.015625,0.9997295741428545
100,132.52953230862786,212.8279772197205,56.888888888888886,56.888888888888886,0.013427734375,0.9997111066124509
101,258.5550554739405,70.63221921579745,56.888888888888886,56.888888888888886,0.003662109375,0.9997219496132006
102,206.43108615370352,107.63010982137453,56.888888888888886,56.888888888888886,0.060302734375,0.999796822631941
103,298.94546535668314,215.43014060308704,56.888888888888886,56.888888888888886,0.0087890625,0.9998422616230398
104,273.98859345376127,341.73125246459665,56.888888888888886,56.888888888888886,0.003662109375,0.9997324293432334
105,295.61134575355135,27.133052989838603,56.888888888888886,56.888888888888886,0.010986328125,0.999875716407042
106,438.014977947337,359.3096616410398,56.888888888888886,56.888888888888886,0.012451171875,0.9998270363381575
107,210.71911926522037,97.91520752855389,56.888888888888886,56.888888888888886,0.02587890625,0.9993023120834676
108,163.10636822987973,243.03218856317451,56.888888888888886,56.888888888888886,0.010009765625,0.9997992167814215
109,305.2954449938729,361.4088298447686,56.888888888888886,56.888888888888886,0.02978515625,0.9993026832552693
110,364.36391334011404,389.67047459015185,56.888888888888886,56.888888888888886,0.00732421875,0.9998019547022845
111,167.71136230027628,93.95611465499476,56.888888888888886,56.888888888888886,0.045654296875,0.9996666322602753
112,358.0040221565464,97.6778749590005,56.888888888888886,56.888888888888886,0.022216796875,0.9998351927719095
113,315.5395274002463,69.35594380720394,56.888888888888886,56.888888888888886,0.00390625,0.9998396527344062
114,175.83368566998246,252.98352386754567,56.888888888888886,56.888888888888886,0.015380859375,0.9998100698688672
115,276.9149018279107,225.6782879639392,56.888888888888886,56.888888888888886,0.012451171875,0.9866704309931177
116,224.63227994943662,300.48252997862073,56.888888888888886,56.888888888888886,0.010986328125,0.9998132166312549
117,228.4422522365641,167.3092962661168,56.888888888888886,56.888888888888886,0.03076171875,0.999618218756406
118,264.31340590532653,334.0872633562487,56.888888888888886,56.888888888888886,0.012451171875,0.9997373371369775
119,209.9206484160304,171.48601771900323,56.888888888888886,56.888888888888886,0.011474609375,0.9996258368882641
120,280.49274353194096,269.8591503659144,56.888888888888886,56.888888888888886,0.0126953125,0.9998790272811959
121,246.6418850890541,15.659078594829989,56.888888888888886,56.888888888888886,0.021484375,0.9997832036830216
122,353.03440555327523,305.12933225133224,56.888888888888886,56.888888888888886,0.007568359375,0.9996449046351081
123,251.82359828750654,301.02958566410837,56.888888888888886,56.888888888888886,0.0078125,0.9998359812474747
124,278.41972084544125,332.1060328337933,56.888888888888886,56.888888888888886,0.004150390625,0.9998403840749823
125,239.28033542071583,63.37555301919867,56.888888888888886,56.888888888888886,0.0078125,0.9998149267219306
126,261.8181514271377,108.79803081319514,56.888888888888886,56.888888888888886,0.019775390625,0.9998437778016825
