Species,IUCN_Status
Plethodontohyla tuberata,NEAR_THREATENED
Rhombophryne alluaudi,
Rhombophryne coronata,LEAST_CONCERN
Rhombophryne coudreaui,NEAR_THREATENED
Rhombophryne guentherpetersi,ENDANGERED
Rhombophryne laevipes,LEAST_CONCERN
Rhombophryne mangabensis,VULNERABLE
Rhombophryne matavy,CRITICALLY_ENDANGERED
Rhombophryne minuta,ENDANGERED
Rhombophryne serratopalpebrosa,ENDANGERED
Rhombophryne testudo,ENDANGERED
Stumpffia be,ENDANGERED
Stumpffia gimmeli,LEAST_CONCERN
Stumpffia grandis,LEAST_CONCERN
Stumpffia hara,CRITICALLY_ENDANGERED
Stumpffia helenae,
Stumpffia madagascariensis,ENDANGERED
Stumpffia megsoni,DATA_DEFICIENT
Stumpffia psologlossa,ENDANGERED
Stumpffia pygmaea,ENDANGERED
Stumpffia roseifemoralis,ENDANGERED
Stumpffia staffordi,VULNERABLE
Stumpffia tetradactyla,DATA_DEFICIENT
Stumpffia tridactyla,DATA_DEFICIENT
Dyscophus antongilii,LEAST_CONCERN
Dyscophus guineti,LEAST_CONCERN
Dyscophus insularis,LEAST_CONCERN
Chiasmocleis alagoanus,VULNERABLE
Chiasmocleis albopunctata,LEAST_CONCERN
Chiasmocleis anatipes,LEAST_CONCERN
Chiasmocleis atlantica,LEAST_CONCERN
Chiasmocleis avilapiresae,LEAST_CONCERN
Chiasmocleis bassleri,LEAST_CONCERN
Chiasmocleis capixaba,LEAST_CONCERN
Chiasmocleis carvalhoi,LEAST_CONCERN
Chiasmocleis centralis,DATA_DEFICIENT
Chiasmocleis cordeiroi,LEAST_CONCERN
Chiasmocleis crucis,LEAST_CONCERN
Chiasmocleis devriesi,LEAST_CONCERN
Chiasmocleis gnoma,LEAST_CONCERN
Chiasmocleis hudsoni,LEAST_CONCERN
Chiasmocleis jimi,LEAST_CONCERN
Chiasmocleis leucosticta,LEAST_CONCERN
Chiasmocleis magnova,LEAST_CONCERN
Chiasmocleis mantiqueira,LEAST_CONCERN
Chiasmocleis mehelyi,LEAST_CONCERN
Chiasmocleis panamensis,
Chiasmocleis sapiranga,ENDANGERED
Chiasmocleis schubarti,LEAST_CONCERN
Chiasmocleis shudikarensis,LEAST_CONCERN
Chiasmocleis supercilialbus,LEAST_CONCERN
Chiasmocleis ventrimaculata,LEAST_CONCERN
Ctenophryne geayi,LEAST_CONCERN
Ctenophryne minor,DATA_DEFICIENT
Dasypops schirchi,LEAST_CONCERN
Dermatonotus muelleri,LEAST_CONCERN
Elachistocleis bicolor,LEAST_CONCERN
Elachistocleis bumbameuboi,LEAST_CONCERN
Elachistocleis carvalhoi,LEAST_CONCERN
Elachistocleis cesarii,LEAST_CONCERN
Elachistocleis erythrogaster,ENDANGERED
Elachistocleis helianneae,LEAST_CONCERN
Elachistocleis magnus,LEAST_CONCERN
Elachistocleis matogrosso,LEAST_CONCERN
Elachistocleis ovalis,LEAST_CONCERN
Elachistocleis piauiensis,LEAST_CONCERN
Elachistocleis skotogaster,LEAST_CONCERN
Elachistocleis surinamensis,LEAST_CONCERN
Elachistocleis surumu,LEAST_CONCERN
Gastrophryne carolinensis,LEAST_CONCERN
Gastrophryne elegans,LEAST_CONCERN
Gastrophryne olivacea,LEAST_CONCERN
Gastrophryne pictiventris,
Gastrophryne usta,
Hamptophryne boliviana,LEAST_CONCERN
Hypopachus barberi,NEAR_THREATENED
Hypopachus variolosus,LEAST_CONCERN
Nelsonophryne aequatorialis,
Nelsonophryne aterrima,
Hoplophryne rogersi,ENDANGERED
Hoplophryne uluguruensis,ENDANGERED
Parhoplophryne usambarica,CRITICALLY_ENDANGERED
Kalophrynus baluensis,NEAR_THREATENED
Kalophrynus bunguranus,DATA_DEFICIENT
Kalophrynus calciphilus,LEAST_CONCERN
Kalophrynus eok,DATA_DEFICIENT
Kalophrynus heterochirus,LEAST_CONCERN
Kalophrynus interlineatus,LEAST_CONCERN
Kalophrynus intermedius,LEAST_CONCERN
Kalophrynus menglienicus,
Kalophrynus minusculus,LEAST_CONCERN
Kalophrynus nubicola,NEAR_THREATENED
Kalophrynus palmatissimus,ENDANGERED
Kalophrynus pleurostigma,LEAST_CONCERN
Kalophrynus punctatus,LEAST_CONCERN
Kalophrynus robinsoni,DATA_DEFICIENT
Kalophrynus subterrestris,LEAST_CONCERN
Kalophrynus yongi,CRITICALLY_ENDANGERED
Melanobatrachus indicus,VULNERABLE
Calluella brooksii,
Calluella flava,
Calluella guttulata,
Calluella minuta,
Calluella smithi,
Calluella volzi,
Calluella yunnanensis,
Chaperina fusca,LEAST_CONCERN
Glyphoglossus molossus,NEAR_THREATENED
Kaloula assamensis,
Kaloula aureata,DATA_DEFICIENT
Kaloula baleata,LEAST_CONCERN
Kaloula borealis,LEAST_CONCERN
Kaloula conjuncta,LEAST_CONCERN
Kaloula kalingensis,LEAST_CONCERN
Kaloula kokacii,LEAST_CONCERN
Kaloula mediolineata,LEAST_CONCERN
Kaloula picta,LEAST_CONCERN
Kaloula pulchra,LEAST_CONCERN
Kaloula rigida,LEAST_CONCERN
Kaloula rugifera,LEAST_CONCERN
Kaloula taprobanica,
Kaloula verrucosa,LEAST_CONCERN
Kaloula walteri,VULNERABLE
Metaphrynella pollicaris,LEAST_CONCERN
Metaphrynella sundana,LEAST_CONCERN
Microhyla achatina,LEAST_CONCERN
Microhyla annamensis,
Microhyla annectens,
Microhyla berdmorei,LEAST_CONCERN
Microhyla borneensis,LEAST_CONCERN
Microhyla butleri,LEAST_CONCERN
Microhyla chakrapanii,LEAST_CONCERN
Microhyla erythropoda,
Microhyla fissipes,LEAST_CONCERN
Microhyla fowleri,
Microhyla fusca,
Microhyla heymonsi,LEAST_CONCERN
Microhyla karunaratnei,ENDANGERED
Microhyla maculifera,DATA_DEFICIENT
Microhyla mantheyi,LEAST_CONCERN
Microhyla marmorata,
Microhyla mixtura,LEAST_CONCERN
Microhyla nanapollexa,
Microhyla nepenthicola,
Microhyla okinavensis,LEAST_CONCERN
Microhyla ornata,LEAST_CONCERN
Microhyla palmipes,LEAST_CONCERN
Microhyla perparva,
Microhyla petrigena,
Microhyla picta,DATA_DEFICIENT
Microhyla pulchra,LEAST_CONCERN
Microhyla pulverata,
Microhyla rubra,LEAST_CONCERN
Microhyla sholigari,LEAST_CONCERN
Microhyla superciliaris,LEAST_CONCERN
Microhyla zeylanica,ENDANGERED
Micryletta inornata,LEAST_CONCERN
Micryletta steinegeri,VULNERABLE
Ramanella anamalaiensis,
Ramanella minor,
Ramanella montana,
Ramanella mormorata,
Ramanella nagaoi,
Ramanella obscura,
Ramanella palmata,
Ramanella triangularis,
Ramanella variegata,
Uperodon globulosus,LEAST_CONCERN
Uperodon systoma,LEAST_CONCERN
Otophryne pyburni,LEAST_CONCERN
Otophryne robusta,LEAST_CONCERN
Otophryne steyermarki,LEAST_CONCERN
Phrynomantis affinis,LEAST_CONCERN
Phrynomantis annectens,LEAST_CONCERN
Phrynomantis bifasciatus,LEAST_CONCERN
Phrynomantis microps,LEAST_CONCERN
Phrynomantis somalicus,LEAST_CONCERN
Paradoxophyla palmata,LEAST_CONCERN
Paradoxophyla tiarano,DATA_DEFICIENT
Scaphiophryne boribory,VULNERABLE
Scaphiophryne brevis,LEAST_CONCERN
Scaphiophryne calcarata,LEAST_CONCERN
Scaphiophryne gottlebei,ENDANGERED
Scaphiophryne madagascariensis,NEAR_THREATENED
Scaphiophryne marmorata,VULNERABLE
Scaphiophryne menabensis,LEAST_CONCERN
Scaphiophryne spinosa,LEAST_CONCERN
Arenophryne rotunda,LEAST_CONCERN
Arenophryne xiphorhyncha,LEAST_CONCERN
Assa darlingtoni,VULNERABLE
Crinia bilingua,LEAST_CONCERN
Crinia deserticola,LEAST_CONCERN
Crinia fimbriata,LEAST_CONCERN
Crinia georgiana,LEAST_CONCERN
Crinia glauerti,LEAST_CONCERN
Crinia insignifera,LEAST_CONCERN
Crinia nimbus,LEAST_CONCERN
Crinia parinsignifera,LEAST_CONCERN
Crinia pseudinsignifera,LEAST_CONCERN
Crinia remota,LEAST_CONCERN
Crinia riparia,ENDANGERED
Crinia signifera,LEAST_CONCERN
Crinia sloanei,ENDANGERED
Crinia subinsignifera,LEAST_CONCERN
Crinia tasmaniensis,NEAR_THREATENED
Crinia tinnula,LEAST_CONCERN
Geocrinia alba,
Geocrinia laevis,LEAST_CONCERN
Geocrinia leai,LEAST_CONCERN
Geocrinia lutea,
Geocrinia rosea,
Geocrinia victoriana,LEAST_CONCERN
Geocrinia vitellina,
Metacrinia nichollsi,LEAST_CONCERN
Mixophyes balbus,VULNERABLE
Mixophyes carbinensis,LEAST_CONCERN
Mixophyes coggeri,LEAST_CONCERN
Mixophyes fasciolatus,LEAST_CONCERN
Mixophyes fleayi,ENDANGERED
Mixophyes hihihorlo,DATA_DEFICIENT
Mixophyes iteratus,VULNERABLE
Mixophyes schevilli,LEAST_CONCERN
Myobatrachus gouldii,LEAST_CONCERN
Paracrinia haswelli,LEAST_CONCERN
Pseudophryne australis,NEAR_THREATENED
Pseudophryne bibronii,LEAST_CONCERN
Pseudophryne coriacea,LEAST_CONCERN
Pseudophryne corroboree,CRITICALLY_ENDANGERED
Pseudophryne covacevichae,ENDANGERED
Pseudophryne dendyi,LEAST_CONCERN
Pseudophryne douglasi,LEAST_CONCERN
Pseudophryne guentheri,LEAST_CONCERN
Pseudophryne major,LEAST_CONCERN
Pseudophryne occidentalis,LEAST_CONCERN
Pseudophryne pengilleyi,CRITICALLY_ENDANGERED
Pseudophryne raveni,LEAST_CONCERN
Pseudophryne semimarmorata,LEAST_CONCERN
Rheobatrachus silus,EXTINCT
Rheobatrachus vitellinus,EXTINCT
Spicospina flammocaerulea,ENDANGERED
Taudactylus acutirostris,EXTINCT
Taudactylus diurnus,EXTINCT
Taudactylus eungellensis,ENDANGERED
Taudactylus liemi,LEAST_CONCERN
Taudactylus pleione,CRITICALLY_ENDANGERED
Taudactylus rheophilus,CRITICALLY_ENDANGERED
Uperoleia altissima,LEAST_CONCERN
Uperoleia arenicola,LEAST_CONCERN
Uperoleia aspera,LEAST_CONCERN
Uperoleia borealis,LEAST_CONCERN
Uperoleia capitulata,
Uperoleia crassa,LEAST_CONCERN
Uperoleia daviesae,ENDANGERED
Uperoleia fusca,LEAST_CONCERN
Uperoleia glandulosa,LEAST_CONCERN
Uperoleia inundata,LEAST_CONCERN
Uperoleia laevigata,LEAST_CONCERN
Uperoleia lithomoda,LEAST_CONCERN
Uperoleia littlejohni,LEAST_CONCERN
Uperoleia marmorata,DATA_DEFICIENT
Uperoleia martini,VULNERABLE
Uperoleia micra,LEAST_CONCERN
Uperoleia micromeles,LEAST_CONCERN
Uperoleia mimula,LEAST_CONCERN
Uperoleia minima,LEAST_CONCERN
Uperoleia mjobergii,LEAST_CONCERN
Uperoleia orientalis,DATA_DEFICIENT
Uperoleia rugosa,LEAST_CONCERN
Uperoleia russelli,LEAST_CONCERN
Uperoleia talpa,LEAST_CONCERN
Uperoleia trachyderma,LEAST_CONCERN
Uperoleia tyleri,NEAR_THREATENED
Nasikabatrachus sahyadrensis,NEAR_THREATENED
Lankanectes corrugatus,NEAR_THREATENED
Nyctibatrachus aliciae,VULNERABLE
Nyctibatrachus anamallaiensis,ENDANGERED
Nyctibatrachus beddomii,ENDANGERED
Nyctibatrachus dattatreyaensis,ENDANGERED
Nyctibatrachus deccanensis,ENDANGERED
Nyctibatrachus humayuni,LEAST_CONCERN
Nyctibatrachus karnatakaensis,ENDANGERED
Nyctibatrachus kempholeyensis,LEAST_CONCERN
Nyctibatrachus major,ENDANGERED
Nyctibatrachus minimus,VULNERABLE
Nyctibatrachus minor,ENDANGERED
Nyctibatrachus petraeus,NEAR_THREATENED
Nyctibatrachus sanctipalustris,ENDANGERED
Nyctibatrachus sholai,
Nyctibatrachus sylvaticus,ENDANGERED
Nyctibatrachus vasanthi,NEAR_THREATENED
Pelobates cultripes,VULNERABLE
Pelobates fuscus,LEAST_CONCERN
Pelobates syriacus,LEAST_CONCERN
Pelobates varaldii,ENDANGERED
Pelodytes caucasicus,LEAST_CONCERN
Pelodytes ibericus,LEAST_CONCERN
Pelodytes punctatus,LEAST_CONCERN
Conraua alleni,LEAST_CONCERN
Conraua beccarii,LEAST_CONCERN
Conraua crassipes,LEAST_CONCERN
Conraua derooi,CRITICALLY_ENDANGERED
Conraua goliath,ENDANGERED
Conraua robusta,VULNERABLE
Petropedetes cameronensis,LEAST_CONCERN
Petropedetes dutoiti,
Petropedetes euskircheni,ENDANGERED
Petropedetes johnstoni,LEAST_CONCERN
Petropedetes juliawurstnerae,ENDANGERED
Petropedetes martiensseni,
Petropedetes natator,
Petropedetes palmipes,VULNERABLE
Petropedetes parkeri,DATA_DEFICIENT
Petropedetes perreti,CRITICALLY_ENDANGERED
Petropedetes vulpiae,LEAST_CONCERN
Petropedetes yakusini,
Phrynobatrachus acridoides,LEAST_CONCERN
Phrynobatrachus acutirostris,NEAR_THREATENED
Phrynobatrachus africanus,LEAST_CONCERN
Phrynobatrachus albifer,DATA_DEFICIENT
Phrynobatrachus albomarginatus,DATA_DEFICIENT
Phrynobatrachus alleni,LEAST_CONCERN
Phrynobatrachus annulatus,LEAST_CONCERN
Phrynobatrachus anotis,DATA_DEFICIENT
Phrynobatrachus asper,VULNERABLE
Phrynobatrachus auritus,LEAST_CONCERN
Phrynobatrachus batesii,LEAST_CONCERN
Phrynobatrachus bequaerti,LEAST_CONCERN
Phrynobatrachus breviceps,DATA_DEFICIENT
Phrynobatrachus brevipalmatus,DATA_DEFICIENT
Phrynobatrachus brongersmai,DATA_DEFICIENT
Phrynobatrachus bullans,LEAST_CONCERN
Phrynobatrachus calcaratus,LEAST_CONCERN
Phrynobatrachus chukuchuku,CRITICALLY_ENDANGERED
Phrynobatrachus congicus,DATA_DEFICIENT
Phrynobatrachus cornutus,LEAST_CONCERN
Phrynobatrachus cricogaster,NEAR_THREATENED
Phrynobatrachus cryptotis,DATA_DEFICIENT
Phrynobatrachus dalcqi,DATA_DEFICIENT
Phrynobatrachus danko,ENDANGERED
Phrynobatrachus dendrobates,LEAST_CONCERN
Phrynobatrachus dispar,LEAST_CONCERN
Phrynobatrachus elberti,DATA_DEFICIENT
Phrynobatrachus francisci,LEAST_CONCERN
Phrynobatrachus fraterculus,LEAST_CONCERN
Phrynobatrachus gastoni,DATA_DEFICIENT
Phrynobatrachus ghanensis,NEAR_THREATENED
Phrynobatrachus giorgii,DATA_DEFICIENT
Phrynobatrachus graueri,LEAST_CONCERN
Phrynobatrachus guineensis,LEAST_CONCERN
Phrynobatrachus gutturosus,LEAST_CONCERN
Phrynobatrachus hieroglyphicus,DATA_DEFICIENT
Phrynobatrachus hylaios,LEAST_CONCERN
Phrynobatrachus inexpectatus,DATA_DEFICIENT
Phrynobatrachus intermedius,CRITICALLY_ENDANGERED
Phrynobatrachus irangi,CRITICALLY_ENDANGERED
Phrynobatrachus kakamikro,DATA_DEFICIENT
Phrynobatrachus keniensis,LEAST_CONCERN
Phrynobatrachus kinangopensis,VULNERABLE
Phrynobatrachus krefftii,ENDANGERED
Phrynobatrachus latifrons,LEAST_CONCERN
Phrynobatrachus leveleve,LEAST_CONCERN
Phrynobatrachus liberiensis,LEAST_CONCERN
Phrynobatrachus mababiensis,LEAST_CONCERN
Phrynobatrachus maculiventris,
Phrynobatrachus manengoubensis,CRITICALLY_ENDANGERED
Phrynobatrachus minutus,LEAST_CONCERN
Phrynobatrachus nanus,DATA_DEFICIENT
Phrynobatrachus natalensis,LEAST_CONCERN
Phrynobatrachus ogoensis,DATA_DEFICIENT
Phrynobatrachus pakenhami,ENDANGERED
Phrynobatrachus pallidus,LEAST_CONCERN
Phrynobatrachus parkeri,LEAST_CONCERN
Phrynobatrachus parvulus,LEAST_CONCERN
Phrynobatrachus perpalmatus,LEAST_CONCERN
Phrynobatrachus petropedetoides,DATA_DEFICIENT
Phrynobatrachus phyllophilus,LEAST_CONCERN
Phrynobatrachus pintoi,ENDANGERED
Phrynobatrachus plicatus,LEAST_CONCERN
Phrynobatrachus pygmaeus,DATA_DEFICIENT
Phrynobatrachus rouxi,DATA_DEFICIENT
Phrynobatrachus rungwensis,LEAST_CONCERN
Phrynobatrachus sandersoni,LEAST_CONCERN
Phrynobatrachus scapularis,LEAST_CONCERN
Phrynobatrachus scheffleri,LEAST_CONCERN
Phrynobatrachus steindachneri,CRITICALLY_ENDANGERED
Phrynobatrachus sternfeldi,DATA_DEFICIENT
Phrynobatrachus stewartae,LEAST_CONCERN
Phrynobatrachus sulfureogularis,VULNERABLE
Phrynobatrachus taiensis,DATA_DEFICIENT
Phrynobatrachus tokba,LEAST_CONCERN
Phrynobatrachus ukingensis,LEAST_CONCERN
Phrynobatrachus ungujae,ENDANGERED
Phrynobatrachus uzungwensis,NEAR_THREATENED
Phrynobatrachus versicolor,LEAST_CONCERN
Phrynobatrachus villiersi,LEAST_CONCERN
Phrynobatrachus vogti,
Phrynobatrachus werneri,LEAST_CONCERN
Hymenochirus boettgeri,LEAST_CONCERN
Hymenochirus boulengeri,DATA_DEFICIENT
Hymenochirus curtipes,LEAST_CONCERN
Hymenochirus feae,DATA_DEFICIENT
Pipa arrabali,LEAST_CONCERN
Pipa aspera,LEAST_CONCERN
Pipa carvalhoi,LEAST_CONCERN
Pipa myersi,ENDANGERED
Pipa parva,LEAST_CONCERN
Pipa pipa,LEAST_CONCERN
Pipa snethlageae,LEAST_CONCERN
Pseudhymenochirus merlini,LEAST_CONCERN
Silurana epitropicalis,
Silurana tropicalis,
Xenopus amieti,VULNERABLE
Xenopus andrei,LEAST_CONCERN
Xenopus borealis,LEAST_CONCERN
Xenopus boumbaensis,NEAR_THREATENED
Xenopus clivii,LEAST_CONCERN
Xenopus fraseri,DATA_DEFICIENT
Xenopus gilli,ENDANGERED
Xenopus itombwensis,ENDANGERED
Xenopus laevis,LEAST_CONCERN
Xenopus largeni,ENDANGERED
Xenopus lenduensis,CRITICALLY_ENDANGERED
Xenopus longipes,CRITICALLY_ENDANGERED
Xenopus muelleri,LEAST_CONCERN
Xenopus petersii,LEAST_CONCERN
Xenopus pygmaeus,LEAST_CONCERN
Xenopus ruwenzoriensis,DATA_DEFICIENT
Xenopus vestitus,LEAST_CONCERN
Xenopus victorianus,LEAST_CONCERN
Xenopus wittei,LEAST_CONCERN
Hildebrandtia macrotympanum,LEAST_CONCERN
Hildebrandtia ornata,LEAST_CONCERN
Hildebrandtia ornatissima,DATA_DEFICIENT
Lanzarana largeni,LEAST_CONCERN
Ptychadena aequiplicata,LEAST_CONCERN
Ptychadena anchietae,LEAST_CONCERN
Ptychadena ansorgii,LEAST_CONCERN
Ptychadena arnei,DATA_DEFICIENT
Ptychadena bibroni,LEAST_CONCERN
Ptychadena boettgeri,DATA_DEFICIENT
Ptychadena broadleyi,NEAR_THREATENED
Ptychadena bunoderma,LEAST_CONCERN
Ptychadena christyi,LEAST_CONCERN
Ptychadena chrysogaster,LEAST_CONCERN
Ptychadena cooperi,LEAST_CONCERN
Ptychadena erlangeri,NEAR_THREATENED
Ptychadena filwoha,DATA_DEFICIENT
Ptychadena gansi,LEAST_CONCERN
Ptychadena grandisonae,LEAST_CONCERN
Ptychadena guibei,LEAST_CONCERN
Ptychadena harenna,DATA_DEFICIENT
Ptychadena hylaea,
Ptychadena ingeri,DATA_DEFICIENT
Ptychadena keilingi,LEAST_CONCERN
Ptychadena longirostris,LEAST_CONCERN
Ptychadena mahnerti,LEAST_CONCERN
Ptychadena mapacha,DATA_DEFICIENT
Ptychadena mascareniensis,LEAST_CONCERN
Ptychadena mossambica,LEAST_CONCERN
Ptychadena nana,ENDANGERED
Ptychadena neumanni,LEAST_CONCERN
Ptychadena newtoni,ENDANGERED
Ptychadena obscura,LEAST_CONCERN
Ptychadena oxyrhynchus,LEAST_CONCERN
Ptychadena perplicata,LEAST_CONCERN
Ptychadena perreti,LEAST_CONCERN
Ptychadena porosissima,LEAST_CONCERN
Ptychadena pujoli,DATA_DEFICIENT
Ptychadena pumilio,LEAST_CONCERN
Ptychadena retropunctata,LEAST_CONCERN
Ptychadena schillukorum,LEAST_CONCERN
Ptychadena stenocephala,LEAST_CONCERN
Ptychadena straeleni,LEAST_CONCERN
Ptychadena submascareniensis,DATA_DEFICIENT
Ptychadena subpunctata,LEAST_CONCERN
Ptychadena superciliaris,LEAST_CONCERN
Ptychadena taenioscelis,LEAST_CONCERN
Ptychadena tellinii,LEAST_CONCERN
Ptychadena tournieri,LEAST_CONCERN
Ptychadena trinodis,LEAST_CONCERN
Ptychadena upembae,LEAST_CONCERN
Ptychadena uzungwensis,LEAST_CONCERN
Ptychadena wadei,DATA_DEFICIENT
Amietia amieti,
Amietia angolensis,LEAST_CONCERN
Amietia desaegeri,LEAST_CONCERN
Amietia dracomontana,
Amietia fuscigula,LEAST_CONCERN
Amietia inyangae,ENDANGERED
Amietia johnstoni,ENDANGERED
Amietia lubrica,
Amietia ruwenzorica,LEAST_CONCERN
Amietia tenuoplicata,LEAST_CONCERN
Amietia umbraculata,
Amietia vandijki,LEAST_CONCERN
Amietia vertebralis,LEAST_CONCERN
Amietia viridireticulata,
Amietia wittei,LEAST_CONCERN
Anhydrophryne hewitti,LEAST_CONCERN
Anhydrophryne ngongoniensis,ENDANGERED
Anhydrophryne rattrayi,VULNERABLE
