uid,startDate,endDate,namedLocation,testedDate,batchID,cqValue,controlType,testPathogenName,criteriaMet,remarks,dataQF
"543572fc-d872-459b-b8f9-40f7a8c22547","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate4_NI_20260319",0.00,"extractionNegative","Borrelia sp.","Y",,
"40834546-0cd1-4c7b-b55c-acf22eb20c5e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate21_Ixodes_20260417",17.07,"positive","Dermacentor variabilis","Y",,
"79c343d6-b3af-4109-93ee-eeeeb7bff26c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate5_Ixodes_20260414",0.00,"masterMixNegative","Ixodes scapularis","Y",,
"951cb54d-665d-4e27-9d7a-8bd55a05cef8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate50_NI_20260408",0.00,"extractionNegative","Ixodes pacificus","Y",,
"35884a3b-4a0f-4f1c-8077-cd37e111359c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate7_NI_20260319",0.00,"extractionNegative","Francisella tularensis","Y",,
"3cffe71a-b2ac-4fa5-9534-608e9cd97a16","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate20_NI_20260331",21.03,"positive","Borrelia sp.","Y",,
"04bac5a4-74d3-4fe5-90a3-0a9a84ff8317","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate25_Ixodes_20260417",0.00,"masterMixNegative","Babesia microti","Y",,
"cc90f485-77ce-488a-aeab-eaa9a44d9e97","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate24_NI_20260331",0.00,"extractionNegative","Rickettsia rickettsii","Y",,
"5a5e57dd-bcbc-4bf5-b787-fba22334f738","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate6_NI_20260319",0.00,"masterMixNegative","Borrelia lonestari","Y",,
"1de90586-ce51-4291-aa1e-4580b545f0ce","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate8_NI_20260319",0.00,"mixedSampleNegative","Amblyomma americanum","Y",,
"fdfc7dac-9ed7-4056-983e-abd6224e7ee6","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate35_NI_20260402",0.00,"extractionNegative","Anaplasma phagocytophilum","Y",,
"220eda27-8a2c-4786-86b5-96cb865d0534","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate3_NI_20260319",0.00,"masterMixNegative","Borrelia lonestari","Y",,
"c75764e6-d97f-4cb2-9064-66a543dfd44c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate6_Ixodes_20260414",21.39,"positive","Borrelia mayonii","Y",,
"6d2e5ee2-9188-4a06-a8da-8cdfa7f0cc23","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate3_NI_20260319",19.28,"positive","Amblyomma americanum","Y",,
"d5409a8f-fc2d-44b2-b44a-ba64e03936cb","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate24_NI_20260331",19.73,"positive","Ixodes scapularis","Y",,
"1568785c-7670-4151-94fb-2b0528c09bb7","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate15_Ixodes_20260415",17.51,"positive","Ixodes pacificus","Y",,
"3ed1bc1a-bfc2-4335-a1dd-0a47ee443565","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate23_NI_20260331",0.00,"masterMixNegative","Ixodes scapularis","Y",,
"8bcb9762-bae5-4307-bd1b-5b39f20cc4b3","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate50_NI_20260408",18.44,"positive","Dermacentor variabilis","Y",,
"4d1d61d1-f2ee-4c5e-b452-65219747d5e1","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate38_NI_20260402",0.00,"masterMixNegative","Anaplasma phagocytophilum","Y",,
"9fe46960-9f8a-4999-85dd-d93279d331b2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate60_NI_20260409",0.00,"extractionNegative","Rickettsia philipii","Y",,
"58691fec-28f2-40db-92c1-12342d9b2cb4","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate14_Ixodes_20260415",0.00,"mixedSampleNegative","Borrelia sp.","Y",,
"898b2107-8506-4922-9ec8-13575ab980b7","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate2_Ixodes_20260414",0.00,"mixedSampleNegative","Borrelia burgdorferi sensu lato","Y",,
"27ce3a4c-8d24-48b9-89a0-65276457b317","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate27_Ixodes_20260417",0.00,"extractionNegative","Borrelia sp.","Y",,
"02369ae8-a012-4162-9f71-c37d1a962dcd","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate20_Ixodes_20260417",0.00,"extractionNegative","Borrelia miyamotoi","Y",,
"f4372fad-592b-4002-ab2f-ab4243b690e8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate8_NI_20260319",23.06,"positive","HardTick DNA Quality","Y",,
"4684d989-c408-4e38-bb31-0fdf3df69d68","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate60_NI_20260409",0.00,"extractionNegative","HardTick DNA Quality","Y",,
"c0a12fff-bfc0-450f-8a98-8c90ace5fd6e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate53_NI_20260408",0.00,"extractionNegative","HardTick DNA Quality","Y",,
"7ec72d8f-f820-477f-a597-a927bcce1db8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate8_NI_20260319",0.00,"extractionNegative","Ixodes pacificus","Y",,
"278d3e78-6d3c-438e-9c68-1edde76b4531","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate12_NI_20260323",0.00,"masterMixNegative","Amblyomma americanum","Y",,
"34f3b3b3-70bd-491a-bf76-bd6573b6b1e0","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate32_NI_20260401",18.76,"positive","Ixodes scapularis","Y",,
"87d9baee-5f76-488d-8c63-25a664841fea","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate68_NI_20260410",0.00,"masterMixNegative","Ehrlichia chaffeensis","Y",,
"6032e2ed-daf5-453c-a33c-03cf0900b93b","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate25_Ixodes_20260417",0.00,"mixedSampleNegative","Ehrlichia muris-like","Y",,
"8646a2c0-cf09-4ee0-b84c-22e397f78b68","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate36_NI_20260402",22.14,"positive","Francisella tularensis","Y",,
"1b882dc5-33a1-4343-bce0-d615ae0bbea2","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate5_Ixodes_20260414",0.00,"mixedSampleNegative","Borrelia miyamotoi","Y",,
"46d8f565-8851-430f-b514-c541940d2240","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate9_NI_20260323",0.00,"mixedSampleNegative","Borrelia lonestari","Y",,
"705f453d-5f2b-4a60-9dad-a1e4ca12460e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate39_NI_20260402",0.00,"masterMixNegative","Rickettsia rickettsii","Y",,
"d8812dbf-a643-4c6a-80ef-8e8b1ec61fdc","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate8_Ixodes_20260414",0.00,"mixedSampleNegative","Ixodes pacificus","Y",,
"5beb02d2-330c-4668-a4f0-698c9c9f6078","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate47_NI_20260406",0.00,"extractionNegative","Francisella tularensis","Y",,
"c281f402-b185-4d98-b2f9-ee5d98e81ecd","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate34_NI_20260402",19.42,"positive","Amblyomma americanum","Y",,
"d0428751-64fa-4e1f-9924-60f923c60855","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate26_NI_20260401",0.00,"masterMixNegative","Rickettsia parkeri","Y",,
"2d5eb039-518d-4ec7-9dae-91871f12bbe9","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate20_Ixodes_20260417",0.00,"mixedSampleNegative","Ixodes scapularis","Y",,
"935e7518-a26a-4662-a273-0b0925536826","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate34_NI_20260402",0.00,"masterMixNegative","Rickettsia parkeri","Y",,
"98f38986-aaa9-43f1-9e9a-6b4348a79062","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate22_NI_20260331",0.00,"extractionNegative","Ixodes scapularis","Y",,
"143b7b81-4fa9-4c5f-a481-cb2c6d5d687a","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate40_NI_20260402",0.00,"extractionNegative","Ehrlichia chaffeensis","Y",,
"f0e10837-383b-4393-81f2-6f49a55ce548","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate29_NI_20260401",0.00,"masterMixNegative","Dermacentor variabilis","Y",,
"b3924b11-f9a5-4272-9c4c-33a2fb967a28","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate69_NI_20260410",0.00,"masterMixNegative","Rickettsia rickettsii","Y",,
"3586cde6-242b-4a30-a81a-0c373a3482a5","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate47_NI_20260406",0.00,"masterMixNegative","Rickettsia parkeri","Y",,
"1953fb2d-4807-4818-a22f-9ac1e861fc4f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate41_NI_20260406",0.00,"extractionNegative","Amblyomma americanum","Y",,
"733e6ef5-67bd-40c7-9926-71d29184df97","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate62_NI_20260409",0.00,"extractionNegative","Rickettsia parkeri","Y",,
"c4c6a8ca-3231-4ee9-b320-bdc2b37f1157","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate65_NI_20260410",0.00,"masterMixNegative","Borrelia sp.","Y",,
"668831e1-4975-42ee-b017-0b7ccd51a239","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate1_NI_20260319",0.00,"masterMixNegative","Ehrlichia ewingii","Y",,
"5986010a-035e-46a8-8948-f75e657f4f70","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate53_NI_20260408",0.00,"masterMixNegative","Borrelia sp.","Y",,
"d31d3c9d-bedf-4fef-97da-6c9c6812124f","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate34_NI_20260402",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"4d82b31a-9200-48f2-8a7b-3d3dc2f44bbc","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-21","Plate27_Ixodes_20260417",17.90,"positive","Ixodes pacificus","Y",,
"3fb4e1b1-2e16-4081-b100-3aef47f2176b","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate49_NI_20260408",0.00,"mixedSampleNegative","HardTick DNA Quality","Y",,
"13808213-1454-4f57-aae3-47dc1e12bc29","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate14_Ixodes_20260415",0.00,"extractionNegative","Borrelia burgdorferi sensu lato","Y",,
"81eb2e01-900f-4fa3-9ab3-64f4c28f7ae3","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate23_Ixodes_20260417",0.00,"mixedSampleNegative","Ixodes scapularis","Y",,
"fbc94a2c-9e55-4d89-b23d-e03c20031eaf","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate38_NI_20260402",0.00,"extractionNegative","Ehrlichia chaffeensis","Y",,
"0605e663-5192-4221-ab43-dc4d5fc8ab21","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate59_NI_20260409",0.00,"mixedSampleNegative","Rickettsia parkeri","Y",,
"88d3729a-d004-49a1-97c8-22f3196d55bb","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate19_Ixodes_20260417",0.00,"mixedSampleNegative","Borrelia burgdorferi sensu lato","Y",,
"5aba6555-45e4-4d29-a01d-671c853f2610","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate67_NI_20260410",0.00,"extractionNegative","Ixodes scapularis","Y",,
"899bd46c-da7f-4dae-bdee-c369fb8980ec","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate20_NI_20260331",0.00,"extractionNegative","Francisella tularensis","Y",,
"bcd00dcd-5d05-4a96-9825-df968ddd060c","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate31_NI_20260401",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"d4f4116d-51f9-4e80-bc15-2a61a75028de","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate30_NI_20260401",22.24,"positive","Rickettsia parkeri","Y",,
"c53a7759-6d2e-4e8e-9b02-9eeb7690ac27","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate12_NI_20260323",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"cb5323c6-52ce-4b7e-969e-151dfb1760f8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate63_NI_20260409",0.00,"extractionNegative","Borrelia lonestari","Y",,
"93a2271f-a704-4ea0-93e8-c59c7e41429b","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate10_Ixodes_20260415",0.00,"extractionNegative","Ixodes scapularis","Y",,
"cbf12c61-7fe8-43b1-9ee1-573540bfdcb6","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate54_NI_20260408",0.00,"extractionNegative","Ixodes scapularis","Y",,
"f73149cb-8e67-40a2-ae66-932b56113ab4","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate25_NI_20260401",18.30,"positive","Ixodes pacificus","Y",,
"3b5d2ac8-5f62-4fb4-92fe-2a05a19043e8","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate22_Ixodes_20260417",20.95,"positive","Borrelia burgdorferi sensu lato","Y",,
"4846d6fc-e6fa-4854-be0a-85f76191aeab","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate1_Ixodes_20260414",18.33,"positive","Ehrlichia muris-like","Y",,
"d1b9ba0f-efa2-4a31-b732-c6b8a871efa0","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-08","Plate54_NI_20260408",0.00,"masterMixNegative","Rickettsia parkeri","Y",,
"8cf1462d-826e-401e-9fe6-93ce34ff7b61","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-23","Plate11_NI_20260323",0.00,"masterMixNegative","HardTick DNA Quality","Y",,
"9982c7ba-2022-42b6-af5f-9e13c92d27b5","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-19","Plate5_NI_20260319",0.00,"extractionNegative","Ixodes scapularis","Y",,
"63e63a82-628e-4370-97ad-17881256b66d","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-10","Plate65_NI_20260410",18.16,"positive","Borrelia lonestari","Y",,
"e0d13d80-6b91-47f1-8083-cdc9c4b74f10","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-06","Plate45_NI_20260406",0.00,"masterMixNegative","Ehrlichia chaffeensis","Y",,
"a9fe6d06-d532-4c3a-a6b9-8e03aab0fa21","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-14","Plate8_Ixodes_20260414",0.00,"extractionNegative","Babesia microti","Y",,
"9c9d8eef-de90-418a-b6c9-23b0f7b30564","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-01","Plate29_NI_20260401",0.00,"mixedSampleNegative","Ixodes scapularis","Y",,
"07365a40-509b-4f88-902d-1697ad012d71","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-15","Plate15_Ixodes_20260415",0.00,"masterMixNegative","Ixodes pacificus","Y",,
"48e4af7e-76b6-4236-899b-a537719c6fdf","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-09","Plate62_NI_20260409",18.17,"positive","Francisella tularensis","Y",,
"c0c99fdb-8fb4-4128-8941-5a64acb88d29","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate39_NI_20260402",0.00,"extractionNegative","Rickettsia rickettsii","Y",,
"31b6162e-6d7a-4258-b8dc-d8b61eeebbb4","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate18_NI_20260331",0.00,"extractionNegative","Rickettsia parkeri","Y",,
"97529861-92ed-46fc-afa0-b3ed3ce4b03a","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate20_NI_20260331",21.73,"positive","Anaplasma phagocytophilum","Y",,
"17483d9f-c070-4729-a252-38190f9d5102","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-03-31","Plate17_NI_20260331",21.52,"positive","Rickettsia rickettsii","Y",,
"ceef330b-ec62-482c-a398-7ab35052b03e","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate33_NI_20260402",0.00,"masterMixNegative","Rickettsia parkeri","Y",,
"83775236-e7c4-4996-bd24-8a93cf383157","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-02","Plate37_NI_20260402",0.00,"masterMixNegative","Francisella tularensis","Y",,
"151a956e-38a5-445f-b21d-2a8c310cc037","2026-05-08T14:19Z","2026-05-08T14:19Z","University of Massachusetts Laboratory of Medical Zoology","2026-04-17","Plate23_Ixodes_20260417",0.00,"mixedSampleNegative","Borrelia sp.","Y",,
