Packet Collision Rate (%),Channel Utilization (%),Queue Length (packets),UAV Count,Mobility Speed (m/s),Network Density (UAVs/km²),Traffic Load (packets/sec),SNR (dB),Optimal CW Size
42.29318791183682,79.93777190119368,38,13,11.598525187023844,17.75138310010032,29.713705271812714,20.831938455969738,62
21.053899701211517,57.154840840876695,32,13,13.461710906797888,42.675674819981815,66.13018689961534,22.588474222342008,42
17.642052935932135,57.38820514800956,47,3,15.468190963974125,29.434915967237117,27.206298844174892,15.138285693845868,49
29.42132374212118,77.94284960327795,45,19,6.050753771075698,21.82136489901511,136.92061764117267,26.016053759570493,54
11.341590123864318,45.52051447493965,43,17,11.517039543771842,33.139848186690486,35.33209510508928,22.642448568980463,39
41.098864133931784,37.180817353540654,26,22,16.866518731688547,5.55534707271683,171.8507259093887,20.07027022595993,55
8.354778965589688,53.050440246650474,21,8,10.336064849075207,11.433239492033847,165.26629963806178,11.202171121567917,29
49.40991214702328,48.670534457515316,38,26,7.012235834724314,38.403209217661825,12.59572023941579,28.318699250223073,66
39.751014618349586,49.260027829639355,10,24,13.784763356413384,15.987272392226885,180.18800754787176,22.30902840768812,46
13.942205669037758,45.184503818244146,10,27,16.827813124384214,31.910410279793734,15.499420181239742,13.85382189385936,27
5.248495270562108,32.73605732636352,38,17,3.136525272693044,22.329617127036336,55.53269914193576,22.127722339661055,32
41.695764280467536,31.161805757671896,5,11,15.982228701330088,43.46626004596676,16.15393617743906,23.549267084799467,44
36.80858047314277,94.20195533284205,14,16,16.789662793311884,47.85868876984896,73.81026253747004,20.51540673366451,46
37.80532256184443,57.80525369283105,25,20,10.307412696594923,44.76041277665857,107.63463988552161,24.362034759120448,51
39.70716560086756,54.98123206537931,9,28,19.69950182273241,17.177899761211847,161.36252511287623,21.629078958572485,45
8.332009328034067,74.17707337504953,6,19,16.160750132731565,13.737329107073702,74.21649458926886,28.955391640642965,16
21.130957784492267,44.18650271122917,26,20,15.925926168121984,26.349570212933074,144.04310468789217,11.073941571986136,42
10.214107678630837,91.74747695676464,6,7,15.461094339417292,5.330036787628113,45.625846852606266,12.12491416939121,23
43.83965416440171,81.11242593701088,14,22,4.710945857928932,6.161422678843178,152.61370678138402,13.473432739086796,54
33.04841570724011,35.81171515029687,38,22,5.9101559561541945,29.898078783035004,54.83935512275514,23.803421412086642,54
19.890411118369215,57.14275042602034,20,11,10.35182236635965,28.42022318743787,37.273503629315904,22.91191745499617,35
7.860125762871064,87.1426899915407,43,13,6.752078299270385,49.7561895065867,45.22768157107032,27.84117720419388,35
18.9942044772048,91.40758144894167,26,26,9.474337502012729,14.082882591369115,44.591994487552526,24.65754905767797,36
19.633249491203618,60.38109823124153,16,24,17.99235397861257,16.614676812221077,107.44394708162832,20.167109751291846,33
37.83227802521289,69.87174029869601,28,3,16.837884053826848,10.1093289046829,170.51154042574777,29.836635849272607,51
33.69008621098459,40.85720649598489,44,20,13.34071781263968,46.28943543441851,25.12496462857607,15.322159123385983,60
44.924573415934695,94.42596069890348,42,8,17.446167096519865,40.001506000630286,144.3217005137503,26.663833195709078,64
26.24967163228772,45.05866058992382,14,29,16.107903002310486,42.005260015558136,134.32582733404297,18.535807443878387,38
10.381741067223576,91.27756531878316,39,4,9.721728773136029,45.62437045840289,175.77879084757885,22.974702777514686,36
37.09601542503478,72.22703218450394,36,17,5.619172736899012,28.620499402662723,56.388036496312374,24.545369409048682,56
39.23532718776038,69.50289166712585,11,28,11.255618720168105,25.303693615282565,95.52087315015562,22.67508174380673,46
30.25747389062733,63.324753216073056,25,23,15.252119885513903,19.86761631495274,185.9072011442683,12.810146062171865,48
39.69352309795524,44.993537761654316,24,16,9.855552777132674,31.514657645653497,135.39875552571027,18.859020214958655,54
27.220801836397584,41.474322080358036,30,7,14.00189437611015,25.442527855542014,83.86599844370342,21.228767558662486,46
28.522977322189732,44.3316035895614,8,8,3.6978936732387853,25.32045139725088,34.96835274250101,26.980875183571936,34
24.239345826134734,42.11848703937655,26,8,15.464085254685262,47.161753867901254,59.8721515011123,18.872914975971447,42
6.143860703484283,80.67299078183896,19,24,16.628845158075116,49.28141814256086,120.43094072298283,28.37494609608503,21
9.8551142146987,52.75814184583746,44,20,14.72308140404974,40.84179751983113,146.4519100364976,18.807484460504213,40
6.414313355903041,33.759773976620764,25,16,19.41074457547458,39.054114061111775,33.64015850185976,20.975597185260234,27
33.63846850687012,92.99167095915274,19,12,16.879737034291526,35.62511728005957,123.92347940837026,25.92571365885602,44
19.1460191484347,87.44608252262267,26,16,18.25568710177769,12.473368355008116,114.56674297936269,21.661353688442873,37
27.885681102411624,90.30389840768885,32,15,18.804279502237666,7.659761939404453,107.65153487123453,29.204361447656492,45
45.84049132667418,94.66900847201829,18,5,16.424263853728554,36.08268418009684,141.12339235958152,23.20671661028255,54
16.21815031169937,41.30319119926668,31,8,14.136659156116984,37.795380001545915,169.11542306585775,20.45418908135202,38
23.46723153660334,55.755731228672815,45,10,2.102934464494207,7.113784599416291,71.368039803605,10.471839355615916,54
38.99980123443719,79.28550092076594,44,14,10.384863558016244,46.76232876029817,178.91231612108228,18.274657951606596,63
15.29591744712301,75.2413401734965,32,15,12.280921375202498,9.10132877501049,40.52038639752463,15.984968385203208,39
8.464095942295685,40.00323391209058,30,13,7.4725449040639935,17.865524019704107,42.87453525272122,24.962113357749786,30
18.038815381119562,83.02915312439015,6,14,7.725880044262497,35.2575415759417,60.68669208854554,14.165553503070916,29
12.2549579264302,44.58863716938294,29,3,19.30086948278297,12.644266748201435,32.710865213944786,14.104401745881436,36
46.83639435541579,44.5481449634705,7,19,18.050795573649427,7.493714979900999,53.76065268974674,13.790380864747537,52
41.365417080398764,64.90333748807188,12,18,17.285222099030676,19.901592012386743,30.218234951540474,12.512312263124718,51
33.503169042969056,68.5410957647107,48,13,9.308212430709991,39.46872086848306,166.13295922722418,16.22014007341775,61
44.215726558447294,67.70560350945772,37,15,2.246573907360462,23.615540554336715,36.40410845845867,27.718442288868502,61
41.165243460460154,35.946644430854064,46,20,3.4440004362028533,34.38378148585727,151.9865359363728,25.4985694461191,64
13.395652649871613,87.03495607097472,39,13,7.619534627916866,31.08285937526615,19.10363490353341,24.70502432613587,38
45.165154932049,47.2640027682659,10,14,2.2833724339221857,5.999831691151119,190.21886222764388,25.946736112999254,49
29.270400886204282,38.41846988338227,43,8,2.3086960744735663,49.4842994170568,145.12041663027557,15.388357786591433,56
41.334806982382815,87.76862519148352,27,11,18.4988594295634,6.864263996872449,11.291344231361238,27.748833815049757,54
45.324108496557194,92.11734738493396,29,18,14.710853038142973,48.55112319418183,155.13273503804066,12.746067502832087,62
19.310156373733875,86.03829512225428,47,6,7.561207821226748,29.74388802639792,107.6755649455752,16.72691453431164,49
9.952336603745454,82.61854485711707,23,5,4.387602396817157,48.34215621792799,158.07938236367275,21.734962379346857,28
15.257082314387375,72.59072874153641,9,18,11.209442922111387,10.163911973622596,109.2743936892118,12.058101766840013,29
24.219850488181535,65.80572908959405,15,26,2.09623089537856,27.068383363348094,131.7947229507174,24.6026037555285,35
41.81066446651219,35.65413939424166,16,29,18.891447389446594,12.62768413397264,159.4030145250577,17.7449209640695,52
43.732876246535454,56.54945884959542,14,28,9.466672149001049,7.293869466009909,86.97053037169277,25.688113312168,50
5.312845873903582,54.22475360580041,12,27,9.24202919427199,32.788810177804024,10.514548465885897,19.857925711692054,20
27.983628615990458,46.8839959444212,28,14,9.03068493647208,14.350253943276115,171.4898342295858,13.617490488506727,48
23.783495141695056,77.02230738975803,32,13,3.2479099469797656,31.44636582293957,82.36916889868588,24.69523622710689,43
14.99485147118286,62.2319227801201,45,7,13.489800316252879,10.056401687704353,104.24811794315077,15.04287911677887,45
10.393941530015727,35.268004033997116,40,27,15.19406515331036,19.939391214471627,11.475662009254057,19.816206025360856,38
20.192682713163258,44.311908126737734,41,20,14.170257156589225,40.17346511239612,103.49748196651862,11.510665383138152,49
47.43093667606336,74.41181963787373,25,21,4.491838879929098,24.667318482898445,197.4326062986286,22.357333088240736,59
19.544131940933987,34.94850586686951,12,25,12.419123024640665,33.24854367038014,62.87085555556623,23.317155324325544,30
28.345577978451473,85.32844941316996,13,25,12.250720715100568,34.13560733354957,85.12947134605183,17.57348419945567,39
36.635853150283005,62.18452425590833,19,8,17.631394182944877,42.96897697942821,140.56609932904857,29.088455606421476,46
21.363332107068228,61.23812752623212,44,24,8.824297850761646,19.621525748298858,164.81079682949516,27.483378429641366,46
48.73019372244323,68.50650600286865,22,20,8.686746985869815,35.92830031621329,89.30440856115906,24.158818314799895,58
48.310128272395005,83.6042627851347,46,28,13.13348705692734,48.27271131707746,68.83708537624558,24.273041489874853,70
16.330203312141386,52.60759851364255,24,8,13.395307762991234,37.86095004610406,188.18690199716275,15.048034298843024,36
27.376182765157346,74.07104991633913,10,6,10.447134091864227,27.044171452298503,138.65754366761715,23.13630462176898,35
18.539523941754634,66.77257765972641,16,14,9.97506852194758,33.38228500213681,32.6140478536968,13.964125304710393,34
17.81782224698604,47.356837561012384,6,21,10.894658071481889,38.28573039933987,23.09629684558324,12.880064478396442,29
6.659912630953976,87.11094911308527,11,29,17.498815391059615,32.55240945622426,101.87447165017012,29.989357884051604,17
32.43039502909536,81.83269140445033,20,4,10.30100422257038,5.7504116070427616,51.81711254898176,22.44751862946348,45
27.620556045298766,72.79936925279766,7,19,18.918772255456805,13.764807395925164,58.25710314148816,18.619757453143812,36
7.316543806249521,85.28781239112573,49,13,11.072067744733868,41.47106977469597,176.76151397729117,15.763290457679027,41
17.539090890647515,86.37412306238716,7,13,19.085612477256046,17.26927912906181,27.017544620099027,22.07840887324455,26
45.87196486849942,76.04359348647726,31,23,16.990974233643364,37.92029538025103,145.91918189348903,10.991870164401723,64
15.780285080013758,84.40586634363868,47,18,8.523763807084924,21.745409685876442,61.51702814231173,11.8936198100959,48
11.52026924410504,75.33564500850343,44,4,17.545545583339088,28.48479476710744,154.46236206678617,10.657133954807927,44
27.025374212490334,74.20915016441953,42,4,3.981139115620074,8.058798491873166,147.25816304807347,19.983396665253235,52
49.35427043497703,70.20973958398699,37,25,18.65084915617426,13.15515024723693,11.404461274415675,22.01213258374365,67
15.892487218017518,78.92658157124669,32,10,13.369583271492049,48.07386335836556,106.73572845510384,11.249595227156417,41
35.246099633264535,40.309331844049794,5,15,2.9790334734016013,45.05621240511113,36.47070165182881,24.42448934997833,39
39.27288268979229,87.25659934793035,12,12,13.596621025714608,34.35237999045726,174.5831358099486,14.607901430291289,49
15.693689479657985,86.66982930344008,41,10,19.53645777460561,25.684006882358183,175.60131774385724,23.704029075397322,41
37.76973568753368,31.901073397246343,36,6,3.256411783063321,35.40925818028507,89.48570342381403,29.637942800704913,55
21.550240972366396,83.67808878670957,47,17,11.984378776041554,32.83746300922726,94.43516750570531,23.822117401077023,49
33.453762376711076,38.37654138577394,41,3,15.460298295668704,30.584851502207545,67.62375848686014,27.663861058472172,54
33.50883698424026,51.782725526844224,8,13,16.584654560591563,7.662968233859382,146.1551968024059,28.96397013486135,38
29.10986078336413,78.3280366589545,34,9,9.448894375774325,33.47611747976781,78.14565897502723,19.73502096704631,50
9.063039652448374,40.44939324314004,10,19,5.674998065028374,39.601402005702575,60.88057015930042,24.046499588394138,21
42.58861230151571,83.16785656773905,23,29,2.7621610179029092,49.733674459050896,92.12390130585656,27.039385071116836,53
19.435102923728113,84.08872156725323,36,22,12.435070827750046,5.4985348667439355,27.38262849361716,17.132178257487723,44
13.393332967993441,62.98540269445435,13,26,10.152399264816994,37.857805398980446,151.85460888239874,15.227946331207898,28
6.834881369964377,30.415081661594183,16,20,19.0773991126948,30.73051921711912,12.393316241639523,28.931971455566774,20
31.59018244347088,48.657478656369335,15,24,3.090888338868376,24.53234792364305,132.45216168891284,24.52607000737636,41
35.49039628290271,70.10024969442324,20,24,14.337116182028103,10.740657855711689,44.74426008342576,14.393642667516527,50
5.746452301753527,93.77710157178252,5,14,2.449391998161029,23.40883168856943,54.156768780738496,18.981667853522268,17
28.044187623467643,71.06787925608344,49,11,5.085815180789769,20.946973234376088,130.7700797416076,25.929035390756187,55
15.192309883907209,46.88723276917038,25,7,10.164421998611015,18.6273450040434,198.65925849875237,20.94125981836884,34
34.032775568425244,71.21037070147474,34,12,10.187703970451627,37.88958304949934,157.76632292378463,22.99904196331778,53
12.846489305224615,65.0990496815306,17,6,14.34260977280559,36.53264845779187,52.90953012244448,25.075364040901047,27
36.09219821461097,80.68995068482434,38,7,18.38383462761962,31.50590409414102,43.44470345781542,22.440183776179612,57
22.403090583524182,36.9537415237523,8,12,13.502578860468574,47.23991659820175,174.58424535085737,20.801586438443916,31
47.152849493153056,79.46681366263182,32,13,19.16363176132716,20.74344728813845,94.39495010508581,24.99228568775547,62
11.188442486569697,65.18232761394717,42,23,17.869081517803956,15.971087196958079,36.04003253734954,24.551260708644016,38
20.347985797261632,92.59448025083465,35,26,12.520996319554225,34.51564908942798,173.82017043116824,22.59744800366358,42
10.106308455826507,52.22169079251459,31,12,17.00825511653889,13.946632742183132,165.05754705370967,17.19578826763859,34
46.61121282253532,71.12042305370663,9,10,13.566396985825413,19.175472823254108,196.94220914046107,18.11624184400543,52
44.48027090214415,90.58182685815113,29,4,3.4140409566270886,15.107109803369818,182.85130047540994,29.408770977681947,57
16.607373247182004,36.66313231939415,7,25,15.33016501867118,8.111910547332556,171.84016434550293,12.247718645830517,29
34.69928207153806,90.91985167036933,37,10,3.708351942812232,42.2374433736053,19.989135584090597,15.370098345056707,57
41.77499900905471,74.71257194955287,8,18,12.693490050254823,16.454324431474753,29.838920204642424,19.848035184086715,47
29.984036521975806,34.409408841836175,29,29,14.647523705448119,26.28623765043593,118.10680691778333,26.734593722875715,46
28.83427602602029,49.56263185154306,24,24,3.1974969477953943,6.9491872964440375,110.98105679354596,13.273513274594556,47
15.883353090520325,76.0311857619433,38,7,6.154303770677572,36.47027598136894,97.01301075301174,15.539092362492198,43
9.189624551265464,34.37778909547016,30,29,18.482100180709697,19.875245103783087,85.389971828771,11.315964355904779,34
45.374709107899704,67.84107991145777,9,27,13.093660860192134,38.51315275231445,91.9299921242225,24.11970532101637,49
45.51881257234987,52.48239870194219,39,5,6.433148338589568,23.558137721053974,118.1666074856111,14.764188709512322,67
33.48956557729706,70.35950865488601,32,14,14.43223588066412,13.809002288253108,10.39453834401543,17.77349501341901,53
20.25634059719153,32.97323219781334,33,15,12.741975559310413,28.092878702691614,59.53466708524192,18.874028940593355,43
20.714430857569738,86.64989239990446,13,15,11.02836259852307,10.87270518368479,108.47314693085511,27.826278712129113,30
37.668005549160775,93.2767829965308,42,12,19.571365549785508,24.824262194284763,147.22105874799277,18.226605806624736,61
45.36996169786597,92.97706059356995,10,6,14.30216799333516,19.278746483921893,43.0897715551253,12.90450039830498,53
44.91888909193028,78.7273690632901,23,11,8.757939974022428,46.038181288983495,113.90742301961227,20.48629876680242,57
40.09439956359307,38.45560560849108,48,24,16.40132177738362,7.741792477432398,145.74733993829852,29.259159892972594,63
33.891424076942954,79.28710773538647,15,26,17.92249927258138,36.230783634758396,94.4792550036419,22.15371282101622,43
8.786298424777197,31.598149569822098,6,25,4.253970071302966,13.223802469434617,15.1454153973097,29.66774440921145,17
12.27329213425762,31.438030849384823,48,29,5.609953601214797,19.35702834495079,95.36095010847097,26.822146178777402,41
45.43493848371857,51.034664244720176,48,4,5.892086164300035,23.69813283779297,66.32452867138909,10.719315124268256,73
32.289307684681546,61.761807376303274,13,21,14.441812568957726,45.86067902187384,186.6334254632524,23.167991907540838,41
5.4138673227483345,80.07648215750656,25,3,12.8547119909591,15.916021973322131,33.6765432788822,15.735337551157674,28
9.566219428971444,74.41419947942283,28,27,13.141848164574586,9.10889611451016,133.9704315463741,21.192337112894478,31
34.85757960986251,58.98367591448864,38,9,18.933919394411017,19.34103217957356,20.016755603555218,15.586903818624531,58
5.227771273079841,47.78573330830828,26,19,15.966407590531507,9.710418674099,94.77238318441233,16.97740833210581,28
12.236362313787438,94.81309251025122,7,5,4.302864641212097,10.786841868224862,115.25610257181532,28.463374235083588,20
29.693020521496376,57.70178464533824,16,22,8.255127483653258,30.823276908876203,66.61143695020444,14.132863697834106,43
36.135283896171195,59.34015658142891,32,22,9.83708563116324,7.740586989477199,96.46437074887304,27.48218236051661,52
34.338256677617025,40.6355483774585,34,23,9.127308597456889,6.391889662710471,41.0752209607356,10.609156161409937,57
15.09211892572519,81.6626206687454,30,5,14.047554964913825,37.1486345661724,67.78353139892687,11.817530767392967,39
37.04806496063912,75.08934467579675,25,5,18.054075858618127,21.274119267847002,128.01020173293858,27.093500827685272,50
15.676208937356003,44.35002483126942,32,19,7.5089263434101845,10.641890715524298,67.34201061361946,22.611120618183907,37
19.642986417167048,35.35476796502977,30,9,11.933788455581341,16.41257468868687,180.9511848976856,24.944722760791006,39
38.592113230311085,74.23245463485635,37,29,16.209369594444542,33.89389283085796,129.39732195178806,14.188353416437085,61
34.23348045712466,72.54322892827379,25,28,9.491925059216289,17.399145521338305,93.34331350283705,20.741669111802068,49
43.215053472238004,47.76186925488361,39,16,5.026126311187325,27.253450630418357,17.36381775529467,24.744384471426095,62
34.592580153515456,91.80613154627667,38,19,10.549117374747468,10.476288802700253,104.91418368888753,22.54628274020525,55
30.573887150096223,39.818762965758516,45,20,2.9940053733745122,31.464213692245114,155.30748600376694,19.43397533782419,57
9.215364552264163,58.10176206776912,22,15,18.962902172040984,19.223495772946883,60.45594362235859,29.195675728754296,25
21.54721113767451,91.33503481089393,15,22,3.3467816935095147,33.21357955379224,163.28697823326578,23.523146669068907,33
16.934106545677643,57.28227560019795,27,22,9.892220874510407,41.37776970368103,57.843285549667485,28.15501600482476,34
15.97953395205876,71.50418659816556,26,23,11.537862699593472,32.524088872549655,166.5118137106521,24.595410231473625,34
48.785474963860054,55.843635867581625,21,29,19.735468981171138,18.30864031677593,26.200984906218707,24.709270571953663,58
22.689397610004217,47.82398815266355,9,20,4.988392825571494,16.508466569673516,174.5749046851156,11.600365395153586,35
45.1420949829701,93.95854711738883,48,6,4.059767335022454,19.73394314300516,104.84542567733278,17.18929243707887,70
33.401238169876834,56.606710410477795,15,3,2.1567106471257844,12.407923095642719,66.34214202784977,27.167388134393168,42
40.76650865937418,88.11644823914374,34,20,4.800285863647441,13.152733288250904,60.37151757887827,14.65207724297512,61
27.618669189733644,44.9470493829206,19,3,5.730913623218017,40.58109958550755,92.0820061967689,12.310117323129324,43
30.96067480818616,43.851805761630416,31,28,13.350456948495662,22.312965942835024,199.81940463969255,16.52212113277587,51
27.163296221848874,32.02371538749324,39,28,5.954722227045207,24.619783125676364,51.86220475314069,14.408757697852279,52
13.785934450912002,72.35834364943253,37,15,2.3693746651278538,31.732225950506503,29.611163287009926,28.505763895863105,36
37.510345186767736,53.95421234204447,24,22,16.879130219044796,31.534407281819643,121.15668205654576,27.359332840042622,49
17.63475630983851,86.1832862395764,20,22,8.580722618071402,8.031959218486659,102.82306862364885,19.993664605658083,34
6.0942184894154225,60.758643934951216,38,25,8.36654035845321,42.419335385194955,109.5972915020284,11.22687748967736,36
34.046253315822554,92.9325728144569,6,12,7.4446225250226785,12.979694895077273,136.71772933587124,24.291246921863127,38
12.969980573317201,42.05915852070287,39,29,19.556718988635577,37.5382236222351,60.75737327542337,22.46823462672529,39
47.320636295881144,86.4605059171147,44,13,5.062077511567066,39.770194465767496,183.0263491229388,29.41109341456992,67
47.92678596511643,80.47879543146321,32,11,18.168285151158234,37.170479034109114,92.77769256323516,21.17906480540754,63
46.16889755992018,80.10991990186338,43,11,15.982459978517984,31.053994094936535,34.526377077067735,16.72787446805819,69
21.657141511495,84.91090982759769,10,7,3.376639198987635,5.657404869899729,151.03676377944942,20.380433871571114,32
5.695547743799034,79.46655941129492,13,28,19.761123827015275,21.216897156342682,132.18982699739155,29.585265828090325,18
46.77433531644764,70.704320906042,24,3,6.88458734370219,32.217774321316156,69.99124647196705,23.92724865066061,58
24.268286674279146,38.530917049355196,5,19,3.774492686403422,22.43530831651424,128.0885575664692,23.439522758541024,30
48.49946685696513,32.11420166693137,12,24,16.92765621426367,43.856595271076586,51.773771710105606,14.813631794517708,56
48.36289896901638,89.85511010801964,27,4,14.720159606198598,18.896102390732693,94.51947827470062,24.87205035121235,60
43.3854254960312,70.08227044384797,7,26,13.109938505802214,18.20906566063972,180.8883792117918,25.005436589435433,46
18.250200143131355,81.77492391345146,8,15,4.807655546580797,16.96989618916961,35.37150430054239,16.345779675518106,29
22.329397787086638,61.29895284831575,29,11,10.612930092607314,19.975139103235797,83.47232549761777,19.674276647814263,42
43.30115021825856,37.625032282555644,42,6,16.050008483969847,30.08322339413842,166.01706069686597,15.89206665880912,66
19.261490232032493,38.13707649316578,19,7,7.465230886589125,36.81568824226659,194.20327088717386,15.174101406485734,36
12.627173600874162,74.56174366988313,25,13,7.610416913270746,34.815556298245326,96.24596592014122,10.517921404989703,35
