sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
14.783;-3.753;5.534;4.686;-5.243;6.834;-10.241;-1.347;1.522;1.6139;-7.9274;1.0295;0.0;-29.51;-24.12;4.38;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;255;2020-02-12 17:50:32:612
16.123;-3.351;6.855;5.559;-4.965;6.372;-9.872;-1.465;-0.07;1.6139;-7.9274;1.0295;0.0;-29.51;-24.12;4.38;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;265;2020-02-12 17:50:32:622
16.123;-3.351;6.855;5.559;-4.965;6.372;-9.872;-1.465;-0.07;4.0686;-5.9498;0.38;0.0;-29.51;-24.12;4.38;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;275;2020-02-12 17:50:32:632
16.123;-3.351;6.855;5.559;-4.965;6.372;-9.872;-1.465;-0.07;4.0686;-5.9498;0.38;0.0;-29.51;-24.12;4.38;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;284;2020-02-12 17:50:32:641
25.602;-0.842;8.77;6.875;-4.034;5.712;-17.546;-2.74;-3.318;4.0686;-5.9498;0.38;0.0;-33.12;-17.45;8.09;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;295;2020-02-12 17:50:32:652
25.602;-0.842;8.77;6.875;-4.034;5.712;-17.546;-2.74;-3.318;5.1815;-4.7197;0.1927;0.0;-33.12;-17.45;8.09;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;305;2020-02-12 17:50:32:662
25.602;-0.842;8.77;6.875;-4.034;5.712;-17.546;-2.74;-3.318;5.1815;-4.7197;0.1927;0.0;-33.12;-17.45;8.09;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;317;2020-02-12 17:50:32:674
25.602;-0.842;8.77;6.875;-4.034;5.712;-17.546;-2.74;-3.318;5.1815;-4.7197;0.1927;0.0;-33.12;-17.45;8.09;135.61;32.32;-34.44;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;325;2020-02-12 17:50:32:682
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;337;2020-02-12 17:50:32:694
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;5.0;41.329;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;346;2020-02-12 17:50:32:703
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;355;2020-02-12 17:50:32:712
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;365;2020-02-12 17:50:32:722
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;375;2020-02-12 17:50:32:732
20.719;0.651;-0.804;7.618;-3.18;5.292;-14.746;-3.779;5.279;5.5011;-4.4874;0.1015;0.0;-39.12;-14.46;10.67;123.63;24.29;-50.28;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;385;2020-02-12 17:50:32:742
13.595;0.344;-0.268;8.455;-2.094;4.504;-5.246;-2.489;5.648;5.2219;-4.0125;-0.2068;2.0;-40.55;-10.01;12.0;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;394;2020-02-12 17:50:32:751
13.595;0.344;-0.268;8.455;-2.094;4.504;-5.246;-2.489;5.648;5.2219;-4.0125;-0.2068;2.0;-40.55;-10.01;12.0;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;405;2020-02-12 17:50:32:762
13.595;0.344;-0.268;8.455;-2.094;4.504;-5.246;-2.489;5.648;5.2219;-4.0125;-0.2068;2.0;-40.55;-10.01;12.0;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;415;2020-02-12 17:50:32:772
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;425;2020-02-12 17:50:32:782
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;435;2020-02-12 17:50:32:792
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;445;2020-02-12 17:50:32:802
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;455;2020-02-12 17:50:32:812
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;466;2020-02-12 17:50:32:823
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;475;2020-02-12 17:50:32:832
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;485;2020-02-12 17:50:32:842
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;495;2020-02-12 17:50:32:852
5.61;-4.844;-0.517;9.421;-1.084;2.496;5.975;3.873;7.603;-2.6871;-5.258;-0.7866;2.0;-40.62;-9.12;10.2;118.64;18.92;-55.21;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;505;2020-02-12 17:50:32:862
5.323;-5.763;1.397;9.534;-1.151;1.986;3.336;4.133;0.12;-3.7439;-4.9403;-0.1827;2.0;-40.73;-9.05;10.08;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 1;515;2020-02-12 17:50:32:872
5.323;-5.763;1.397;9.534;-1.151;1.986;3.336;4.133;0.12;-3.7439;-4.9403;-0.1827;2.0;-40.73;-9.05;10.08;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;525;2020-02-12 17:50:32:882
5.323;-5.763;1.397;9.534;-1.151;1.986;3.336;4.133;0.12;-3.7439;-4.9403;-0.1827;2.0;-40.73;-9.05;10.08;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;535;2020-02-12 17:50:32:892
14.687;0.785;-4.576;8.927;-3.814;-1.386;-4.107;-3.869;2.821;-3.7439;-4.9403;-0.1827;2.0;-40.73;-9.05;10.08;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;545;2020-02-12 17:50:32:902
14.687;0.785;-4.576;8.927;-3.814;-1.386;-4.107;-3.869;2.821;1.879;-0.6274;-0.9748;2.0;-40.02;-8.16;16.37;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;554;2020-02-12 17:50:32:911
14.687;0.785;-4.576;8.927;-3.814;-1.386;-4.107;-3.869;2.821;1.879;-0.6274;-0.9748;2.0;-40.02;-8.16;16.37;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;565;2020-02-12 17:50:32:922
14.687;0.785;-4.576;8.927;-3.814;-1.386;-4.107;-3.869;2.821;1.879;-0.6274;-0.9748;2.0;-40.02;-8.16;16.37;126.46;6.74;-78.23;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;575;2020-02-12 17:50:32:932
10.417;-0.306;2.068;9.2;-3.261;-0.945;-5.074;-3.165;-4.799;1.879;-0.6274;-0.9748;2.0;-38.75;-8.09;17.87;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;585;2020-02-12 17:50:32:942
10.417;-0.306;2.068;9.2;-3.261;-0.945;-5.074;-3.165;-4.799;6.5138;-0.3606;-2.6384;2.0;-38.75;-8.09;17.87;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;595;2020-02-12 17:50:32:952
10.417;-0.306;2.068;9.2;-3.261;-0.945;-5.074;-3.165;-4.799;6.5138;-0.3606;-2.6384;2.0;-38.75;-8.09;17.87;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;605;2020-02-12 17:50:32:962
4.614;-5.457;0.938;9.407;-2.723;-0.498;4.531;1.634;-1.043;6.5138;-0.3606;-2.6384;2.0;-38.75;-8.09;17.87;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;615;2020-02-12 17:50:32:972
4.614;-5.457;0.938;9.407;-2.723;-0.498;4.531;1.634;-1.043;4.8818;-0.2813;-1.6169;2.0;-38.52;-10.5;17.16;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;625;2020-02-12 17:50:32:982
4.614;-5.457;0.938;9.407;-2.723;-0.498;4.531;1.634;-1.043;4.8818;-0.2813;-1.6169;2.0;-38.52;-10.5;17.16;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;635;2020-02-12 17:50:32:992
4.614;-5.457;0.938;9.407;-2.723;-0.498;4.531;1.634;-1.043;4.8818;-0.2813;-1.6169;2.0;-38.52;-10.5;17.16;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;645;2020-02-12 17:50:33:002
3.944;-8.693;-1.704;9.477;-2.506;-0.256;6.058;5.679;1.555;4.8818;-0.2813;-1.6169;2.0;-38.52;-10.5;17.16;153.27;22.89;-98.83;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;654;2020-02-12 17:50:33:011
3.944;-8.693;-1.704;9.477;-2.506;-0.256;6.058;5.679;1.555;1.0788;0.1937;1.1394;2.0;-39.96;-12.36;14.46;149.49;14.81;-91.55;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;665;2020-02-12 17:50:33:022
3.944;-8.693;-1.704;9.477;-2.506;-0.256;6.058;5.679;1.555;1.0788;0.1937;1.1394;2.0;-39.96;-12.36;14.46;149.49;14.81;-91.55;0.0;42.045;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;675;2020-02-12 17:50:33:032
6.663;-6.625;-1.187;9.386;-2.835;-0.145;3.421;4.315;1.107;1.0788;0.1937;1.1394;2.0;-39.96;-12.36;14.46;149.49;14.81;-91.55;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;685;2020-02-12 17:50:33:042
6.663;-6.625;-1.187;9.386;-2.835;-0.145;3.421;4.315;1.107;1.0788;0.1937;1.1394;2.0;-39.96;-12.36;14.46;149.49;14.81;-91.55;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;695;2020-02-12 17:50:33:052
6.663;-6.625;-1.187;9.386;-2.835;-0.145;3.421;4.315;1.107;-1.5329;0.2767;3.8992;2.0;-41.46;-12.54;12.36;149.49;14.81;-91.55;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;705;2020-02-12 17:50:33:062
11.049;-2.719;0.9;8.857;-4.2;-0.261;-1.902;-1.163;-1.065;-1.5329;0.2767;3.8992;2.0;-41.46;-12.54;12.36;149.49;14.81;-91.55;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;715;2020-02-12 17:50:33:072
11.049;-2.719;0.9;8.857;-4.2;-0.261;-1.902;-1.163;-1.065;-1.5329;0.2767;3.8992;2.0;-41.46;-12.54;12.36;149.49;14.81;-91.55;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;725;2020-02-12 17:50:33:082
11.049;-2.719;0.9;8.857;-4.2;-0.261;-1.902;-1.163;-1.065;-1.3643;0.3555;1.8859;2.0;-41.94;-13.25;11.52;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;735;2020-02-12 17:50:33:092
10.78;-1.934;0.382;8.618;-4.665;-0.351;-2.659;-3.603;-1.059;-1.3643;0.3555;1.8859;2.0;-41.94;-13.25;11.52;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;745;2020-02-12 17:50:33:102
10.78;-1.934;0.382;8.618;-4.665;-0.351;-2.659;-3.603;-1.059;-1.3643;0.3555;1.8859;2.0;-41.94;-13.25;11.52;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;755;2020-02-12 17:50:33:112
10.78;-1.934;0.382;8.618;-4.665;-0.351;-2.659;-3.603;-1.059;-1.3643;0.3555;1.8859;2.0;-42.6;-14.58;10.8;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;765;2020-02-12 17:50:33:122
10.78;-1.934;0.382;8.618;-4.665;-0.351;-2.659;-3.603;-1.059;0.1217;0.43;-1.4006;2.0;-42.6;-14.58;10.8;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;775;2020-02-12 17:50:33:132
9.651;-1.531;0.823;8.802;-4.316;-0.226;-0.363;-2.885;-1.288;0.1217;0.43;-1.4006;2.0;-42.6;-14.58;10.8;160.2;25.36;-91.69;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;785;2020-02-12 17:50:33:142
9.651;-1.531;0.823;8.802;-4.316;-0.226;-0.363;-2.885;-1.288;0.1217;0.43;-1.4006;0.0;-42.24;-15.29;10.56;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;794;2020-02-12 17:50:33:151
9.651;-1.531;0.823;8.802;-4.316;-0.226;-0.363;-2.885;-1.288;1.1678;0.3976;-2.3168;0.0;-42.24;-15.29;10.56;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;805;2020-02-12 17:50:33:162
9.651;-1.531;0.823;8.802;-4.316;-0.226;-0.363;-2.885;-1.288;1.1678;0.3976;-2.3168;0.0;-42.24;-15.29;10.56;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;815;2020-02-12 17:50:33:172
8.636;-3.083;0.114;9.073;-3.719;0.007;-0.514;-0.695;-0.006;1.1678;0.3976;-2.3168;0.0;-42.24;-15.29;10.56;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;825;2020-02-12 17:50:33:182
8.636;-3.083;0.114;9.073;-3.719;0.007;-0.514;-0.695;-0.006;1.1678;0.3976;-2.3168;0.0;-41.1;-16.08;11.52;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;835;2020-02-12 17:50:33:192
8.636;-3.083;0.114;9.073;-3.719;0.007;-0.514;-0.695;-0.006;-0.7168;-0.0914;-1.5768;0.0;-41.1;-16.08;11.52;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;845;2020-02-12 17:50:33:202
12.274;-5.821;2.068;9.298;-3.116;0.029;-3.491;2.222;0.151;-0.7168;-0.0914;-1.5768;0.0;-41.1;-16.08;11.52;162.82;26.11;-91.47;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;854;2020-02-12 17:50:33:211
12.274;-5.821;2.068;9.298;-3.116;0.029;-3.491;2.222;0.151;-0.7168;-0.0914;-1.5768;0.0;-40.25;-17.69;13.74;154.61;18.53;-89.82;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;865;2020-02-12 17:50:33:222
12.274;-5.821;2.068;9.298;-3.116;0.029;-3.491;2.222;0.151;-0.4469;0.4133;-0.2426;0.0;-40.25;-17.69;13.74;154.61;18.53;-89.82;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;875;2020-02-12 17:50:33:232
12.274;-5.821;2.068;9.298;-3.116;0.029;-3.491;2.222;0.151;-0.4469;0.4133;-0.2426;0.0;-40.25;-17.69;13.74;154.61;18.53;-89.82;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;885;2020-02-12 17:50:33:242
17.751;-11.795;3.944;9.295;-3.122;0.15;-8.452;7.991;-4.03;-0.4469;0.4133;-0.2426;0.0;-40.25;-17.69;13.74;154.61;18.53;-89.82;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;895;2020-02-12 17:50:33:252
17.751;-11.795;3.944;9.295;-3.122;0.15;-8.452;7.991;-4.03;-0.4469;0.4133;-0.2426;0.0;-39.0;-17.1;15.9;154.61;18.53;-89.82;0.0;42.255;22.511473;88.40384;-164.52;NaN;;75.0871;;0 / 3;904;2020-02-12 17:50:33:261
