sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
4.48;-3.389;-9.976;9.754;-0.935;0.37;3.843;1.87;12.968;0.1766;-5.8471;-0.1192;0.0;-39.84;-12.17;-21.35;231.79;7.75;-79.44;0.0;29.883;22.509424;88.40601;;NaN;;72.69032;;0 / 0;156;2020-02-14 21:04:00:692
4.48;-3.389;-9.976;9.541;-1.007;-2.03;2.594;2.397;3.539;0.1766;-5.8471;-0.1192;0.0;-40.25;-14.94;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;165;2020-02-14 21:04:00:701
4.48;-3.389;-9.976;9.541;-1.007;-2.03;2.594;2.397;3.539;1.1294;-6.015;0.4922;0.0;-40.25;-14.94;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;176;2020-02-14 21:04:00:712
4.117;-4.576;-3.983;9.541;-1.007;-2.03;2.594;2.397;3.539;1.1294;-6.015;0.4922;0.0;-40.25;-14.94;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;186;2020-02-14 21:04:00:722
4.117;-4.576;-3.983;9.022;-1.301;-3.615;5.031;3.097;0.456;1.1294;-6.015;0.4922;0.0;-40.25;-14.94;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;196;2020-02-14 21:04:00:732
4.117;-4.576;-3.983;9.022;-1.301;-3.615;5.031;3.097;0.456;1.7243;-5.3367;0.8781;0.0;-39.84;-16.14;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;206;2020-02-14 21:04:00:742
4.117;-4.576;-3.983;9.022;-1.301;-3.615;5.031;3.097;0.456;1.7243;-5.3367;0.8781;0.0;-39.84;-16.14;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;216;2020-02-14 21:04:00:752
8.042;-2.297;-1.168;9.022;-1.301;-3.615;5.031;3.097;0.456;1.7243;-5.3367;0.8781;0.0;-39.84;-16.14;-20.45;224.47;5.47;-87.83;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;226;2020-02-14 21:04:00:762
8.042;-2.297;-1.168;8.249;-1.976;-4.92;-0.78;1.251;-5.219;1.7243;-5.3367;0.8781;0.0;-39.18;-17.21;-20.58;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;236;2020-02-14 21:04:00:772
7.985;-3.121;-1.168;8.249;-1.976;-4.92;-0.78;1.251;-5.219;2.9758;-1.6681;0.7438;0.0;-39.18;-17.21;-20.58;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;246;2020-02-14 21:04:00:782
7.985;-3.121;-1.168;8.249;-1.976;-4.92;-0.78;1.251;-5.219;2.9758;-1.6681;0.7438;0.0;-39.18;-17.21;-20.58;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;256;2020-02-14 21:04:00:792
7.985;-3.121;-1.168;8.181;-2.58;-4.751;0.036;0.306;-3.09;2.9758;-1.6681;0.7438;0.0;-38.7;-18.53;-20.93;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;266;2020-02-14 21:04:00:802
7.985;-3.121;-1.168;8.181;-2.58;-4.751;0.036;0.306;-3.09;2.9758;-1.6681;0.7438;0.0;-38.7;-18.53;-20.93;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;276;2020-02-14 21:04:00:812
8.502;-4.385;-0.612;8.181;-2.58;-4.751;0.036;0.306;-3.09;3.9488;1.1588;0.0688;0.0;-38.7;-18.53;-20.93;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;286;2020-02-14 21:04:00:822
8.502;-4.385;-0.612;8.181;-2.58;-4.751;0.036;0.306;-3.09;3.9488;1.1588;0.0688;0.0;-38.7;-18.53;-20.93;238.77;7.62;-111.84;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;296;2020-02-14 21:04:00:832
8.502;-4.385;-0.612;8.408;-3.254;-3.856;-0.294;1.376;-4.878;3.9488;1.1588;0.0688;0.0;-38.57;-19.5;-19.92;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;306;2020-02-14 21:04:00:842
11.872;-4.557;1.455;8.408;-3.254;-3.856;-0.294;1.376;-4.878;3.8972;1.8909;-0.2562;0.0;-38.57;-19.5;-19.92;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;315;2020-02-14 21:04:00:851
11.872;-4.557;1.455;8.408;-3.254;-3.856;-0.294;1.376;-4.878;3.8972;1.8909;-0.2562;0.0;-38.57;-19.5;-19.92;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;326;2020-02-14 21:04:00:862
11.872;-4.557;1.455;8.408;-3.254;-3.856;-0.294;1.376;-4.878;3.8972;1.8909;-0.2562;0.0;-37.62;-20.1;-20.93;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;335;2020-02-14 21:04:00:871
11.872;-4.557;1.455;8.634;-3.626;-2.908;-3.745;4.654;-8.438;3.8972;1.8909;-0.2562;0.0;-37.62;-20.1;-20.93;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;346;2020-02-14 21:04:00:882
9.038;-7.946;8.023;8.634;-3.626;-2.908;-3.745;4.654;-8.438;4.7504;2.2547;0.4891;0.0;-37.62;-20.1;-20.93;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;356;2020-02-14 21:04:00:892
9.038;-7.946;8.023;8.634;-3.626;-2.908;-3.745;4.654;-8.438;4.7504;2.2547;0.4891;0.0;-37.62;-20.1;-20.93;236.34;15.25;-120.15;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;365;2020-02-14 21:04:00:901
9.038;-7.946;8.023;8.699;-4.317;-1.361;1.603;5.148;-7.708;4.7504;2.2547;0.4891;0.0;-36.48;-19.19;-24.06;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;376;2020-02-14 21:04:00:912
6.663;-6.836;3.887;8.699;-4.317;-1.361;1.603;5.148;-7.708;4.957;2.1907;1.7297;0.0;-36.48;-19.19;-24.06;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;386;2020-02-14 21:04:00:922
6.663;-6.836;3.887;8.699;-4.317;-1.361;1.603;5.148;-7.708;4.957;2.1907;1.7297;0.0;-36.48;-19.19;-24.06;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;395;2020-02-14 21:04:00:931
6.663;-6.836;3.887;8.699;-4.317;-1.361;1.603;5.148;-7.708;4.957;2.1907;1.7297;0.0;-35.21;-18.6;-25.74;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;406;2020-02-14 21:04:00:942
2.872;-2.451;2.834;8.41;-5.038;0.229;4.664;-1.306;-2.508;4.957;2.1907;1.7297;0.0;-35.21;-18.6;-25.74;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;416;2020-02-14 21:04:00:952
2.872;-2.451;2.834;8.41;-5.038;0.229;4.664;-1.306;-2.508;4.0;2.2491;1.8425;0.0;-35.21;-18.6;-25.74;231.29;21.7;-108.61;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;425;2020-02-14 21:04:00:961
2.872;-2.451;2.834;8.41;-5.038;0.229;4.664;-1.306;-2.508;4.0;2.2491;1.8425;0.0;-33.59;-19.14;-27.3;217.36;30.91;-88.44;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;436;2020-02-14 21:04:00:972
2.872;-2.451;2.834;8.41;-5.038;0.229;4.664;-1.306;-2.508;4.0;2.2491;1.8425;0.0;-33.59;-19.14;-27.3;217.36;30.91;-88.44;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;446;2020-02-14 21:04:00:982
5.917;-3.791;-0.995;8.075;-5.4;1.336;2.246;-2.281;2.208;4.0;2.2491;1.8425;0.0;-33.59;-19.14;-27.3;217.36;30.91;-88.44;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;456;2020-02-14 21:04:00:992
5.917;-3.791;-0.995;8.075;-5.4;1.336;2.246;-2.281;2.208;2.4608;1.8855;1.7102;0.0;-33.59;-19.14;-27.3;217.36;30.91;-88.44;0.0;29.157;22.509424;88.40601;;NaN;;72.69032;;0 / 0;466;2020-02-14 21:04:01:002
5.917;-3.791;-0.995;8.075;-5.4;1.336;2.246;-2.281;2.208;2.4608;1.8855;1.7102;0.0;-33.36;-16.85;-28.14;217.36;30.91;-88.44;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;476;2020-02-14 21:04:01:012
5.017;-6.261;0.995;7.614;-5.838;2.024;2.316;0.971;1.343;2.4608;1.8855;1.7102;0.0;-33.36;-16.85;-28.14;217.36;30.91;-88.44;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;486;2020-02-14 21:04:01:022
5.017;-6.261;0.995;7.614;-5.838;2.024;2.316;0.971;1.343;-0.4552;0.569;1.1569;0.0;-33.36;-16.85;-28.14;217.36;30.91;-88.44;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;496;2020-02-14 21:04:01:032
5.017;-6.261;0.995;7.614;-5.838;2.024;2.316;0.971;1.343;-0.4552;0.569;1.1569;0.0;-33.36;-16.85;-28.14;217.36;30.91;-88.44;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;506;2020-02-14 21:04:01:042
1.953;-3.868;1.972;7.394;-6.113;2.03;5.16;-2.258;0.042;-0.4552;0.569;1.1569;0.0;-35.7;-12.6;-27.35;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;515;2020-02-14 21:04:01:051
1.953;-3.868;1.972;7.394;-6.113;2.03;5.16;-2.258;0.042;-0.4552;0.569;1.1569;0.0;-35.7;-12.6;-27.35;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;526;2020-02-14 21:04:01:062
1.953;-3.868;1.972;7.394;-6.113;2.03;5.16;-2.258;0.042;-0.6783;0.4275;1.1635;0.0;-35.7;-12.6;-27.35;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;535;2020-02-14 21:04:01:071
1.953;-3.868;1.972;7.394;-6.113;2.03;5.16;-2.258;0.042;-0.6783;0.4275;1.1635;0.0;-35.7;-12.6;-27.35;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;546;2020-02-14 21:04:01:082
1.474;-9.153;1.704;6.975;-6.61;1.953;5.544;1.833;0.087;-0.6783;0.4275;1.1635;0.0;-39.18;-7.2;-26.22;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;556;2020-02-14 21:04:01:092
1.474;-9.153;1.704;6.975;-6.61;1.953;5.544;1.833;0.087;-0.5695;0.4742;3.0147;0.0;-39.18;-7.2;-26.22;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;565;2020-02-14 21:04:01:101
1.474;-9.153;1.704;6.975;-6.61;1.953;5.544;1.833;0.087;-0.5695;0.4742;3.0147;0.0;-39.18;-7.2;-26.22;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;576;2020-02-14 21:04:01:112
2.087;-12.006;1.225;6.515;-7.065;1.948;5.544;1.833;0.087;-0.5695;0.4742;3.0147;0.0;-39.18;-7.2;-26.22;205.52;36.54;-75.11;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;586;2020-02-14 21:04:01:122
2.087;-12.006;1.225;6.515;-7.065;1.948;3.816;4.965;0.639;-0.5695;0.4742;3.0147;0.0;-40.98;0.48;-24.84;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;596;2020-02-14 21:04:01:132
2.087;-12.006;1.225;6.515;-7.065;1.948;3.816;4.965;0.639;-0.1655;0.3023;3.9794;0.0;-40.98;0.48;-24.84;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;606;2020-02-14 21:04:01:142
3.408;-12.81;2.451;5.321;-7.999;1.962;3.816;4.965;0.639;-0.1655;0.3023;3.9794;0.0;-40.98;0.48;-24.84;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;616;2020-02-14 21:04:01:152
3.408;-12.81;2.451;5.321;-7.999;1.962;1.24;4.406;-0.584;-0.1655;0.3023;3.9794;0.0;-40.98;0.48;-24.84;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;626;2020-02-14 21:04:01:162
3.408;-12.81;2.451;5.321;-7.999;1.962;1.24;4.406;-0.584;-0.2286;-0.0972;3.31;0.0;-38.93;5.82;-25.56;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;636;2020-02-14 21:04:01:172
3.408;-12.81;2.451;5.321;-7.999;1.962;1.24;4.406;-0.584;-0.2286;-0.0972;3.31;0.0;-38.93;5.82;-25.56;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;646;2020-02-14 21:04:01:182
4.844;-10.378;1.761;4.518;-8.495;1.892;1.24;4.406;-0.584;-0.2286;-0.0972;3.31;0.0;-38.93;5.82;-25.56;200.04;46.09;-73.35;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;656;2020-02-14 21:04:01:192
4.844;-10.378;1.761;4.518;-8.495;1.892;-1.037;1.258;0.23;-0.2286;-0.0972;3.31;0.0;-37.2;6.48;-27.9;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;666;2020-02-14 21:04:01:202
4.844;-10.378;1.761;4.518;-8.495;1.892;-1.037;1.258;0.23;-0.3773;-0.2046;1.6267;0.0;-37.2;6.48;-27.9;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;676;2020-02-14 21:04:01:212
4.959;-11.776;1.627;3.905;-8.827;1.73;-1.037;1.258;0.23;-0.3773;-0.2046;1.6267;0.0;-37.2;6.48;-27.9;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;686;2020-02-14 21:04:01:222
4.959;-11.776;1.627;3.905;-8.827;1.73;-1.525;3.226;0.116;-0.3773;-0.2046;1.6267;0.0;-37.2;6.48;-27.9;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;696;2020-02-14 21:04:01:232
4.959;-11.776;1.627;3.905;-8.827;1.73;-1.525;3.226;0.116;-0.3773;-0.2046;1.6267;0.0;-36.36;6.6;-29.46;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;706;2020-02-14 21:04:01:242
4.959;-11.776;1.627;3.905;-8.827;1.73;-1.525;3.226;0.116;-0.3254;-0.0516;0.6027;0.0;-36.36;6.6;-29.46;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;715;2020-02-14 21:04:01:251
5.304;-12.293;1.397;3.734;-8.923;1.609;-1.525;3.226;0.116;-0.3254;-0.0516;0.6027;0.0;-36.36;6.6;-29.46;197.79;60.03;-67.28;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;726;2020-02-14 21:04:01:262
5.304;-12.293;1.397;3.734;-8.923;1.609;-1.124;2.173;0.493;-0.3254;-0.0516;0.6027;0.0;-35.04;6.83;-29.64;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;736;2020-02-14 21:04:01:272
5.304;-12.293;1.397;3.734;-8.923;1.609;-1.124;2.173;0.493;-0.5559;0.5001;-0.2133;0.0;-35.04;6.83;-29.64;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;746;2020-02-14 21:04:01:282
4.002;-8.291;-0.344;3.775;-8.925;1.501;-1.124;2.173;0.493;-0.5559;0.5001;-0.2133;0.0;-35.04;6.83;-29.64;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;756;2020-02-14 21:04:01:292
4.002;-8.291;-0.344;3.775;-8.925;1.501;-0.418;-0.466;2.768;-0.5559;0.5001;-0.2133;0.0;-35.04;6.83;-29.64;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;765;2020-02-14 21:04:01:301
4.002;-8.291;-0.344;3.775;-8.925;1.501;-0.418;-0.466;2.768;-0.5559;0.5001;-0.2133;0.0;-33.59;7.44;-29.7;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;776;2020-02-14 21:04:01:312
4.002;-8.291;-0.344;3.775;-8.925;1.501;-0.418;-0.466;2.768;-1.8723;0.8323;-0.3622;0.0;-33.59;7.44;-29.7;200.24;65.5;-66.69;0.0;21.499;22.509424;88.40601;;NaN;;72.69032;;0 / 0;786;2020-02-14 21:04:01:322
5.534;-7.793;-6.395;3.87;-8.953;1.016;-0.418;-0.466;2.768;-1.8723;0.8323;-0.3622;0.0;-33.59;7.44;-29.7;200.24;65.5;-66.69;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;795;2020-02-14 21:04:01:331
5.534;-7.793;-6.395;3.87;-8.953;1.016;-1.379;-4.382;3.618;-1.8723;0.8323;-0.3622;0.0;-32.46;7.32;-30.42;212.85;65.92;-75.29;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;806;2020-02-14 21:04:01:342
5.534;-7.793;-6.395;3.87;-8.953;1.016;-1.379;-4.382;3.618;-2.6292;0.8225;-0.6455;0.0;-32.46;7.32;-30.42;212.85;65.92;-75.29;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;816;2020-02-14 21:04:01:352
5.534;-7.793;-6.395;3.87;-8.953;1.016;-1.379;-4.382;3.618;-2.6292;0.8225;-0.6455;0.0;-32.46;7.32;-30.42;212.85;65.92;-75.29;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;826;2020-02-14 21:04:01:362
5.457;-11.604;0.363;4.011;-8.938;0.416;-1.379;-4.382;3.618;-2.6292;0.8225;-0.6455;0.0;-31.14;7.5;-32.04;212.85;65.92;-75.29;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;836;2020-02-14 21:04:01:372
5.457;-11.604;0.363;4.011;-8.938;0.416;-1.183;5.271;0.401;-2.6292;0.8225;-0.6455;0.0;-31.14;7.5;-32.04;212.85;65.92;-75.29;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;846;2020-02-14 21:04:01:382
5.457;-11.604;0.363;4.011;-8.938;0.416;-1.183;5.271;0.401;-2.3227;0.685;-0.1906;0.0;-29.51;8.39;-33.3;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;856;2020-02-14 21:04:01:392
7.314;-15.28;-3.791;4.129;-8.889;-0.296;-1.183;5.271;0.401;-2.3227;0.685;-0.1906;0.0;-29.51;8.39;-33.3;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;866;2020-02-14 21:04:01:402
7.314;-15.28;-3.791;4.129;-8.889;-0.296;-3.659;5.167;2.283;-2.3227;0.685;-0.1906;0.0;-29.51;8.39;-33.3;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;875;2020-02-14 21:04:01:411
7.314;-15.28;-3.791;4.129;-8.889;-0.296;-3.659;5.167;2.283;-1.9362;0.7766;-0.1561;0.0;-29.22;9.78;-33.41;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;886;2020-02-14 21:04:01:422
7.314;-15.28;-3.791;4.129;-8.889;-0.296;-3.659;5.167;2.283;-1.9362;0.7766;-0.1561;0.0;-29.22;9.78;-33.41;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;896;2020-02-14 21:04:01:432
6.051;-12.083;1.34;4.201;-8.83;-0.734;-3.659;5.167;2.283;-1.9362;0.7766;-0.1561;0.0;-29.22;9.78;-33.41;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;905;2020-02-14 21:04:01:441
6.051;-12.083;1.34;4.201;-8.83;-0.734;-1.782;2.564;-2.238;-1.9362;0.7766;-0.1561;0.0;-29.22;11.64;-32.7;227.74;65.72;-84.08;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;916;2020-02-14 21:04:01:452
6.051;-12.083;1.34;4.201;-8.83;-0.734;-1.782;2.564;-2.238;-0.0305;1.109;-0.0135;0.0;-29.22;11.64;-32.7;247.69;64.22;-99.91;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;925;2020-02-14 21:04:01:461
4.883;-11.604;1.493;4.225;-8.827;-0.62;-1.782;2.564;-2.238;-0.0305;1.109;-0.0135;0.0;-29.22;11.64;-32.7;247.69;64.22;-99.91;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;936;2020-02-14 21:04:01:472
4.883;-11.604;1.493;4.225;-8.827;-0.62;-0.064;3.257;-3.102;-0.0305;1.109;-0.0135;0.0;-29.22;11.64;-32.7;247.69;64.22;-99.91;0.0;25.843;22.509424;88.40601;;NaN;;72.69032;;0 / 0;946;2020-02-14 21:04:01:482
