sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.57;-0.938;-2.489;9.112;-3.598;-0.435;2.574;-3.653;-1.171;-0.6738;-4.9465;-1.8349;0.0;-5.64;24.6;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;128;2020-02-17 19:32:24:575
-1.57;-0.938;-2.489;9.116;-3.09;-1.874;9.824;-1.673;0.413;-0.6738;-4.9465;-1.8349;0.0;-5.64;24.6;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;138;2020-02-17 19:32:24:585
2.412;-1.417;-2.221;9.116;-3.09;-1.874;9.824;-1.673;0.413;-0.6738;-4.9465;-1.8349;0.0;-5.64;24.6;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;148;2020-02-17 19:32:24:595
2.412;-1.417;-2.221;8.644;-2.786;-3.697;9.824;-1.673;0.413;-1.4617;-6.2439;-0.4096;0.0;-7.2;24.3;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;159;2020-02-17 19:32:24:606
2.412;-1.417;-2.221;8.644;-2.786;-3.697;2.602;-1.554;-2.301;-1.4617;-6.2439;-0.4096;0.0;-7.2;24.3;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;168;2020-02-17 19:32:24:615
7.123;-0.9;-1.876;8.644;-2.786;-3.697;2.602;-1.554;-2.301;-1.4617;-6.2439;-0.4096;0.0;-7.2;24.3;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;178;2020-02-17 19:32:24:625
7.123;-0.9;-1.876;8.644;-2.786;-3.697;2.602;-1.554;-2.301;-1.4617;-6.2439;-0.4096;0.0;-7.2;24.3;-31.43;304.65;21.53;-92.73;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;188;2020-02-17 19:32:24:635
7.123;-0.9;-1.876;8.713;-2.554;-3.704;2.602;-1.554;-2.301;1.446;1.3385;-1.3149;0.0;-10.32;22.68;-31.74;304.66;15.1;-113.03;0.0;34.553;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;198;2020-02-17 19:32:24:645
7.123;-0.9;-1.876;8.713;-2.554;-3.704;-0.913;-1.765;-3.095;1.446;1.3385;-1.3149;0.0;-10.32;22.68;-31.74;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;208;2020-02-17 19:32:24:655
11.968;-2.431;0.593;8.713;-2.554;-3.704;-0.913;-1.765;-3.095;1.446;1.3385;-1.3149;0.0;-10.32;22.68;-31.74;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;219;2020-02-17 19:32:24:666
11.968;-2.431;0.593;8.934;-2.436;-3.226;-0.913;-1.765;-3.095;1.3491;0.9056;-0.7152;0.0;-13.5;21.48;-32.34;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;229;2020-02-17 19:32:24:676
11.968;-2.431;0.593;8.934;-2.436;-3.226;0.323;4.952;-5.668;1.3491;0.9056;-0.7152;0.0;-13.5;21.48;-32.34;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;239;2020-02-17 19:32:24:686
11.336;-7.257;-3.561;8.934;-2.436;-3.226;0.323;4.952;-5.668;1.3491;0.9056;-0.7152;0.0;-13.5;21.48;-32.34;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;248;2020-02-17 19:32:24:695
11.336;-7.257;-3.561;8.934;-2.436;-3.226;0.323;4.952;-5.668;1.3491;0.9056;-0.7152;0.0;-13.5;21.48;-32.34;304.66;15.1;-113.03;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;258;2020-02-17 19:32:24:705
11.336;-7.257;-3.561;9.058;-2.616;-2.696;0.323;4.952;-5.668;1.8625;1.3955;0.2803;0.0;-17.4;18.66;-32.57;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;268;2020-02-17 19:32:24:715
11.336;-7.257;-3.561;9.058;-2.616;-2.696;-0.622;3.058;1.466;1.8625;1.3955;0.2803;0.0;-17.4;18.66;-32.57;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;278;2020-02-17 19:32:24:725
6.951;-9.919;-4.787;9.058;-2.616;-2.696;-0.622;3.058;1.466;1.8625;1.3955;0.2803;0.0;-17.4;18.66;-32.57;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;288;2020-02-17 19:32:24:735
6.951;-9.919;-4.787;9.011;-3.129;-2.273;-0.622;3.058;1.466;2.5151;-0.1206;1.2241;0.0;-17.4;18.66;-32.57;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;298;2020-02-17 19:32:24:745
6.951;-9.919;-4.787;9.011;-3.129;-2.273;-0.622;3.058;1.466;2.5151;-0.1206;1.2241;0.0;-18.66;16.14;-34.55;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;308;2020-02-17 19:32:24:755
6.951;-9.919;-4.787;9.011;-3.129;-2.273;2.162;3.41;-1.301;2.5151;-0.1206;1.2241;0.0;-18.66;16.14;-34.55;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;319;2020-02-17 19:32:24:766
7.544;-2.757;2.489;9.011;-3.129;-2.273;2.162;3.41;-1.301;2.5151;-0.1206;1.2241;0.0;-18.66;16.14;-34.55;294.31;15.47;-106.57;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;328;2020-02-17 19:32:24:775
7.544;-2.757;2.489;8.841;-3.7;-2.075;2.162;3.41;-1.301;2.9526;-0.3332;1.4719;0.0;-18.0;15.48;-35.75;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;338;2020-02-17 19:32:24:785
7.544;-2.757;2.489;8.841;-3.7;-2.075;4.91;-3.341;-8.614;2.9526;-0.3332;1.4719;0.0;-18.0;15.48;-35.75;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;348;2020-02-17 19:32:24:795
7.544;-2.757;2.489;8.841;-3.7;-2.075;4.91;-3.341;-8.614;2.9526;-0.3332;1.4719;0.0;-18.0;15.48;-35.75;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;358;2020-02-17 19:32:24:805
4.442;-3.523;4.94;8.604;-4.512;-1.333;4.91;-3.341;-8.614;3.3989;0.8609;1.4135;0.0;-16.19;15.78;-36.0;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;368;2020-02-17 19:32:24:815
4.442;-3.523;4.94;8.604;-4.512;-1.333;4.91;-3.341;-8.614;3.3989;0.8609;1.4135;0.0;-16.19;15.78;-36.0;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;378;2020-02-17 19:32:24:825
4.442;-3.523;4.94;8.604;-4.512;-1.333;-2.526;-0.346;1.613;3.3989;0.8609;1.4135;0.0;-16.19;15.78;-36.0;284.85;22.17;-103.21;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;388;2020-02-17 19:32:24:835
8.08;-3.485;0.765;8.604;-4.512;-1.333;-2.526;-0.346;1.613;3.3989;0.8609;1.4135;0.0;-13.44;16.26;-36.54;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;398;2020-02-17 19:32:24:845
8.08;-3.485;0.765;8.467;-4.941;-0.227;-2.526;-0.346;1.613;3.1283;2.5342;0.832;0.0;-13.44;16.26;-36.54;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;408;2020-02-17 19:32:24:855
8.08;-3.485;0.765;8.467;-4.941;-0.227;5.455;9.354;-6.987;3.1283;2.5342;0.832;0.0;-13.44;16.26;-36.54;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;418;2020-02-17 19:32:24:865
4.404;-17.31;7.851;8.467;-4.941;-0.227;5.455;9.354;-6.987;3.1283;2.5342;0.832;0.0;-10.56;16.68;-36.84;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;428;2020-02-17 19:32:24:875
4.404;-17.31;7.851;8.467;-4.941;-0.227;5.455;9.354;-6.987;3.1283;2.5342;0.832;0.0;-10.56;16.68;-36.84;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;438;2020-02-17 19:32:24:885
4.404;-17.31;7.851;8.022;-5.556;0.968;5.455;9.354;-6.987;4.8633;1.2071;3.6895;0.0;-10.56;16.68;-36.84;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;448;2020-02-17 19:32:24:895
4.404;-17.31;7.851;8.022;-5.556;0.968;-0.808;9.748;1.747;4.8633;1.2071;3.6895;0.0;-10.56;16.68;-36.84;285.79;27.39;-98.81;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;458;2020-02-17 19:32:24:905
15.721;-12.753;-3.351;8.022;-5.556;0.968;-0.808;9.748;1.747;4.8633;1.2071;3.6895;0.0;-9.59;16.19;-37.25;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;468;2020-02-17 19:32:24:915
15.721;-12.753;-3.351;7.324;-6.381;1.342;-0.808;9.748;1.747;0.4708;-0.8603;2.1199;0.0;-9.59;16.19;-37.25;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;478;2020-02-17 19:32:24:925
15.721;-12.753;-3.351;7.324;-6.381;1.342;-3.207;-1.3;3.943;0.4708;-0.8603;2.1199;0.0;-9.59;16.19;-37.25;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;488;2020-02-17 19:32:24:935
15.721;-12.753;-3.351;7.324;-6.381;1.342;-3.207;-1.3;3.943;0.4708;-0.8603;2.1199;0.0;-9.71;15.96;-37.98;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;498;2020-02-17 19:32:24:945
6.472;-7.046;5.591;7.324;-6.381;1.342;-3.207;-1.3;3.943;0.4708;-0.8603;2.1199;0.0;-9.71;15.96;-37.98;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;509;2020-02-17 19:32:24:956
6.472;-7.046;5.591;6.98;-6.762;1.307;-3.207;-1.3;3.943;0.6879;-0.2186;1.9925;0.0;-9.71;15.96;-37.98;278.08;34.51;-83.12;0.0;35.524;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;518;2020-02-17 19:32:24:965
6.472;-7.046;5.591;6.98;-6.762;1.307;3.547;-6.587;-5.563;0.6879;-0.2186;1.9925;0.0;-8.7;15.78;-38.46;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;528;2020-02-17 19:32:24:975
4.634;-4.863;2.968;6.98;-6.762;1.307;3.547;-6.587;-5.563;0.6879;-0.2186;1.9925;0.0;-8.7;15.78;-38.46;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;538;2020-02-17 19:32:24:985
4.634;-4.863;2.968;6.74;-6.97;1.468;3.547;-6.587;-5.563;-0.5846;0.1288;-0.1575;0.0;-8.7;15.78;-38.46;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;548;2020-02-17 19:32:24:995
4.634;-4.863;2.968;6.74;-6.97;1.468;3.547;-6.587;-5.563;-0.5846;0.1288;-0.1575;0.0;-8.7;15.78;-38.46;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;559;2020-02-17 19:32:25:006
4.634;-4.863;2.968;6.74;-6.97;1.468;-0.776;0.434;4.684;-0.5846;0.1288;-0.1575;0.0;-7.02;18.18;-36.84;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;568;2020-02-17 19:32:25:015
6.663;-4.672;1.704;6.74;-6.97;1.468;-0.776;0.434;4.684;-0.5846;0.1288;-0.1575;0.0;-7.02;18.18;-36.84;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;578;2020-02-17 19:32:25:025
6.663;-4.672;1.704;6.972;-6.774;1.293;-0.776;0.434;4.684;-0.8619;0.6744;-1.4205;0.0;-7.02;18.18;-36.84;271.07;43.6;-79.39;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;588;2020-02-17 19:32:25:035
6.663;-4.672;1.704;6.972;-6.774;1.293;0.13;-1.172;1.269;-0.8619;0.6744;-1.4205;0.0;-6.06;20.16;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;598;2020-02-17 19:32:25:045
6.338;-7.104;1.11;6.972;-6.774;1.293;0.13;-1.172;1.269;-0.8619;0.6744;-1.4205;0.0;-6.06;20.16;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;608;2020-02-17 19:32:25:055
6.338;-7.104;1.11;7.175;-6.472;1.666;0.13;-1.172;1.269;-0.0575;1.6999;-0.7276;0.0;-6.06;20.16;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;618;2020-02-17 19:32:25:065
6.338;-7.104;1.11;7.175;-6.472;1.666;0.13;-1.172;1.269;-0.0575;1.6999;-0.7276;0.0;-4.79;21.3;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;629;2020-02-17 19:32:25:076
6.338;-7.104;1.11;7.175;-6.472;1.666;0.569;-0.457;-1.623;-0.0575;1.6999;-0.7276;0.0;-4.79;21.3;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;638;2020-02-17 19:32:25:085
7.219;-4.787;2.087;7.175;-6.472;1.666;0.569;-0.457;-1.623;-0.0575;1.6999;-0.7276;0.0;-4.79;21.3;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;648;2020-02-17 19:32:25:095
7.219;-4.787;2.087;7.239;-6.441;1.507;0.569;-0.457;-1.623;-1.4326;-0.0089;-0.4158;0.0;-4.79;21.3;-36.23;279.68;43.69;-79.49;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;658;2020-02-17 19:32:25:105
7.219;-4.787;2.087;7.239;-6.441;1.507;0.088;-2.517;-0.457;-1.4326;-0.0089;-0.4158;0.0;-1.32;21.78;-36.05;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;668;2020-02-17 19:32:25:115
7.812;-2.374;2.259;7.239;-6.441;1.507;0.088;-2.517;-0.457;-1.4326;-0.0089;-0.4158;0.0;-1.32;21.78;-36.05;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;678;2020-02-17 19:32:25:125
7.812;-2.374;2.259;7.239;-6.441;1.507;0.088;-2.517;-0.457;-1.4326;-0.0089;-0.4158;0.0;-1.32;21.78;-36.05;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;688;2020-02-17 19:32:25:135
7.812;-2.374;2.259;7.417;-6.222;1.561;2.295;-7.979;1.016;-1.2275;1.5064;-1.6365;0.0;1.14;21.84;-36.54;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;698;2020-02-17 19:32:25:145
7.812;-2.374;2.259;7.417;-6.222;1.561;2.295;-7.979;1.016;-1.2275;1.5064;-1.6365;0.0;1.14;21.84;-36.54;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;708;2020-02-17 19:32:25:155
0.765;0.478;3.465;7.417;-6.222;1.561;2.295;-7.979;1.016;-1.2275;1.5064;-1.6365;0.0;1.14;21.84;-36.54;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;718;2020-02-17 19:32:25:165
0.765;0.478;3.465;7.948;-5.388;1.99;7.648;-2.65;-2.463;-1.0998;3.1465;-3.4551;0.0;1.14;21.84;-36.54;287.62;41.06;-78.24;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;728;2020-02-17 19:32:25:175
0.765;0.478;3.465;7.948;-5.388;1.99;7.648;-2.65;-2.463;-1.0998;3.1465;-3.4551;0.0;3.6;21.6;-36.84;292.91;33.33;-75.94;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;738;2020-02-17 19:32:25:185
0.765;0.478;3.465;7.948;-5.388;1.99;7.648;-2.65;-2.463;-1.0998;3.1465;-3.4551;0.0;3.6;21.6;-36.84;292.91;33.33;-75.94;0.0;36.911;22.500317;88.36947;345.16;NaN;0.0;24.516129;0.0;7 / 7;748;2020-02-17 19:32:25:195
1.685;-7.966;2.451;7.948;-5.388;1.99;7.648;-2.65;-2.463;-1.0998;3.1465;-3.4551;0.0;3.6;21.6;-36.84;292.91;33.33;-75.94;0.0;36.911;22.500317;88.36947;334.19;NaN;0.0;24.516129;0.0;7 / 7;759;2020-02-17 19:32:25:206
1.685;-7.966;2.451;8.14;-4.773;2.668;6.982;0.061;0.379;-0.5804;3.3607;-2.0371;0.0;5.94;20.76;-36.66;292.91;33.33;-75.94;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;768;2020-02-17 19:32:25:215
-1.455;-6.185;3.044;8.14;-4.773;2.668;6.982;0.061;0.379;-0.5804;3.3607;-2.0371;0.0;5.94;20.76;-36.66;292.91;33.33;-75.94;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;778;2020-02-17 19:32:25:225
-1.455;-6.185;3.044;8.14;-4.773;2.668;6.982;0.061;0.379;-0.5804;3.3607;-2.0371;0.0;5.94;20.76;-36.66;292.91;33.33;-75.94;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;788;2020-02-17 19:32:25:235
-1.455;-6.185;3.044;7.153;-5.19;4.25;10.694;0.298;0.695;2.4838;4.351;6.2413;0.0;5.94;20.76;-36.66;292.91;33.33;-75.94;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;798;2020-02-17 19:32:25:245
-1.455;-6.185;3.044;7.153;-5.19;4.25;10.694;0.298;0.695;2.4838;4.351;6.2413;0.0;8.28;17.87;-37.2;283.94;31.95;-59.28;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;808;2020-02-17 19:32:25:255
-2.738;-10.283;-0.995;7.153;-5.19;4.25;10.694;0.298;0.695;2.4838;4.351;6.2413;0.0;8.28;17.87;-37.2;283.94;31.95;-59.28;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;818;2020-02-17 19:32:25:265
-2.738;-10.283;-0.995;7.153;-5.19;4.25;10.694;0.298;0.695;2.4838;4.351;6.2413;0.0;8.28;17.87;-37.2;283.94;31.95;-59.28;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;828;2020-02-17 19:32:25:275
-2.738;-10.283;-0.995;5.101;-7.428;3.867;3.385;-0.373;6.182;-1.1348;-2.8219;7.8753;0.0;9.17;14.7;-38.16;283.94;31.95;-59.28;0.0;36.911;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;838;2020-02-17 19:32:25:285
1.378;-13.442;1.914;5.101;-7.428;3.867;3.385;-0.373;6.182;-1.1348;-2.8219;7.8753;0.0;9.17;14.7;-38.16;283.94;31.95;-59.28;0.0;36.709;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;848;2020-02-17 19:32:25:295
1.378;-13.442;1.914;5.101;-7.428;3.867;3.385;-0.373;6.182;-1.1348;-2.8219;7.8753;0.0;9.17;14.7;-38.16;283.94;31.95;-59.28;0.0;36.709;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;858;2020-02-17 19:32:25:305
1.378;-13.442;1.914;5.101;-7.428;3.867;3.385;-0.373;6.182;-1.1348;-2.8219;7.8753;0.0;9.17;14.7;-38.16;283.94;31.95;-59.28;0.0;36.709;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;869;2020-02-17 19:32:25:316
1.378;-13.442;1.914;3.962;-8.413;3.111;-7.001;28.633;0.496;-2.054;-1.8633;4.5318;0.0;12.3;10.38;-38.75;258.96;59.09;-51.86;0.0;36.709;22.500263;88.369446;334.19;NaN;0.0;23.225805;0.0;7 / 7;878;2020-02-17 19:32:25:325
