n,scheme,trial,latency_us
128,lattice_only,35,291
128,hybrid,36,97
128,hash_only,36,1
128,lattice_only,36,300
128,hybrid,37,75
128,hash_only,37,1
128,lattice_only,37,369
128,hybrid,38,71
128,hash_only,38,1
128,lattice_only,38,297
128,hybrid,39,69
128,hash_only,39,1
128,lattice_only,39,300
128,hybrid,40,70
128,hash_only,40,1
128,lattice_only,40,303
128,hybrid,41,70
128,hash_only,41,1
128,lattice_only,41,297
128,hybrid,42,150
128,hash_only,42,1
128,lattice_only,42,288
128,hybrid,43,67
128,hash_only,43,1
128,lattice_only,43,288
128,hybrid,44,67
128,hash_only,44,1
128,lattice_only,44,288
128,hybrid,45,67
128,hash_only,45,1
128,lattice_only,45,291
128,hybrid,46,69
128,hash_only,46,1
128,lattice_only,46,381
128,hybrid,47,68
128,hash_only,47,1
128,lattice_only,47,291
128,hybrid,48,67
128,hash_only,48,1
128,lattice_only,48,288
128,hybrid,49,67
128,hash_only,49,1
128,lattice_only,49,288
128,hybrid,50,67
128,hash_only,50,1
128,lattice_only,50,348
128,hybrid,51,69
128,hash_only,51,1
128,lattice_only,51,369
128,hybrid,52,70
128,hash_only,52,1
128,lattice_only,52,300
128,hybrid,53,70
128,hash_only,53,1
128,lattice_only,53,300
128,hybrid,54,70
128,hash_only,54,1
128,lattice_only,54,303
128,hybrid,55,70
128,hash_only,55,1
128,lattice_only,55,303
128,hybrid,56,74
128,hash_only,56,1
128,lattice_only,56,297
128,hybrid,57,66
128,hash_only,57,1
128,lattice_only,57,285
128,hybrid,58,67
128,hash_only,58,1
128,lattice_only,58,288
128,hybrid,59,67
128,hash_only,59,1
128,lattice_only,59,291
128,hybrid,60,68
128,hash_only,60,1
128,lattice_only,60,294
128,hybrid,61,168
128,hash_only,61,1
128,lattice_only,61,288
128,hybrid,62,67
128,hash_only,62,1
128,lattice_only,62,282
128,hybrid,63,68
128,hash_only,63,1
128,lattice_only,63,288
128,hybrid,64,67
128,hash_only,64,1
128,lattice_only,64,291
128,hybrid,65,67
128,hash_only,65,1
128,lattice_only,65,369
128,hybrid,66,69
128,hash_only,66,1
128,lattice_only,66,294
128,hybrid,67,67
128,hash_only,67,1
128,lattice_only,67,291
128,hybrid,68,67
128,hash_only,68,1
128,lattice_only,68,291
128,hybrid,69,67
128,hash_only,69,1
128,lattice_only,69,291
128,hybrid,70,67
128,hash_only,70,1
128,lattice_only,70,375
128,hybrid,71,68
128,hash_only,71,1
128,lattice_only,71,291
128,hybrid,72,67
128,hash_only,72,1
128,lattice_only,72,291
128,hybrid,73,67
128,hash_only,73,1
128,lattice_only,73,291
128,hybrid,74,67
128,hash_only,74,1
128,lattice_only,74,285
128,hybrid,75,68
128,hash_only,75,1
128,lattice_only,75,441
128,hybrid,76,71
128,hash_only,76,1
128,lattice_only,76,303
128,hybrid,77,69
128,hash_only,77,1
128,lattice_only,77,297
128,hybrid,78,70
128,hash_only,78,1
128,lattice_only,78,297
128,hybrid,79,70
128,hash_only,79,1
128,lattice_only,79,297
128,hybrid,80,141
128,hash_only,80,1
128,lattice_only,80,303
128,hybrid,81,69
128,hash_only,81,1
128,lattice_only,81,300
128,hybrid,82,68
128,hash_only,82,1
128,lattice_only,82,297
128,hybrid,83,69
128,hash_only,83,1
128,lattice_only,83,300
128,hybrid,84,70
128,hash_only,84,1
128,lattice_only,84,315
128,hybrid,85,93
128,hash_only,85,1
128,lattice_only,85,294
128,hybrid,86,70
128,hash_only,86,1
128,lattice_only,86,288
128,hybrid,87,68
128,hash_only,87,1
128,lattice_only,87,291
128,hybrid,88,68
128,hash_only,88,1
128,lattice_only,88,297
128,hybrid,89,70
128,hash_only,89,1
128,lattice_only,89,369
128,hybrid,90,70
128,hash_only,90,1
128,lattice_only,90,300
128,hybrid,91,70
128,hash_only,91,1
128,lattice_only,91,303
128,hybrid,92,70
128,hash_only,92,1
128,lattice_only,92,300
128,hybrid,93,70
128,hash_only,93,1
128,lattice_only,93,297
128,hybrid,94,84
128,hash_only,94,1
128,lattice_only,94,357
128,hybrid,95,66
128,hash_only,95,1
128,lattice_only,95,291
128,hybrid,96,67
128,hash_only,96,1
128,lattice_only,96,291
128,hybrid,97,67
128,hash_only,97,1
128,lattice_only,97,291
128,hybrid,98,67
128,hash_only,98,1
128,lattice_only,98,291
128,hybrid,99,130
128,hash_only,99,1
128,lattice_only,99,354
128,hybrid,100,70
128,hash_only,100,1
128,lattice_only,100,303
128,hybrid,101,70
128,hash_only,101,1
128,lattice_only,101,303
128,hybrid,102,69
128,hash_only,102,1
128,lattice_only,102,297
128,hybrid,103,70
128,hash_only,103,1
128,lattice_only,103,318
128,hybrid,104,69
128,hash_only,104,1
128,lattice_only,104,291
128,hybrid,105,65
128,hash_only,105,1
128,lattice_only,105,288
128,hybrid,106,67
128,hash_only,106,1
128,lattice_only,106,288
128,hybrid,107,68
128,hash_only,107,1
128,lattice_only,107,288
128,hybrid,108,67
128,hash_only,108,1
128,lattice_only,108,369
128,hybrid,109,68
128,hash_only,109,1
128,lattice_only,109,291
128,hybrid,110,67
128,hash_only,110,1
128,lattice_only,110,288
128,hybrid,111,68
128,hash_only,111,1
128,lattice_only,111,288
128,hybrid,112,67
128,hash_only,112,1
128,lattice_only,112,288
128,hybrid,113,67
128,hash_only,113,1
128,lattice_only,113,369
128,hybrid,114,69
128,hash_only,114,1
128,lattice_only,114,285
128,hybrid,115,68
128,hash_only,115,1
128,lattice_only,115,288
128,hybrid,116,68
128,hash_only,116,1
128,lattice_only,116,357
128,hybrid,117,70
128,hash_only,117,1
128,lattice_only,117,306
128,hybrid,118,76
128,hash_only,118,1
128,lattice_only,118,486
128,hybrid,119,70
128,hash_only,119,1
128,lattice_only,119,300
128,hybrid,120,70
128,hash_only,120,1
128,lattice_only,120,297
128,hybrid,121,70
128,hash_only,121,1
128,lattice_only,121,297
128,hybrid,122,69
128,hash_only,122,1
128,lattice_only,122,303
128,hybrid,123,94
128,hash_only,123,1
128,lattice_only,123,303
128,hybrid,124,70
128,hash_only,124,1
128,lattice_only,124,303
128,hybrid,125,70
128,hash_only,125,1
128,lattice_only,125,297
128,hybrid,126,69
128,hash_only,126,1
128,lattice_only,126,303
128,hybrid,127,70
128,hash_only,127,1
128,lattice_only,127,381
128,hybrid,128,72
128,hash_only,128,1
128,lattice_only,128,297
128,hybrid,129,68
128,hash_only,129,1
128,lattice_only,129,291
128,hybrid,130,66
128,hash_only,130,1
128,lattice_only,130,282
128,hybrid,131,67
128,hash_only,131,1
128,lattice_only,131,294
128,hybrid,132,67
128,hash_only,132,1
128,lattice_only,132,363
128,hybrid,133,68
128,hash_only,133,1
128,lattice_only,133,282
128,hybrid,134,66
128,hash_only,134,1
128,lattice_only,134,342
128,hybrid,135,70
128,hash_only,135,1
128,lattice_only,135,297
128,hybrid,136,71
128,hash_only,136,1
128,lattice_only,136,294
128,hybrid,137,147
128,hash_only,137,1
128,lattice_only,137,291
128,hybrid,138,67
128,hash_only,138,1
128,lattice_only,138,288
128,hybrid,139,66
128,hash_only,139,1
128,lattice_only,139,288
128,hybrid,140,67
128,hash_only,140,1
128,lattice_only,140,285
128,hybrid,141,67
128,hash_only,141,1
128,lattice_only,141,282
128,hybrid,142,117
128,hash_only,142,1
128,lattice_only,142,288
128,hybrid,143,68
128,hash_only,143,1
128,lattice_only,143,288
128,hybrid,144,68
128,hash_only,144,1
128,lattice_only,144,279
128,hybrid,145,66
128,hash_only,145,1
128,lattice_only,145,387
128,hybrid,146,70
128,hash_only,146,1
128,lattice_only,146,387
128,hybrid,147,71
128,hash_only,147,1
128,lattice_only,147,297
128,hybrid,148,69
128,hash_only,148,1
128,lattice_only,148,300
128,hybrid,149,70
128,hash_only,149,1
128,lattice_only,149,297
128,hybrid,150,68
128,hash_only,150,1
128,lattice_only,150,303
128,hybrid,151,87
128,hash_only,151,1
128,lattice_only,151,408
128,hybrid,152,69
128,hash_only,152,1
128,lattice_only,152,291
128,hybrid,153,65
128,hash_only,153,1
128,lattice_only,153,291
128,hybrid,154,65
128,hash_only,154,1
128,lattice_only,154,300
128,hybrid,155,94
128,hash_only,155,1
128,lattice_only,155,312
128,hybrid,156,134
128,hash_only,156,1
128,lattice_only,156,303
128,hybrid,157,69
128,hash_only,157,1
128,lattice_only,157,300
128,hybrid,158,69
128,hash_only,158,1
128,lattice_only,158,303
128,hybrid,159,69
128,hash_only,159,1
128,lattice_only,159,303
128,hybrid,160,69
128,hash_only,160,1
128,lattice_only,160,459
128,hybrid,161,67
128,hash_only,161,1
128,lattice_only,161,291
128,hybrid,162,66
128,hash_only,162,1
128,lattice_only,162,285
128,hybrid,163,67
128,hash_only,163,1
128,lattice_only,163,291
128,hybrid,164,65
128,hash_only,164,1
128,lattice_only,164,291
128,hybrid,165,67
128,hash_only,165,1
128,lattice_only,165,363
128,hybrid,166,69
128,hash_only,166,1
128,lattice_only,166,291
128,hybrid,167,67
128,hash_only,167,1
128,lattice_only,167,291
128,hybrid,168,68
128,hash_only,168,1
128,lattice_only,168,294
128,hybrid,169,67
128,hash_only,169,1
128,lattice_only,169,285
128,hybrid,170,72
128,hash_only,170,1
128,lattice_only,170,462
128,hybrid,171,71
128,hash_only,171,1
128,lattice_only,171,300
128,hybrid,172,70
128,hash_only,172,1
128,lattice_only,172,303
128,hybrid,173,70
128,hash_only,173,1
128,lattice_only,173,300
128,hybrid,174,69
128,hash_only,174,1
128,lattice_only,174,312
128,hybrid,175,137
128,hash_only,175,1
128,lattice_only,175,303
128,hybrid,176,70
128,hash_only,176,1
128,lattice_only,176,300
128,hybrid,177,70
128,hash_only,177,1
128,lattice_only,177,297
128,hybrid,178,70
128,hash_only,178,1
128,lattice_only,178,297
128,hybrid,179,70
128,hash_only,179,1
128,lattice_only,179,405
128,hybrid,180,71
128,hash_only,180,1
128,lattice_only,180,363
128,hybrid,181,67
128,hash_only,181,1
128,lattice_only,181,351
128,hybrid,182,78
128,hash_only,182,1
128,lattice_only,182,285
128,hybrid,183,68
128,hash_only,183,1
128,lattice_only,183,288
128,hybrid,184,96
128,hash_only,184,1
128,lattice_only,184,306
128,hybrid,185,70
128,hash_only,185,1
128,lattice_only,185,300
128,hybrid,186,70
128,hash_only,186,1
128,lattice_only,186,297
128,hybrid,187,70
128,hash_only,187,1
128,lattice_only,187,300
128,hybrid,188,70
128,hash_only,188,1
128,lattice_only,188,306
128,hybrid,189,93
128,hash_only,189,1
128,lattice_only,189,333
128,hybrid,190,68
128,hash_only,190,1
128,lattice_only,190,291
128,hybrid,191,67
128,hash_only,191,1
128,lattice_only,191,291
128,hybrid,192,68
128,hash_only,192,1
128,lattice_only,192,294
128,hybrid,193,67
128,hash_only,193,1
128,lattice_only,193,543
128,hybrid,194,68
128,hash_only,194,1
128,lattice_only,194,285
128,hybrid,195,68
128,hash_only,195,1
128,lattice_only,195,288
128,hybrid,196,67
128,hash_only,196,1
128,lattice_only,196,291
128,hybrid,197,67
128,hash_only,197,1
128,lattice_only,197,279
128,hybrid,198,70
128,hash_only,198,1
128,lattice_only,198,363
128,hybrid,199,68
128,hash_only,199,1
128,lattice_only,199,291
256,hybrid,0,277
256,hash_only,0,1
256,lattice_only,0,1095
256,hybrid,1,242
256,hash_only,1,1
256,lattice_only,1,1149
256,hybrid,2,241
256,hash_only,2,1
256,lattice_only,2,1071
256,hybrid,3,317
256,hash_only,3,1
256,lattice_only,3,1071
256,hybrid,4,240
256,hash_only,4,1
256,lattice_only,4,1434
256,hybrid,5,250
256,hash_only,5,1
256,lattice_only,5,1182
256,hybrid,6,262
256,hash_only,6,1
256,lattice_only,6,1140
256,hybrid,7,284
256,hash_only,7,1
256,lattice_only,7,1119
256,hybrid,8,251
256,hash_only,8,1
256,lattice_only,8,1314
256,hybrid,9,244
256,hash_only,9,1
256,lattice_only,9,1068
256,hybrid,10,270
256,hash_only,10,1
256,lattice_only,10,1059
256,hybrid,11,241
256,hash_only,11,1
256,lattice_only,11,1293
256,hybrid,12,250
256,hash_only,12,1
256,lattice_only,12,1089
256,hybrid,13,290
256,hash_only,13,1
256,lattice_only,13,1065
256,hybrid,14,239
256,hash_only,14,1
256,lattice_only,14,1263
256,hybrid,15,251
256,hash_only,15,1
256,lattice_only,15,990
256,hybrid,16,273
256,hash_only,16,1
256,lattice_only,16,1053
256,hybrid,17,241
256,hash_only,17,1
256,lattice_only,17,1143
256,hybrid,18,265
256,hash_only,18,1
256,lattice_only,18,1113
256,hybrid,19,280
256,hash_only,19,1
256,lattice_only,19,1107
256,hybrid,20,252
256,hash_only,20,1
256,lattice_only,20,1323
256,hybrid,21,256
256,hash_only,21,1
256,lattice_only,21,1155
256,hybrid,22,282
256,hash_only,22,1
256,lattice_only,22,1113
256,hybrid,23,250
256,hash_only,23,1
256,lattice_only,23,1194
256,hybrid,24,244
256,hash_only,24,1
256,lattice_only,24,1050
256,hybrid,25,266
256,hash_only,25,1
256,lattice_only,25,1062
256,hybrid,26,243
256,hash_only,26,1
256,lattice_only,26,1329
256,hybrid,27,245
256,hash_only,27,1
256,lattice_only,27,1074
256,hybrid,28,266
256,hash_only,28,1
256,lattice_only,28,1068
256,hybrid,29,241
256,hash_only,29,1
256,lattice_only,29,1164
256,hybrid,30,240
256,hash_only,30,1
256,lattice_only,30,1062
256,hybrid,31,269
256,hash_only,31,1
256,lattice_only,31,1071
256,hybrid,32,237
256,hash_only,32,1
256,lattice_only,32,1269
256,hybrid,33,242
256,hash_only,33,1
256,lattice_only,33,1065
256,hybrid,34,292
256,hash_only,34,1
256,lattice_only,34,1104
256,hybrid,35,249
256,hash_only,35,1
256,lattice_only,35,1227
256,hybrid,36,261
256,hash_only,36,1
256,lattice_only,36,1155
256,hybrid,37,279
256,hash_only,37,1
256,lattice_only,37,1104
256,hybrid,38,260
256,hash_only,38,1
256,lattice_only,38,1257
256,hybrid,39,265
256,hash_only,39,1
256,lattice_only,39,1110
256,hybrid,40,278
256,hash_only,40,1
256,lattice_only,40,1110
256,hybrid,41,262
256,hash_only,41,1
256,lattice_only,41,1185
256,hybrid,42,252
256,hash_only,42,1
256,lattice_only,42,1128
256,hybrid,43,282
256,hash_only,43,1
256,lattice_only,43,1074
256,hybrid,44,238
256,hash_only,44,1
256,lattice_only,44,1257
256,hybrid,45,242
256,hash_only,45,1
256,lattice_only,45,1167
256,hybrid,46,244
256,hash_only,46,1
256,lattice_only,46,1062
256,hybrid,47,243
256,hash_only,47,1
256,lattice_only,47,1152
256,hybrid,48,241
256,hash_only,48,1
256,lattice_only,48,1080
256,hybrid,49,299
256,hash_only,49,1
256,lattice_only,49,1101
256,hybrid,50,250
256,hash_only,50,1
256,lattice_only,50,1311
256,hybrid,51,243
256,hash_only,51,1
256,lattice_only,51,1140
256,hybrid,52,266
256,hash_only,52,1
256,lattice_only,52,1125
256,hybrid,53,254
256,hash_only,53,1
256,lattice_only,53,1116
256,hybrid,54,249
256,hash_only,54,1
256,lattice_only,54,1185
256,hybrid,55,255
256,hash_only,55,1
256,lattice_only,55,1113
256,hybrid,56,307
256,hash_only,56,1
256,lattice_only,56,1077
256,hybrid,57,241
256,hash_only,57,1
256,lattice_only,57,1239
256,hybrid,58,258
256,hash_only,58,1
256,lattice_only,58,1137
256,hybrid,59,284
256,hash_only,59,1
256,lattice_only,59,1110
256,hybrid,60,251
256,hash_only,60,1
256,lattice_only,60,1224
256,hybrid,61,242
256,hash_only,61,1
256,lattice_only,61,1137
256,hybrid,62,322
256,hash_only,62,1
256,lattice_only,62,1086
256,hybrid,63,252
256,hash_only,63,1
256,lattice_only,63,1227
256,hybrid,64,250
256,hash_only,64,1
256,lattice_only,64,1101
256,hybrid,65,282
256,hash_only,65,1
256,lattice_only,65,1104
256,hybrid,66,248
256,hash_only,66,1
256,lattice_only,66,1212
256,hybrid,67,242
256,hash_only,67,1
256,lattice_only,67,1062
256,hybrid,68,306
256,hash_only,68,1
256,lattice_only,68,1068
256,hybrid,69,240
256,hash_only,69,1
256,lattice_only,69,1149
256,hybrid,70,240
256,hash_only,70,1
256,lattice_only,70,1134
256,hybrid,71,273
256,hash_only,71,1
256,lattice_only,71,1119
256,hybrid,72,255
256,hash_only,72,1
256,lattice_only,72,1191
256,hybrid,73,252
256,hash_only,73,1
256,lattice_only,73,1338
256,hybrid,74,268
256,hash_only,74,1
256,lattice_only,74,1089
256,hybrid,75,268
256,hash_only,75,1
256,lattice_only,75,1164
256,hybrid,76,252
256,hash_only,76,1
256,lattice_only,76,1209
256,hybrid,77,249
256,hash_only,77,1
256,lattice_only,77,1125
256,hybrid,78,278
256,hash_only,78,1
256,lattice_only,78,1110
256,hybrid,79,251
256,hash_only,79,1
256,lattice_only,79,1308
256,hybrid,80,263
256,hash_only,80,1
256,lattice_only,80,1059
256,hybrid,81,266
256,hash_only,81,1
256,lattice_only,81,1128
256,hybrid,82,245
256,hash_only,82,1
256,lattice_only,82,1170
256,hybrid,83,250
256,hash_only,83,1
256,lattice_only,83,1104
256,hybrid,84,287
256,hash_only,84,1
256,lattice_only,84,1068
256,hybrid,85,240
256,hash_only,85,1
256,lattice_only,85,1263
256,hybrid,86,242
256,hash_only,86,1
256,lattice_only,86,1062
256,hybrid,87,267
256,hash_only,87,1
256,lattice_only,87,1185
256,hybrid,88,252
256,hash_only,88,1
256,lattice_only,88,1194
256,hybrid,89,252
256,hash_only,89,1
256,lattice_only,89,1122
256,hybrid,90,304
256,hash_only,90,1
256,lattice_only,90,1104
256,hybrid,91,253
256,hash_only,91,1
256,lattice_only,91,1380
256,hybrid,92,242
256,hash_only,92,1
256,lattice_only,92,1080
256,hybrid,93,294
256,hash_only,93,1
256,lattice_only,93,1104
256,hybrid,94,246
256,hash_only,94,1
256,lattice_only,94,1200
256,hybrid,95,239
256,hash_only,95,1
256,lattice_only,95,1083
256,hybrid,96,245
256,hash_only,96,1
256,lattice_only,96,1077
256,hybrid,97,240
256,hash_only,97,1
256,lattice_only,97,1326
256,hybrid,98,243
256,hash_only,98,1
256,lattice_only,98,1233
256,hybrid,99,248
256,hash_only,99,1
256,lattice_only,99,1113
256,hybrid,100,293
256,hash_only,100,1
256,lattice_only,100,1098
256,hybrid,101,249
256,hash_only,101,1
256,lattice_only,101,1194
256,hybrid,102,247
256,hash_only,102,1
256,lattice_only,102,1104
256,hybrid,103,318
256,hash_only,103,1
256,lattice_only,103,1116
256,hybrid,104,251
256,hash_only,104,1
256,lattice_only,104,1191
256,hybrid,105,259
256,hash_only,105,1
256,lattice_only,105,1071
256,hybrid,106,268
256,hash_only,106,1
256,lattice_only,106,1062
256,hybrid,107,245
256,hash_only,107,1
256,lattice_only,107,1218
256,hybrid,108,253
256,hash_only,108,1
256,lattice_only,108,1104
256,hybrid,109,318
256,hash_only,109,1
256,lattice_only,109,1119
256,hybrid,110,241
256,hash_only,110,1
256,lattice_only,110,1146
256,hybrid,111,269
256,hash_only,111,1
256,lattice_only,111,1128
256,hybrid,112,279
256,hash_only,112,1
256,lattice_only,112,1119
256,hybrid,113,241
256,hash_only,113,1
256,lattice_only,113,1149
256,hybrid,114,240
256,hash_only,114,1
256,lattice_only,114,1134
256,hybrid,115,319
256,hash_only,115,1
256,lattice_only,115,1101
256,hybrid,116,253
256,hash_only,116,1
256,lattice_only,116,1209
256,hybrid,117,253
256,hash_only,117,1
256,lattice_only,117,1113
256,hybrid,118,274
256,hash_only,118,1
256,lattice_only,118,1119
256,hybrid,119,252
256,hash_only,119,1
256,lattice_only,119,1182
256,hybrid,120,249
256,hash_only,120,1
256,lattice_only,120,1110
256,hybrid,121,304
256,hash_only,121,1
256,lattice_only,121,1056
256,hybrid,122,241
256,hash_only,122,1
256,lattice_only,122,1227
256,hybrid,123,253
256,hash_only,123,1
256,lattice_only,123,1113
256,hybrid,124,287
256,hash_only,124,1
256,lattice_only,124,1077
256,hybrid,125,242
256,hash_only,125,1
256,lattice_only,125,1191
256,hybrid,126,249
256,hash_only,126,1
256,lattice_only,126,1302
256,hybrid,127,252
256,hash_only,127,1
256,lattice_only,127,1098
256,hybrid,128,246
256,hash_only,128,1
256,lattice_only,128,1428
256,hybrid,129,260
256,hash_only,129,1
256,lattice_only,129,1233
256,hybrid,130,249
256,hash_only,130,1
256,lattice_only,130,1086
256,hybrid,131,284
256,hash_only,131,1
256,lattice_only,131,1125
256,hybrid,132,253
256,hash_only,132,1
256,lattice_only,132,1323
256,hybrid,133,251
256,hash_only,133,1
256,lattice_only,133,1101
256,hybrid,134,280
256,hash_only,134,1
256,lattice_only,134,1095
256,hybrid,135,249
256,hash_only,135,1
256,lattice_only,135,1206
256,hybrid,136,270
256,hash_only,136,1
256,lattice_only,136,1101
256,hybrid,137,308
256,hash_only,137,1
256,lattice_only,137,1119
256,hybrid,138,252
256,hash_only,138,1
256,lattice_only,138,1311
256,hybrid,139,241
256,hash_only,139,1
256,lattice_only,139,1143
256,hybrid,140,240
256,hash_only,140,1
256,lattice_only,140,1062
256,hybrid,141,239
256,hash_only,141,1
256,lattice_only,141,1116
256,hybrid,142,260
256,hash_only,142,1
256,lattice_only,142,1113
256,hybrid,143,273
256,hash_only,143,1
256,lattice_only,143,1107
256,hybrid,144,253
256,hash_only,144,1
256,lattice_only,144,1284
256,hybrid,145,257
256,hash_only,145,1
256,lattice_only,145,1140
256,hybrid,146,242
256,hash_only,146,1
256,lattice_only,146,1065
256,hybrid,147,266
256,hash_only,147,1
256,lattice_only,147,1176
256,hybrid,148,250
256,hash_only,148,1
256,lattice_only,148,1233
256,hybrid,149,242
256,hash_only,149,1
256,lattice_only,149,1164
256,hybrid,150,338
256,hash_only,150,1
256,lattice_only,150,1125
256,hybrid,151,255
256,hash_only,151,1
256,lattice_only,151,1194
256,hybrid,152,252
256,hash_only,152,1
256,lattice_only,152,1101
256,hybrid,153,276
256,hash_only,153,1
256,lattice_only,153,1101
256,hybrid,154,239
256,hash_only,154,1
256,lattice_only,154,1158
256,hybrid,155,243
256,hash_only,155,1
256,lattice_only,155,1065
256,hybrid,156,303
256,hash_only,156,1
256,lattice_only,156,1131
256,hybrid,157,253
256,hash_only,157,1
256,lattice_only,157,1188
256,hybrid,158,249
256,hash_only,158,1
256,lattice_only,158,1125
256,hybrid,159,281
256,hash_only,159,1
256,lattice_only,159,1107
256,hybrid,160,249
256,hash_only,160,1
256,lattice_only,160,1185
256,hybrid,161,237
256,hash_only,161,1
256,lattice_only,161,1134
256,hybrid,162,322
256,hash_only,162,1
256,lattice_only,162,1053
256,hybrid,163,242
256,hash_only,163,1
256,lattice_only,163,1158
256,hybrid,164,239
256,hash_only,164,1
256,lattice_only,164,1140
256,hybrid,165,281
256,hash_only,165,1
256,lattice_only,165,1107
256,hybrid,166,250
256,hash_only,166,1
256,lattice_only,166,1491
256,hybrid,167,251
256,hash_only,167,1
256,lattice_only,167,1380
256,hybrid,168,255
256,hash_only,168,1
256,lattice_only,168,1113
256,hybrid,169,282
256,hash_only,169,1
256,lattice_only,169,1101
256,hybrid,170,255
256,hash_only,170,1
256,lattice_only,170,1194
256,hybrid,171,258
256,hash_only,171,1
256,lattice_only,171,1128
256,hybrid,172,277
256,hash_only,172,1
256,lattice_only,172,1131
256,hybrid,173,238
256,hash_only,173,1
256,lattice_only,173,1266
256,hybrid,174,245
256,hash_only,174,1
256,lattice_only,174,1065
256,hybrid,175,297
256,hash_only,175,1
256,lattice_only,175,1122
256,hybrid,176,247
256,hash_only,176,1
256,lattice_only,176,1206
256,hybrid,177,251
256,hash_only,177,1
256,lattice_only,177,1095
256,hybrid,178,288
256,hash_only,178,1
256,lattice_only,178,1062
256,hybrid,179,241
256,hash_only,179,1
256,lattice_only,179,1245
256,hybrid,180,241
256,hash_only,180,1
256,lattice_only,180,1065
256,hybrid,181,294
256,hash_only,181,1
256,lattice_only,181,1104
256,hybrid,182,247
256,hash_only,182,1
256,lattice_only,182,1194
256,hybrid,183,280
256,hash_only,183,1
256,lattice_only,183,1107
256,hybrid,184,279
256,hash_only,184,1
256,lattice_only,184,1104
256,hybrid,185,250
256,hash_only,185,1
256,lattice_only,185,1383
256,hybrid,186,262
256,hash_only,186,1
256,lattice_only,186,1215
256,hybrid,187,253
256,hash_only,187,1
256,lattice_only,187,1128
256,hybrid,188,310
256,hash_only,188,1
256,lattice_only,188,1092
256,hybrid,189,248
256,hash_only,189,1
256,lattice_only,189,1179
256,hybrid,190,262
256,hash_only,190,1
256,lattice_only,190,1065
256,hybrid,191,325
256,hash_only,191,1
256,lattice_only,191,1107
256,hybrid,192,249
256,hash_only,192,1
256,lattice_only,192,1320
256,hybrid,193,254
256,hash_only,193,1
256,lattice_only,193,1110
256,hybrid,194,281
256,hash_only,194,1
256,lattice_only,194,1125
256,hybrid,195,244
256,hash_only,195,1
256,lattice_only,195,1233
256,hybrid,196,255
256,hash_only,196,1
256,lattice_only,196,1116
256,hybrid,197,315
256,hash_only,197,1
256,lattice_only,197,1089
256,hybrid,198,240
256,hash_only,198,1
256,lattice_only,198,1161
256,hybrid,199,241
256,hash_only,199,1
256,lattice_only,199,1077
512,hybrid,0,1002
512,hash_only,0,2
512,lattice_only,0,4557
512,hybrid,1,1003
512,hash_only,1,2
512,lattice_only,1,4344
512,hybrid,2,1019
512,hash_only,2,1
512,lattice_only,2,4677
512,hybrid,3,990
512,hash_only,3,1
512,lattice_only,3,4404
512,hybrid,4,986
512,hash_only,4,2
