species_name,root_depth_cm,growth_rate_cm_day,leaf_area_index,contaminant_id,molecular_weight,solubility_mg_l,toxicity_class,env_id,soil_ph,soil_cec_cmol_kg,clay_percent,temp_annual_c,precip_annual_mm,BCF,TF,Remediation_Efficiency_Pct,Affinity_Class,geo_pca_1,geo_pca_2
Populus deltoides,303.6035845006281,1.7554847831809433,4.999499078066656,Zinc (Zn),65.38,500.0,Moderate,Env_B,7.141468887291041,25.339871934380053,35.0,21.731753554972993,1198.7000060937132,4.611700193148318,0.5153271441072809,2.1388808610127064,0,-0.013370533362614479,0.27814527113304616
Populus deltoides,309.4856289391247,1.7952467033539834,4.940266138761664,Zinc (Zn),65.38,500.0,Moderate,Env_C,5.966915701785241,10.666642476053402,10.0,10.288648509972859,573.1291790716698,6.0642113589183815,0.5143655678047977,2.8072993670265216,0,-0.5544406550123429,1.1524947624535715
Populus deltoides,301.3992705680002,1.824306783960742,5.012993040844303,Zinc (Zn),65.38,500.0,Moderate,Env_D,8.073465328159429,29.31975184266932,40.0,17.7204990640703,895.2690929025425,3.919857268470876,0.47111652159280826,1.6620385693160573,0,2.518360654659208,-0.46343995868292837
Populus deltoides,306.7914401077081,1.7645603329799906,5.096137524282335,Arsenic (As),74.92,100.0,High,Env_A,5.540789638600463,14.910302628226201,20.0,14.987754826573946,818.8290676482969,5.676906779679496,0.5109959377872825,2.6107886732519754,0,0.8187034275820941,-0.00596528946481828
Populus deltoides,293.35951615283665,1.7215512641992674,5.028345012630361,Arsenic (As),74.92,100.0,High,Env_B,7.240613225333664,25.053483658765167,35.0,21.920571119614383,1196.5086099710013,3.787543755023342,0.5009580010702172,1.7076603136342299,0,-0.7648962591174647,0.003153438462095131
Populus deltoides,298.1616143869451,1.8030199744383681,4.9323474025239875,Arsenic (As),74.92,100.0,High,Env_C,6.059722648032484,9.843468689121737,10.0,10.238750747146542,618.1809869711125,5.441620861282116,0.5304837261737674,2.5980221798260583,0,1.0785566186396136,-1.0266612288616834
Populus deltoides,300.72283249732465,1.7738367578893746,5.071305398250279,Arsenic (As),74.92,100.0,High,Env_D,7.991920464981139,29.67969673013219,40.0,18.27782256766109,907.9131132486036,4.447951850756953,0.4801455279617468,1.9220977707571134,0,-1.233488368399276,0.07466137495882526
Populus deltoides,300.9530885465123,1.8347827234668215,4.956389007525095,Trichloroethylene (TCE),131.4,1280.0,High,Env_A,5.4938062844681435,14.95196473539795,20.0,15.362398649402358,807.6961214337657,19.250104014506235,1.3873321489100636,24.03565935226846,1,0.49691886440376315,-0.9547701676429153
Populus deltoides,300.50243546654366,1.7264745780893846,4.950891755616049,Trichloroethylene (TCE),131.4,1280.0,High,Env_B,7.173829762813047,24.548771072219285,35.0,22.41388907077764,1199.8203350315666,13.687818359987379,1.5888802310058174,19.573473598004174,1,0.493450161401595,0.4027290744333366
Populus deltoides,295.31713765084373,1.749437624514149,5.163450574904365,Trichloroethylene (TCE),131.4,1280.0,High,Env_C,5.928841179186653,9.705777145698065,10.0,9.548393522215315,584.0884582346887,21.49940412482058,1.6534854871751594,31.994057432974127,1,1.8312517469994325,-1.728567673023124
Populus deltoides,301.3836889794594,1.8622254799203013,5.10900493722875,Trichloroethylene (TCE),131.4,1280.0,High,Env_D,7.969191007440162,30.511970907328667,40.0,17.78456166320978,901.1583304546174,11.178892186223075,1.8835284366561398,18.950185190757857,1,-0.865307383791898,-0.10757894426386502
Pteris vittata,39.029525932321896,0.8158395142850389,2.0466283290010505,Lead (Pb),207.2,50.0,High,Env_A,5.521631217590381,15.127246762299002,20.0,14.79475972286604,797.4919983221723,6.3564880638533126,0.49326618990981946,1.2541762593856676,0,-0.08934940214418217,-1.6776268543080217
Pteris vittata,45.02247154352752,0.7575644218677969,2.092288237608253,Lead (Pb),207.2,50.0,High,Env_B,7.285475100835007,25.28123487387756,35.0,22.000539066572422,1198.3630021105641,3.7821777948698387,0.5226892597298716,1.0,0,0.8123846508068765,0.21496116814395635
Pteris vittata,37.11108190704252,0.8245679441098492,2.029593704957638,Lead (Pb),207.2,50.0,High,Env_C,5.966315498282432,10.032243803262203,10.0,9.819593760421848,600.8639265248637,6.183035766371939,0.47594633025685096,1.177117273140632,0,0.501803829451369,0.6824412641735643
Pteris vittata,31.142249345287148,0.8239954578460291,2.081353110993423,Lead (Pb),207.2,50.0,High,Env_D,8.076247121086848,30.4109691264593,40.0,17.75802623644341,884.3151706241364,4.40793036793019,0.5024345562504996,1.0,0,-0.26938415796399484,-0.8166047939113652
Pteris vittata,40.28070072495193,0.8052537923334666,2.115876940488141,Cadmium (Cd),112.4,200.0,High,Env_A,5.46973628745856,14.921156611319974,20.0,15.021114191424434,799.7977675858821,5.298019916515368,0.4848006863779356,1.0273934767882495,0,3.0783430881421086,-1.2581933794734306
Pteris vittata,47.588873542346406,0.8334650891764598,2.186557266713193,Cadmium (Cd),112.4,200.0,High,Env_B,7.295636702220887,24.61593779348501,35.0,22.06636466023376,1194.893719866267,4.135130401612012,0.4336631418559514,1.0,0,0.7810594138608467,1.2588990282033665
Pteris vittata,44.62010243816499,0.8372000522797537,2.0847162303283433,Cadmium (Cd),112.4,200.0,High,Env_C,6.035258644071158,9.600778796402025,10.0,10.327090926085587,617.9937618456453,6.4097847895154585,0.52467837726134,1.3452301927829564,0,0.5466107218031311,-2.0106341550640434
Pteris vittata,39.912200496250904,0.7753982769728593,2.102739652479788,Cadmium (Cd),112.4,200.0,High,Env_D,7.947887050875575,30.904625514798965,40.0,17.939034414746615,889.2260043865409,4.27530889527635,0.41887505834220523,1.0,0,-0.8287762649946638,0.3884251230573807
Pteris vittata,34.88747587802564,0.775247891590371,2.065834726796225,Zinc (Zn),65.38,500.0,Moderate,Env_A,5.473909309254129,15.704258828356847,20.0,15.009837442338746,795.6265352345729,6.841652512410635,0.5367840075830281,1.4689958616409096,0,0.2443187958283078,-1.6531572212694927
Pteris vittata,37.17918672877361,0.8519912172907973,2.121599801095964,Zinc (Zn),65.38,500.0,Moderate,Env_B,7.267793372477576,25.050664489025817,35.0,21.9787307499136,1193.1677347261711,3.987270954106475,0.4951971452301328,1.0,0,1.6727583391330922,0.6121307802178847
Pteris vittata,42.64891425625524,0.805309971728256,2.0488427936424065,Zinc (Zn),65.38,500.0,Moderate,Env_C,5.9373299870675895,9.620344726079761,10.0,9.595437356396902,572.800271804919,6.113890719701167,0.4675064129711782,1.143313247866107,0,-0.40903665279433216,0.8417056781805315
Pteris vittata,38.1931211858269,0.8408554836468134,2.2008911070169503,Zinc (Zn),65.38,500.0,Moderate,Env_D,8.028251412347144,30.050562054694424,40.0,18.258311932674612,908.6206525658716,3.9517930092933997,0.5661608062793885,1.0,0,-0.10844263220225936,-0.11592975496838796
Pteris vittata,36.5346662467449,0.8412774103205376,2.1348161452495593,Arsenic (As),74.92,100.0,High,Env_A,5.460117866077585,14.786967867851141,20.0,14.72397610345881,795.6761111597349,62.60378720422606,2.9803646114641107,74.63284477084203,1,0.7005502315860452,-2.018985169467035
Pteris vittata,42.70229164266283,0.7919909749597427,2.094694381837274,Arsenic (As),74.92,100.0,High,Env_B,7.254110278480557,25.01423126590462,35.0,22.289317327638848,1198.3723928453674,53.57674200293017,2.852387683777449,61.12865561043199,1,-0.10740354133593442,0.12474317472349845
Pteris vittata,35.29920497990582,0.757595426725054,2.026508994036877,Arsenic (As),74.92,100.0,High,Env_C,5.985706604515845,9.898600385461418,10.0,10.000789182462139,600.9191466117694,73.14804333626964,3.764527968355516,99.9,1,0.436986229553322,-0.9077690869556047
Pteris vittata,41.21894708660874,0.8384404291429901,1.9894256237706183,Arsenic (As),74.92,100.0,High,Env_D,8.04357624587695,30.10734052023875,40.0,17.914761272583878,895.7306401043913,56.25433305517974,2.7164954779337247,61.12585654342937,1,-1.717763296495504,-1.3275155217348182
Pteris vittata,41.441647687200145,0.78659580226777,2.1234313748899627,Trichloroethylene (TCE),131.4,1280.0,High,Env_A,5.4120024437443215,15.208753274319287,20.0,14.9862451325494,791.3407725325137,5.024729930707208,0.4506329845679843,1.0,0,0.28057849098296517,-2.428246938935415
