time,uv_index,shortwave_radiation,direct_radiation,cloud_cover,latitude,longitude
2022-01-04 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-04 23:00:00,,0.0,0.0,98,1.28,103.85
2022-01-05 00:00:00,,0.0,0.0,95,1.28,103.85
2022-01-05 01:00:00,,0.0,0.0,36,1.28,103.85
2022-01-05 02:00:00,,0.0,0.0,26,1.28,103.85
2022-01-05 03:00:00,,0.0,0.0,44,1.28,103.85
2022-01-05 04:00:00,,0.0,0.0,83,1.28,103.85
2022-01-05 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-05 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-05 07:00:00,,0.0,0.0,60,1.28,103.85
2022-01-05 08:00:00,,40.0,15.0,73,1.28,103.85
2022-01-05 09:00:00,,99.0,31.0,97,1.28,103.85
2022-01-05 10:00:00,,260.0,98.0,81,1.28,103.85
2022-01-05 11:00:00,,570.0,362.0,50,1.28,103.85
2022-01-05 12:00:00,,799.0,622.0,99,1.28,103.85
2022-01-05 13:00:00,,806.0,506.0,100,1.28,103.85
2022-01-05 14:00:00,,769.0,504.0,100,1.28,103.85
2022-01-05 15:00:00,,738.0,476.0,100,1.28,103.85
2022-01-05 16:00:00,,529.0,284.0,99,1.28,103.85
2022-01-05 17:00:00,,447.0,249.0,100,1.28,103.85
2022-01-05 18:00:00,,256.0,127.0,100,1.28,103.85
2022-01-05 19:00:00,,84.0,31.0,100,1.28,103.85
2022-01-05 20:00:00,,1.0,0.0,100,1.28,103.85
2022-01-05 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-05 22:00:00,,0.0,0.0,98,1.28,103.85
2022-01-05 23:00:00,,0.0,0.0,88,1.28,103.85
2022-01-06 00:00:00,,0.0,0.0,98,1.28,103.85
2022-01-06 01:00:00,,0.0,0.0,98,1.28,103.85
2022-01-06 02:00:00,,0.0,0.0,99,1.28,103.85
2022-01-06 03:00:00,,0.0,0.0,98,1.28,103.85
2022-01-06 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-06 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-06 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-06 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-06 08:00:00,,42.0,15.0,100,1.28,103.85
2022-01-06 09:00:00,,186.0,74.0,100,1.28,103.85
2022-01-06 10:00:00,,404.0,262.0,100,1.28,103.85
2022-01-06 11:00:00,,620.0,443.0,61,1.28,103.85
2022-01-06 12:00:00,,788.0,633.0,48,1.28,103.85
2022-01-06 13:00:00,,817.0,604.0,78,1.28,103.85
2022-01-06 14:00:00,,817.0,607.0,100,1.28,103.85
2022-01-06 15:00:00,,654.0,405.0,100,1.28,103.85
2022-01-06 16:00:00,,513.0,287.0,70,1.28,103.85
2022-01-06 17:00:00,,445.0,294.0,100,1.28,103.85
2022-01-06 18:00:00,,229.0,126.0,100,1.28,103.85
2022-01-06 19:00:00,,64.0,16.0,88,1.28,103.85
2022-01-06 20:00:00,,1.0,0.0,92,1.28,103.85
2022-01-06 21:00:00,,0.0,0.0,52,1.28,103.85
2022-01-06 22:00:00,,0.0,0.0,58,1.28,103.85
2022-01-06 23:00:00,,0.0,0.0,55,1.28,103.85
2022-01-07 00:00:00,,0.0,0.0,91,1.28,103.85
2022-01-07 01:00:00,,0.0,0.0,70,1.28,103.85
2022-01-07 02:00:00,,0.0,0.0,73,1.28,103.85
2022-01-07 03:00:00,,0.0,0.0,12,1.28,103.85
2022-01-07 04:00:00,,0.0,0.0,11,1.28,103.85
2022-01-07 05:00:00,,0.0,0.0,58,1.28,103.85
2022-01-07 06:00:00,,0.0,0.0,13,1.28,103.85
2022-01-07 07:00:00,,0.0,0.0,20,1.28,103.85
2022-01-07 08:00:00,,43.0,21.0,15,1.28,103.85
2022-01-07 09:00:00,,230.0,149.0,33,1.28,103.85
2022-01-07 10:00:00,,438.0,316.0,100,1.28,103.85
2022-01-07 11:00:00,,541.0,284.0,94,1.28,103.85
2022-01-07 12:00:00,,777.0,579.0,88,1.28,103.85
2022-01-07 13:00:00,,834.0,644.0,67,1.28,103.85
2022-01-07 14:00:00,,838.0,608.0,81,1.28,103.85
2022-01-07 15:00:00,,714.0,485.0,39,1.28,103.85
2022-01-07 16:00:00,,543.0,310.0,100,1.28,103.85
2022-01-07 17:00:00,,366.0,184.0,100,1.28,103.85
2022-01-07 18:00:00,,242.0,122.0,100,1.28,103.85
2022-01-07 19:00:00,,94.0,45.0,100,1.28,103.85
2022-01-07 20:00:00,,1.0,0.0,98,1.28,103.85
2022-01-07 21:00:00,,0.0,0.0,98,1.28,103.85
2022-01-07 22:00:00,,0.0,0.0,87,1.28,103.85
2022-01-07 23:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 01:00:00,,0.0,0.0,99,1.28,103.85
2022-01-08 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 08:00:00,,35.0,7.0,99,1.28,103.85
2022-01-08 09:00:00,,220.0,122.0,100,1.28,103.85
2022-01-08 10:00:00,,423.0,273.0,99,1.28,103.85
2022-01-08 11:00:00,,592.0,352.0,96,1.28,103.85
2022-01-08 12:00:00,,523.0,169.0,100,1.28,103.85
2022-01-08 13:00:00,,600.0,191.0,100,1.28,103.85
2022-01-08 14:00:00,,676.0,329.0,97,1.28,103.85
2022-01-08 15:00:00,,703.0,408.0,94,1.28,103.85
2022-01-08 16:00:00,,462.0,248.0,100,1.28,103.85
2022-01-08 17:00:00,,409.0,216.0,100,1.28,103.85
2022-01-08 18:00:00,,258.0,131.0,100,1.28,103.85
2022-01-08 19:00:00,,71.0,29.0,100,1.28,103.85
2022-01-08 20:00:00,,1.0,0.0,100,1.28,103.85
2022-01-08 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-08 23:00:00,,0.0,0.0,99,1.28,103.85
2022-01-09 00:00:00,,0.0,0.0,98,1.28,103.85
2022-01-09 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-09 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-09 03:00:00,,0.0,0.0,89,1.28,103.85
2022-01-09 04:00:00,,0.0,0.0,90,1.28,103.85
2022-01-09 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-09 06:00:00,,0.0,0.0,98,1.28,103.85
2022-01-09 07:00:00,,0.0,0.0,77,1.28,103.85
2022-01-09 08:00:00,,40.0,18.0,98,1.28,103.85
2022-01-09 09:00:00,,226.0,155.0,98,1.28,103.85
2022-01-09 10:00:00,,421.0,274.0,99,1.28,103.85
2022-01-09 11:00:00,,630.0,458.0,91,1.28,103.85
2022-01-09 12:00:00,,759.0,561.0,100,1.28,103.85
2022-01-09 13:00:00,,676.0,389.0,64,1.28,103.85
2022-01-09 14:00:00,,583.0,263.0,37,1.28,103.85
2022-01-09 15:00:00,,643.0,367.0,34,1.28,103.85
2022-01-09 16:00:00,,696.0,559.0,22,1.28,103.85
2022-01-09 17:00:00,,538.0,429.0,5,1.28,103.85
2022-01-09 18:00:00,,330.0,250.0,9,1.28,103.85
2022-01-09 19:00:00,,106.0,64.0,65,1.28,103.85
2022-01-09 20:00:00,,1.0,0.0,68,1.28,103.85
2022-01-09 21:00:00,,0.0,0.0,5,1.28,103.85
2022-01-09 22:00:00,,0.0,0.0,10,1.28,103.85
2022-01-09 23:00:00,,0.0,0.0,99,1.28,103.85
2022-01-10 00:00:00,,0.0,0.0,96,1.28,103.85
2022-01-10 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 08:00:00,,35.0,10.0,100,1.28,103.85
2022-01-10 09:00:00,,222.0,135.0,100,1.28,103.85
2022-01-10 10:00:00,,444.0,333.0,100,1.28,103.85
2022-01-10 11:00:00,,650.0,505.0,100,1.28,103.85
2022-01-10 12:00:00,,677.0,477.0,99,1.28,103.85
2022-01-10 13:00:00,,754.0,517.0,100,1.28,103.85
2022-01-10 14:00:00,,678.0,336.0,100,1.28,103.85
2022-01-10 15:00:00,,649.0,388.0,96,1.28,103.85
2022-01-10 16:00:00,,606.0,420.0,94,1.28,103.85
2022-01-10 17:00:00,,449.0,302.0,89,1.28,103.85
2022-01-10 18:00:00,,288.0,191.0,100,1.28,103.85
2022-01-10 19:00:00,,108.0,64.0,59,1.28,103.85
2022-01-10 20:00:00,,1.0,0.0,85,1.28,103.85
2022-01-10 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-10 23:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-11 05:00:00,,0.0,0.0,55,1.28,103.85
2022-01-11 06:00:00,,0.0,0.0,16,1.28,103.85
2022-01-11 07:00:00,,0.0,0.0,53,1.28,103.85
2022-01-11 08:00:00,,41.0,21.0,46,1.28,103.85
2022-01-11 09:00:00,,223.0,137.0,44,1.28,103.85
2022-01-11 10:00:00,,467.0,363.0,64,1.28,103.85
2022-01-11 11:00:00,,656.0,499.0,70,1.28,103.85
2022-01-11 12:00:00,,796.0,614.0,80,1.28,103.85
2022-01-11 13:00:00,,826.0,630.0,26,1.28,103.85
2022-01-11 14:00:00,,896.0,762.0,16,1.28,103.85
2022-01-11 15:00:00,,812.0,662.0,22,1.28,103.85
2022-01-11 16:00:00,,701.0,569.0,22,1.28,103.85
2022-01-11 17:00:00,,540.0,419.0,19,1.28,103.85
2022-01-11 18:00:00,,319.0,231.0,40,1.28,103.85
2022-01-11 19:00:00,,106.0,64.0,7,1.28,103.85
2022-01-11 20:00:00,,1.0,0.0,2,1.28,103.85
2022-01-11 21:00:00,,0.0,0.0,92,1.28,103.85
2022-01-11 22:00:00,,0.0,0.0,22,1.28,103.85
2022-01-11 23:00:00,,0.0,0.0,65,1.28,103.85
2022-01-12 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-12 07:00:00,,0.0,0.0,76,1.28,103.85
2022-01-12 08:00:00,,38.0,18.0,17,1.28,103.85
2022-01-12 09:00:00,,221.0,136.0,100,1.28,103.85
2022-01-12 10:00:00,,403.0,239.0,100,1.28,103.85
2022-01-12 11:00:00,,517.0,216.0,100,1.28,103.85
2022-01-12 12:00:00,,644.0,288.0,100,1.28,103.85
2022-01-12 13:00:00,,677.0,286.0,97,1.28,103.85
2022-01-12 14:00:00,,799.0,516.0,69,1.28,103.85
2022-01-12 15:00:00,,816.0,620.0,86,1.28,103.85
2022-01-12 16:00:00,,667.0,495.0,100,1.28,103.85
2022-01-12 17:00:00,,468.0,281.0,100,1.28,103.85
2022-01-12 18:00:00,,247.0,99.0,100,1.28,103.85
2022-01-12 19:00:00,,100.0,46.0,14,1.28,103.85
2022-01-12 20:00:00,,1.0,0.0,3,1.28,103.85
2022-01-12 21:00:00,,0.0,0.0,71,1.28,103.85
2022-01-12 22:00:00,,0.0,0.0,70,1.28,103.85
2022-01-12 23:00:00,,0.0,0.0,57,1.28,103.85
2022-01-13 00:00:00,,0.0,0.0,17,1.28,103.85
2022-01-13 01:00:00,,0.0,0.0,9,1.28,103.85
2022-01-13 02:00:00,,0.0,0.0,98,1.28,103.85
2022-01-13 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-13 04:00:00,,0.0,0.0,55,1.28,103.85
2022-01-13 05:00:00,,0.0,0.0,32,1.28,103.85
2022-01-13 06:00:00,,0.0,0.0,47,1.28,103.85
2022-01-13 07:00:00,,0.0,0.0,99,1.28,103.85
2022-01-13 08:00:00,,36.0,12.0,100,1.28,103.85
2022-01-13 09:00:00,,211.0,111.0,94,1.28,103.85
2022-01-13 10:00:00,,427.0,272.0,100,1.28,103.85
2022-01-13 11:00:00,,552.0,275.0,100,1.28,103.85
2022-01-13 12:00:00,,704.0,417.0,99,1.28,103.85
2022-01-13 13:00:00,,851.0,625.0,77,1.28,103.85
2022-01-13 14:00:00,,818.0,537.0,46,1.28,103.85
2022-01-13 15:00:00,,789.0,527.0,70,1.28,103.85
2022-01-13 16:00:00,,693.0,504.0,93,1.28,103.85
2022-01-13 17:00:00,,528.0,400.0,98,1.28,103.85
2022-01-13 18:00:00,,303.0,211.0,100,1.28,103.85
2022-01-13 19:00:00,,101.0,52.0,99,1.28,103.85
2022-01-13 20:00:00,,2.0,0.0,100,1.28,103.85
2022-01-13 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-13 22:00:00,,0.0,0.0,98,1.28,103.85
2022-01-13 23:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 06:00:00,,0.0,0.0,97,1.28,103.85
2022-01-14 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 08:00:00,,35.0,10.0,97,1.28,103.85
2022-01-14 09:00:00,,228.0,146.0,97,1.28,103.85
2022-01-14 10:00:00,,444.0,307.0,100,1.28,103.85
2022-01-14 11:00:00,,592.0,386.0,100,1.28,103.85
2022-01-14 12:00:00,,767.0,516.0,100,1.28,103.85
2022-01-14 13:00:00,,707.0,326.0,100,1.28,103.85
2022-01-14 14:00:00,,763.0,406.0,100,1.28,103.85
2022-01-14 15:00:00,,553.0,207.0,100,1.28,103.85
2022-01-14 16:00:00,,430.0,120.0,100,1.28,103.85
2022-01-14 17:00:00,,340.0,107.0,100,1.28,103.85
2022-01-14 18:00:00,,177.0,24.0,100,1.28,103.85
2022-01-14 19:00:00,,60.0,0.0,100,1.28,103.85
2022-01-14 20:00:00,,1.0,0.0,100,1.28,103.85
2022-01-14 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-14 23:00:00,,0.0,0.0,100,1.28,103.85
2022-01-15 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-15 01:00:00,,0.0,0.0,39,1.28,103.85
2022-01-15 02:00:00,,0.0,0.0,61,1.28,103.85
2022-01-15 03:00:00,,0.0,0.0,47,1.28,103.85
2022-01-15 04:00:00,,0.0,0.0,95,1.28,103.85
2022-01-15 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-15 06:00:00,,0.0,0.0,92,1.28,103.85
2022-01-15 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-15 08:00:00,,30.0,7.0,100,1.28,103.85
2022-01-15 09:00:00,,204.0,104.0,79,1.28,103.85
2022-01-15 10:00:00,,451.0,333.0,94,1.28,103.85
2022-01-15 11:00:00,,649.0,512.0,88,1.28,103.85
2022-01-15 12:00:00,,770.0,577.0,54,1.28,103.85
2022-01-15 13:00:00,,841.0,656.0,97,1.28,103.85
2022-01-15 14:00:00,,788.0,574.0,75,1.28,103.85
2022-01-15 15:00:00,,795.0,602.0,98,1.28,103.85
2022-01-15 16:00:00,,646.0,445.0,99,1.28,103.85
2022-01-15 17:00:00,,429.0,274.0,95,1.28,103.85
2022-01-15 18:00:00,,267.0,164.0,62,1.28,103.85
2022-01-15 19:00:00,,86.0,39.0,36,1.28,103.85
2022-01-15 20:00:00,,2.0,0.0,46,1.28,103.85
2022-01-15 21:00:00,,0.0,0.0,33,1.28,103.85
2022-01-15 22:00:00,,0.0,0.0,21,1.28,103.85
2022-01-15 23:00:00,,0.0,0.0,72,1.28,103.85
2022-01-16 00:00:00,,0.0,0.0,71,1.28,103.85
2022-01-16 01:00:00,,0.0,0.0,97,1.28,103.85
2022-01-16 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-16 03:00:00,,0.0,0.0,98,1.28,103.85
2022-01-16 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-16 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-16 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-16 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-16 08:00:00,,33.0,12.0,100,1.28,103.85
2022-01-16 09:00:00,,197.0,91.0,100,1.28,103.85
2022-01-16 10:00:00,,392.0,199.0,99,1.28,103.85
2022-01-16 11:00:00,,584.0,344.0,99,1.28,103.85
2022-01-16 12:00:00,,758.0,559.0,100,1.28,103.85
2022-01-16 13:00:00,,907.0,731.0,100,1.28,103.85
2022-01-16 14:00:00,,846.0,620.0,100,1.28,103.85
2022-01-16 15:00:00,,797.0,566.0,100,1.28,103.85
2022-01-16 16:00:00,,588.0,368.0,98,1.28,103.85
2022-01-16 17:00:00,,489.0,291.0,99,1.28,103.85
2022-01-16 18:00:00,,212.0,98.0,65,1.28,103.85
2022-01-16 19:00:00,,93.0,39.0,55,1.28,103.85
2022-01-16 20:00:00,,2.0,0.0,47,1.28,103.85
2022-01-16 21:00:00,,0.0,0.0,81,1.28,103.85
2022-01-16 22:00:00,,0.0,0.0,97,1.28,103.85
2022-01-16 23:00:00,,0.0,0.0,99,1.28,103.85
2022-01-17 00:00:00,,0.0,0.0,99,1.28,103.85
2022-01-17 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 02:00:00,,0.0,0.0,99,1.28,103.85
2022-01-17 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 07:00:00,,0.0,0.0,90,1.28,103.85
2022-01-17 08:00:00,,34.0,13.0,86,1.28,103.85
2022-01-17 09:00:00,,212.0,119.0,100,1.28,103.85
2022-01-17 10:00:00,,400.0,259.0,100,1.28,103.85
2022-01-17 11:00:00,,530.0,311.0,88,1.28,103.85
2022-01-17 12:00:00,,619.0,307.0,100,1.28,103.85
2022-01-17 13:00:00,,705.0,392.0,100,1.28,103.85
2022-01-17 14:00:00,,618.0,229.0,54,1.28,103.85
2022-01-17 15:00:00,,648.0,426.0,100,1.28,103.85
2022-01-17 16:00:00,,620.0,411.0,89,1.28,103.85
2022-01-17 17:00:00,,496.0,333.0,86,1.28,103.85
2022-01-17 18:00:00,,305.0,208.0,89,1.28,103.85
2022-01-17 19:00:00,,100.0,51.0,89,1.28,103.85
2022-01-17 20:00:00,,2.0,0.0,100,1.28,103.85
2022-01-17 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-17 23:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 00:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 01:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 02:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 03:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 04:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 05:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 06:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 07:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 08:00:00,,29.0,5.0,100,1.28,103.85
2022-01-18 09:00:00,,175.0,50.0,100,1.28,103.85
2022-01-18 10:00:00,,412.0,241.0,100,1.28,103.85
2022-01-18 11:00:00,,568.0,330.0,100,1.28,103.85
2022-01-18 12:00:00,,739.0,515.0,99,1.28,103.85
2022-01-18 13:00:00,,838.0,627.0,99,1.28,103.85
2022-01-18 14:00:00,,921.0,750.0,100,1.28,103.85
2022-01-18 15:00:00,,846.0,700.0,97,1.28,103.85
2022-01-18 16:00:00,,680.0,503.0,84,1.28,103.85
2022-01-18 17:00:00,,494.0,338.0,79,1.28,103.85
2022-01-18 18:00:00,,259.0,151.0,87,1.28,103.85
2022-01-18 19:00:00,,106.0,56.0,86,1.28,103.85
2022-01-18 20:00:00,,2.0,0.0,99,1.28,103.85
2022-01-18 21:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 22:00:00,,0.0,0.0,100,1.28,103.85
2022-01-18 23:00:00,,0.0,0.0,94,1.28,103.85
2022-01-19 00:00:00,,0.0,0.0,97,1.28,103.85
2022-01-19 01:00:00,,0.0,0.0,87,1.28,103.85
2022-01-19 02:00:00,,0.0,0.0,100,1.28,103.85
